account_id,signup_date,industry,acquisition_channel,plan,seats,mrr,churn_date,churn_flag
10441,2026-08-07,Manufacturing,Partner,Starter,3,237,,False
10442,2025-06-30,Financial Services,Referral,Pro,7,1393,,False
10443,2025-03-21,Professional Services,Paid Search,Pro,6,1194,2025-05-23,True
10444,2025-10-21,Retail,Events,Pro,7,1393,,False
10445,2025-11-02,Professional Services,Organic,Starter,3,237,,False
10446,2026-02-02,Healthcare,Referral,Starter,3,237,,False
10447,2025-07-08,Financial Services,Paid Search,Starter,4,316,,False
10448,2026-07-28,Manufacturing,Referral,Business,26,12974,,False
10449,2025-11-09,Professional Services,Organic,Business,16,7984,,False
10450,2025-06-21,Retail,Organic,Starter,3,237,,False
10451,2026-07-31,Technology,Referral,Pro,9,1791,,False
10452,2026-07-09,Manufacturing,Paid Search,Starter,4,316,,False
10453,2025-10-27,Financial Services,Paid Search,Starter,3,237,,False
10454,2025-01-15,Financial Services,Organic,Starter,4,316,,False
10455,2025-12-25,Retail,Referral,Starter,4,316,,False
10456,2025-11-30,Professional Services,Referral,Pro,13,2587,,False
10457,2025-03-30,Manufacturing,Organic,Business,34,16966,,False
10458,2026-01-16,Retail,Partner,Starter,2,158,,False
10459,2026-05-20,Healthcare,Referral,Pro,8,1592,,False
10460,2025-03-05,Technology,Paid Search,Pro,8,1592,,False
10461,2026-03-10,Professional Services,Events,Enterprise,43,55857,,False
10462,2025-03-26,Healthcare,Paid Search,Pro,6,1194,,False
10463,2026-03-26,Technology,Paid Search,Starter,2,158,,False
10464,2025-09-09,Technology,Organic,Pro,8,1592,,False
10465,2025-01-04,Healthcare,Organic,Starter,2,158,,False
10466,2026-08-03,Professional Services,Organic,Enterprise,46,59754,,False
10467,2025-04-10,Professional Services,Partner,Starter,2,158,2025-12-09,True
10468,2025-12-24,Financial Services,Partner,Pro,5,995,,False
10469,2025-04-19,Professional Services,Organic,Starter,3,237,2026-08-25,True
10470,2026-07-14,Technology,Organic,Starter,3,237,,False
10471,2026-03-19,Technology,Referral,Business,22,10978,,False
10472,2026-04-28,Technology,Paid Search,Pro,17,3383,,False
10473,2025-09-17,Technology,Paid Search,Pro,9,1791,,False
10474,2025-10-08,Healthcare,Paid Search,Business,21,10479,,False
10475,2026-01-16,Professional Services,Events,Business,12,5988,,False
10476,2026-04-16,Technology,Referral,Starter,2,158,,False
10477,2026-05-24,Technology,Paid Search,Pro,14,2786,,False
10478,2025-01-11,Retail,Paid Search,Pro,6,1194,,False
10479,2026-02-03,Manufacturing,Referral,Pro,6,1194,,False
10480,2025-03-07,Retail,Events,Starter,3,237,2025-09-23,True
10481,2025-06-22,Technology,Organic,Starter,3,237,,False
10482,2026-05-13,Professional Services,Paid Search,Business,13,6487,,False
10483,2025-05-31,Retail,Partner,Business,16,7984,2026-02-23,True
10484,2026-04-24,Professional Services,Events,Business,28,13972,,False
10485,2025-10-05,Manufacturing,Paid Search,Enterprise,34,44166,,False
10486,2025-05-20,Healthcare,Referral,Business,11,5489,,False
10487,2025-07-20,Retail,Partner,Business,25,12475,,False
10488,2025-11-15,Manufacturing,Partner,Business,21,10479,,False
10489,2026-04-05,Professional Services,Paid Search,Pro,6,1194,,False
10490,2025-12-30,Technology,Partner,Pro,5,995,,False
10491,2026-07-14,Manufacturing,Organic,Starter,2,158,,False
10492,2026-06-05,Manufacturing,Paid Search,Pro,8,1592,,False
10493,2026-03-29,Professional Services,Partner,Starter,5,395,,False
10494,2025-12-28,Financial Services,Referral,Starter,2,158,,False
10495,2025-06-23,Professional Services,Referral,Pro,8,1592,,False
10496,2025-09-05,Financial Services,Events,Starter,4,316,,False
10497,2025-03-13,Healthcare,Partner,Starter,1,79,,False
10498,2025-08-13,Healthcare,Events,Business,26,12974,,False
10499,2026-07-10,Financial Services,Referral,Business,12,5988,,False
10500,2025-09-13,Healthcare,Events,Starter,3,237,2025-12-07,True
10501,2025-03-10,Financial Services,Organic,Starter,3,237,2026-04-08,True
10502,2026-01-27,Healthcare,Paid Search,Starter,4,316,,False
10503,2026-08-01,Professional Services,Referral,Business,22,10978,,False
10504,2026-06-05,Retail,Partner,Business,8,3992,,False
10505,2025-06-14,Retail,Events,Starter,2,158,2026-05-16,True
10506,2025-09-30,Financial Services,Partner,Business,19,9481,,False
10507,2025-11-15,Technology,Paid Search,Starter,3,237,,False
10508,2025-05-29,Professional Services,Referral,Starter,4,316,,False
10509,2025-06-11,Manufacturing,Paid Search,Enterprise,59,76641,,False
10510,2025-05-22,Technology,Paid Search,Starter,4,316,,False
10511,2026-08-20,Financial Services,Organic,Starter,3,237,,False
10512,2026-03-24,Financial Services,Paid Search,Pro,4,796,,False
10513,2026-05-20,Retail,Partner,Pro,7,1393,,False
10514,2026-05-05,Technology,Paid Search,Business,21,10479,,False
10515,2026-07-30,Technology,Partner,Enterprise,31,40269,,False
10516,2025-03-05,Professional Services,Referral,Starter,4,316,,False
10517,2026-06-13,Technology,Paid Search,Starter,4,316,,False
10518,2025-02-09,Technology,Organic,Business,19,9481,,False
10519,2025-10-13,Technology,Referral,Starter,1,79,,False
10520,2025-12-23,Professional Services,Referral,Business,12,5988,,False
10521,2025-08-03,Manufacturing,Organic,Pro,15,2985,,False
10522,2025-03-29,Financial Services,Organic,Starter,2,158,,False
10523,2025-04-26,Technology,Paid Search,Business,9,4491,,False
10524,2026-05-10,Financial Services,Referral,Starter,5,395,,False
10525,2025-07-11,Technology,Referral,Pro,8,1592,,False
10526,2025-07-06,Retail,Organic,Pro,12,2388,,False
10527,2026-07-09,Technology,Paid Search,Pro,9,1791,,False
10528,2025-03-28,Technology,Referral,Pro,9,1791,,False
10529,2026-07-04,Technology,Referral,Pro,9,1791,,False
10530,2026-07-07,Retail,Paid Search,Enterprise,57,74043,,False
10531,2025-12-26,Retail,Organic,Enterprise,100,129900,,False
10532,2025-04-10,Retail,Events,Pro,11,2189,2025-07-19,True
10533,2025-04-04,Financial Services,Organic,Starter,2,158,,False
10534,2025-06-20,Healthcare,Referral,Pro,9,1791,,False
10535,2025-12-13,Healthcare,Organic,Enterprise,67,87033,,False
10536,2025-04-03,Financial Services,Paid Search,Starter,5,395,,False
10537,2025-10-01,Financial Services,Referral,Pro,7,1393,,False
10538,2025-03-11,Retail,Partner,Pro,12,2388,,False
10539,2025-11-21,Professional Services,Referral,Starter,4,316,2026-07-18,True
10540,2025-01-13,Retail,Paid Search,Pro,20,3980,,False
10541,2026-03-02,Technology,Organic,Starter,2,158,,False
10542,2025-02-03,Manufacturing,Organic,Business,15,7485,,False
10543,2025-04-27,Retail,Referral,Business,16,7984,2026-06-29,True
10544,2025-04-15,Healthcare,Paid Search,Business,15,7485,2025-09-27,True
10545,2026-05-14,Manufacturing,Referral,Starter,2,158,,False
10546,2025-02-02,Retail,Events,Starter,1,79,,False
10547,2025-09-15,Manufacturing,Paid Search,Business,15,7485,,False
10548,2025-12-21,Retail,Events,Business,20,9980,,False
10549,2025-11-06,Technology,Referral,Pro,7,1393,,False
10550,2026-02-13,Technology,Partner,Business,35,17465,,False
10551,2026-04-27,Technology,Paid Search,Starter,3,237,,False
10552,2025-08-25,Manufacturing,Paid Search,Business,28,13972,,False
10553,2026-05-12,Retail,Events,Starter,3,237,,False
10554,2025-07-10,Professional Services,Paid Search,Starter,4,316,,False
10555,2026-08-14,Retail,Events,Pro,9,1791,,False
10556,2025-10-30,Professional Services,Partner,Starter,5,395,,False
10557,2026-03-18,Manufacturing,Organic,Starter,3,237,,False
10558,2026-06-10,Manufacturing,Paid Search,Starter,4,316,,False
10559,2026-04-21,Technology,Referral,Pro,9,1791,,False
10560,2026-05-26,Healthcare,Events,Business,16,7984,,False
10561,2025-11-18,Retail,Partner,Starter,3,237,,False
10562,2025-01-27,Technology,Organic,Pro,17,3383,,False
10563,2025-10-23,Manufacturing,Organic,Business,16,7984,,False
10564,2025-04-19,Technology,Organic,Starter,3,237,,False
10565,2026-06-18,Professional Services,Referral,Starter,5,395,,False
10566,2025-05-23,Technology,Organic,Business,27,13473,,False
10567,2025-05-17,Retail,Partner,Business,18,8982,,False
10568,2025-05-30,Financial Services,Paid Search,Pro,3,597,,False
10569,2026-01-21,Professional Services,Partner,Business,22,10978,,False
10570,2025-12-09,Technology,Organic,Starter,1,79,,False
10571,2026-07-24,Technology,Paid Search,Starter,5,395,,False
10572,2025-09-07,Manufacturing,Organic,Pro,8,1592,,False
10573,2025-06-19,Healthcare,Events,Starter,4,316,,False
10574,2025-01-30,Manufacturing,Organic,Business,13,6487,,False
10575,2025-01-05,Financial Services,Organic,Pro,5,995,,False
10576,2025-08-13,Financial Services,Organic,Business,20,9980,,False
10577,2026-07-10,Healthcare,Partner,Pro,8,1592,,False
10578,2025-11-11,Financial Services,Organic,Starter,3,237,,False
10579,2026-06-21,Retail,Paid Search,Starter,3,237,,False
10580,2025-03-03,Professional Services,Partner,Starter,8,632,2025-05-12,True
10581,2025-02-25,Retail,Partner,Business,24,11976,,False
10582,2026-05-16,Technology,Organic,Starter,4,316,,False
10583,2025-03-06,Professional Services,Organic,Starter,4,316,,False
10584,2025-02-01,Healthcare,Referral,Starter,5,395,,False
10585,2025-08-31,Manufacturing,Organic,Starter,3,237,,False
10586,2026-07-09,Technology,Paid Search,Business,9,4491,,False
10587,2026-02-18,Technology,Referral,Starter,3,237,,False
10588,2025-03-01,Technology,Referral,Enterprise,60,77940,,False
10589,2026-05-18,Healthcare,Organic,Starter,2,158,,False
10590,2026-05-22,Professional Services,Paid Search,Pro,8,1592,,False
10591,2026-04-26,Professional Services,Organic,Pro,6,1194,,False
10592,2026-06-26,Technology,Paid Search,Starter,5,395,,False
10593,2025-05-24,Manufacturing,Organic,Business,23,11477,,False
10594,2026-08-11,Retail,Events,Enterprise,57,74043,,False
10595,2025-07-12,Healthcare,Paid Search,Business,22,10978,,False
10596,2026-04-27,Healthcare,Organic,Starter,3,237,,False
10597,2025-12-14,Technology,Organic,Starter,3,237,,False
10598,2026-04-13,Healthcare,Referral,Pro,5,995,,False
10599,2026-01-12,Financial Services,Organic,Starter,1,79,,False
10600,2026-01-21,Financial Services,Organic,Pro,8,1592,,False
10601,2026-01-05,Professional Services,Partner,Pro,9,1791,,False
10602,2026-04-13,Manufacturing,Paid Search,Pro,12,2388,,False
10603,2026-03-20,Manufacturing,Organic,Business,31,15469,,False
10604,2025-03-22,Retail,Paid Search,Pro,14,2786,,False
10605,2026-05-11,Technology,Organic,Starter,2,158,,False
10606,2025-11-18,Manufacturing,Events,Starter,3,237,,False
10607,2025-07-13,Manufacturing,Organic,Pro,9,1791,,False
10608,2025-11-05,Financial Services,Partner,Pro,19,3781,2026-06-25,True
10609,2026-08-04,Financial Services,Partner,Starter,5,395,,False
10610,2026-05-30,Professional Services,Organic,Starter,4,316,,False
10611,2026-05-16,Technology,Organic,Business,16,7984,,False
10612,2025-10-05,Manufacturing,Referral,Business,13,6487,2026-03-07,True
10613,2026-04-16,Retail,Partner,Pro,11,2189,,False
10614,2025-08-20,Professional Services,Paid Search,Starter,2,158,,False
10615,2026-02-16,Healthcare,Paid Search,Starter,3,237,,False
10616,2026-01-19,Technology,Partner,Pro,8,1592,,False
10617,2025-05-30,Technology,Partner,Starter,5,395,2025-09-14,True
10618,2025-06-09,Professional Services,Referral,Pro,7,1393,,False
10619,2025-02-06,Retail,Paid Search,Pro,3,597,,False
10620,2025-03-25,Retail,Paid Search,Starter,4,316,,False
10621,2025-09-18,Professional Services,Organic,Starter,2,158,,False
10622,2025-10-14,Retail,Partner,Starter,3,237,,False
10623,2025-04-10,Retail,Organic,Business,17,8483,,False
10624,2025-09-08,Financial Services,Organic,Pro,7,1393,,False
10625,2025-12-29,Financial Services,Partner,Starter,4,316,,False
10626,2025-05-20,Manufacturing,Referral,Business,11,5489,,False
10627,2025-07-22,Healthcare,Organic,Pro,7,1393,,False
10628,2025-08-09,Professional Services,Organic,Pro,10,1990,,False
10629,2025-10-31,Manufacturing,Paid Search,Business,15,7485,,False
10630,2025-08-08,Financial Services,Partner,Starter,2,158,,False
10631,2026-03-19,Professional Services,Organic,Starter,4,316,,False
10632,2025-07-16,Retail,Organic,Pro,12,2388,,False
10633,2025-09-18,Healthcare,Referral,Starter,3,237,,False
10634,2025-08-16,Healthcare,Events,Pro,4,796,,False
10635,2025-04-20,Retail,Organic,Starter,4,316,,False
10636,2026-02-16,Technology,Events,Starter,2,158,2026-07-29,True
10637,2025-05-22,Professional Services,Events,Starter,3,237,,False
10638,2025-06-28,Technology,Referral,Pro,6,1194,,False
10639,2026-04-21,Healthcare,Partner,Starter,2,158,,False
10640,2026-07-24,Financial Services,Paid Search,Starter,3,237,,False
10641,2026-02-07,Retail,Paid Search,Business,17,8483,,False
10642,2026-07-04,Healthcare,Referral,Starter,2,158,,False
10643,2026-05-28,Healthcare,Partner,Starter,4,316,,False
10644,2025-10-16,Healthcare,Partner,Starter,3,237,,False
10645,2026-04-08,Technology,Partner,Starter,4,316,,False
10646,2025-07-17,Financial Services,Events,Starter,3,237,,False
10647,2025-10-04,Manufacturing,Referral,Pro,6,1194,,False
10648,2025-11-18,Healthcare,Partner,Starter,2,158,,False
10649,2026-07-31,Professional Services,Partner,Business,10,4990,,False
10650,2026-05-25,Retail,Organic,Business,20,9980,,False
10651,2025-10-21,Manufacturing,Organic,Starter,3,237,,False
10652,2026-01-27,Technology,Referral,Starter,1,79,,False
10653,2025-05-02,Financial Services,Partner,Starter,2,158,,False
10654,2026-04-28,Technology,Referral,Pro,6,1194,,False
10655,2025-11-28,Manufacturing,Paid Search,Starter,5,395,,False
10656,2025-11-16,Technology,Organic,Business,10,4990,,False
10657,2026-04-05,Technology,Referral,Business,11,5489,,False
10658,2026-01-15,Professional Services,Paid Search,Business,27,13473,,False
10659,2025-02-13,Professional Services,Organic,Pro,13,2587,,False
10660,2025-06-22,Retail,Events,Enterprise,35,45465,,False
10661,2025-04-17,Professional Services,Organic,Starter,2,158,,False
10662,2026-03-17,Retail,Events,Starter,4,316,,False
10663,2025-01-22,Financial Services,Organic,Starter,1,79,2025-05-18,True
10664,2025-05-02,Financial Services,Events,Enterprise,23,29877,,False
10665,2025-12-25,Manufacturing,Paid Search,Pro,7,1393,,False
10666,2026-02-21,Retail,Organic,Business,31,15469,,False
10667,2025-10-29,Financial Services,Organic,Starter,3,237,,False
10668,2026-06-01,Healthcare,Organic,Enterprise,47,61053,,False
10669,2026-07-06,Professional Services,Paid Search,Pro,12,2388,,False
10670,2025-03-21,Healthcare,Partner,Pro,17,3383,,False
10671,2026-07-26,Manufacturing,Referral,Enterprise,37,48063,,False
10672,2026-01-04,Professional Services,Referral,Starter,3,237,,False
10673,2026-01-17,Professional Services,Paid Search,Starter,6,474,,False
10674,2025-02-27,Retail,Paid Search,Pro,5,995,,False
10675,2026-01-09,Professional Services,Paid Search,Starter,4,316,,False
10676,2026-03-12,Financial Services,Referral,Starter,2,158,,False
10677,2025-12-15,Manufacturing,Paid Search,Starter,3,237,,False
10678,2025-02-20,Financial Services,Events,Starter,3,237,,False
10679,2025-11-10,Technology,Referral,Business,13,6487,,False
10680,2026-07-16,Professional Services,Organic,Pro,6,1194,,False
10681,2026-03-11,Healthcare,Organic,Starter,3,237,,False
10682,2025-03-24,Professional Services,Paid Search,Starter,4,316,,False
10683,2026-07-30,Financial Services,Referral,Pro,8,1592,,False
10684,2026-07-30,Healthcare,Events,Pro,8,1592,,False
10685,2025-04-12,Professional Services,Paid Search,Business,22,10978,,False
10686,2026-04-26,Financial Services,Paid Search,Business,13,6487,,False
10687,2025-09-02,Retail,Partner,Starter,4,316,,False
10688,2025-12-23,Technology,Organic,Starter,4,316,,False
10689,2025-09-25,Retail,Partner,Pro,20,3980,,False
10690,2026-04-15,Retail,Organic,Pro,7,1393,,False
10691,2026-08-21,Technology,Paid Search,Pro,7,1393,,False
10692,2026-04-23,Manufacturing,Events,Pro,10,1990,,False
10693,2026-07-13,Financial Services,Partner,Pro,11,2189,,False
10694,2026-07-22,Technology,Partner,Starter,2,158,,False
10695,2025-02-24,Manufacturing,Referral,Starter,3,237,,False
10696,2025-06-02,Manufacturing,Partner,Starter,4,316,,False
10697,2026-03-10,Technology,Paid Search,Starter,2,158,,False
10698,2025-12-21,Technology,Paid Search,Starter,3,237,,False
10699,2025-01-31,Retail,Organic,Pro,8,1592,,False
10700,2025-02-27,Financial Services,Organic,Starter,4,316,,False
10701,2025-11-09,Healthcare,Paid Search,Starter,2,158,,False
10702,2026-01-05,Retail,Organic,Pro,4,796,,False
10703,2025-04-11,Financial Services,Partner,Business,9,4491,,False
10704,2025-04-13,Technology,Partner,Starter,2,158,,False
10705,2025-03-19,Financial Services,Events,Business,11,5489,,False
10706,2025-12-05,Manufacturing,Organic,Business,17,8483,,False
10707,2025-01-05,Financial Services,Events,Pro,5,995,,False
10708,2025-12-10,Retail,Organic,Pro,6,1194,,False
10709,2025-10-13,Professional Services,Referral,Starter,2,158,,False
10710,2025-10-07,Manufacturing,Partner,Enterprise,39,50661,,False
10711,2026-02-12,Technology,Organic,Starter,5,395,,False
10712,2025-11-10,Professional Services,Organic,Business,23,11477,,False
10713,2026-03-13,Technology,Organic,Pro,8,1592,,False
10714,2026-04-04,Manufacturing,Paid Search,Starter,3,237,,False
10715,2026-07-07,Retail,Partner,Starter,3,237,,False
10716,2026-04-25,Manufacturing,Organic,Pro,9,1791,,False
10717,2025-11-07,Financial Services,Organic,Pro,10,1990,,False
10718,2025-10-23,Financial Services,Paid Search,Starter,2,158,,False
10719,2025-05-22,Financial Services,Organic,Business,18,8982,,False
10720,2025-12-26,Professional Services,Partner,Business,9,4491,,False
10721,2025-03-25,Financial Services,Events,Pro,9,1791,,False
10722,2026-07-13,Healthcare,Partner,Pro,10,1990,,False
10723,2026-05-23,Manufacturing,Partner,Starter,3,237,,False
10724,2025-03-13,Financial Services,Paid Search,Business,34,16966,,False
10725,2026-04-17,Manufacturing,Partner,Starter,2,158,,False
10726,2025-03-12,Manufacturing,Organic,Business,19,9481,,False
10727,2026-03-09,Financial Services,Organic,Starter,3,237,,False
10728,2025-02-22,Retail,Paid Search,Pro,8,1592,,False
10729,2025-10-20,Technology,Organic,Starter,3,237,,False
10730,2026-01-30,Professional Services,Events,Starter,3,237,,False
10731,2026-03-14,Manufacturing,Paid Search,Business,24,11976,,False
10732,2025-09-09,Technology,Events,Pro,13,2587,,False
10733,2026-07-07,Retail,Referral,Pro,8,1592,,False
10734,2026-04-10,Healthcare,Referral,Enterprise,60,77940,,False
10735,2025-05-05,Professional Services,Partner,Enterprise,35,45465,,False
10736,2026-02-07,Manufacturing,Organic,Business,24,11976,,False
10737,2026-03-15,Financial Services,Paid Search,Starter,2,158,,False
10738,2025-07-20,Technology,Paid Search,Pro,12,2388,,False
10739,2026-03-19,Professional Services,Events,Business,39,19461,,False
10740,2026-06-24,Healthcare,Partner,Starter,3,237,,False
10741,2026-05-06,Manufacturing,Organic,Starter,1,79,,False
10742,2026-04-03,Manufacturing,Referral,Business,15,7485,,False
10743,2026-01-16,Manufacturing,Paid Search,Pro,12,2388,2026-06-11,True
10744,2025-06-12,Technology,Organic,Pro,10,1990,,False
10745,2026-04-23,Healthcare,Referral,Enterprise,49,63651,,False
10746,2025-08-07,Technology,Referral,Pro,11,2189,,False
10747,2025-11-16,Technology,Organic,Pro,9,1791,,False
10748,2025-07-08,Healthcare,Paid Search,Starter,5,395,,False
10749,2025-07-07,Retail,Organic,Starter,4,316,,False
10750,2025-04-05,Financial Services,Paid Search,Starter,5,395,,False
10751,2026-07-31,Manufacturing,Organic,Business,20,9980,,False
10752,2025-03-30,Technology,Partner,Business,25,12475,,False
10753,2025-02-21,Financial Services,Organic,Starter,3,237,,False
10754,2026-07-16,Manufacturing,Events,Starter,2,158,,False
10755,2025-11-30,Retail,Organic,Business,33,16467,,False
10756,2025-09-20,Financial Services,Paid Search,Starter,3,237,,False
10757,2026-03-19,Retail,Referral,Pro,11,2189,,False
10758,2025-08-18,Manufacturing,Organic,Pro,8,1592,,False
10759,2025-03-18,Technology,Referral,Pro,7,1393,2026-07-03,True
10760,2026-03-14,Manufacturing,Partner,Starter,3,237,,False
10761,2025-04-16,Healthcare,Events,Pro,13,2587,,False
10762,2025-11-28,Healthcare,Referral,Starter,4,316,,False
10763,2026-07-24,Retail,Organic,Pro,4,796,,False
10764,2026-07-16,Financial Services,Partner,Starter,3,237,,False
10765,2025-08-05,Retail,Paid Search,Pro,15,2985,,False
10766,2026-04-14,Professional Services,Organic,Pro,7,1393,,False
10767,2026-01-03,Manufacturing,Partner,Starter,2,158,,False
10768,2025-10-15,Financial Services,Paid Search,Starter,6,474,,False
10769,2025-03-25,Healthcare,Paid Search,Starter,4,316,,False
10770,2025-08-14,Technology,Referral,Starter,3,237,,False
10771,2026-01-27,Healthcare,Referral,Starter,3,237,,False
10772,2026-08-15,Financial Services,Organic,Enterprise,66,85734,,False
10773,2025-01-03,Manufacturing,Partner,Starter,2,158,2025-08-23,True
10774,2026-03-07,Technology,Organic,Business,27,13473,,False
10775,2026-05-23,Financial Services,Partner,Enterprise,54,70146,,False
10776,2026-07-25,Financial Services,Partner,Starter,3,237,,False
10777,2025-09-12,Financial Services,Partner,Pro,8,1592,,False
10778,2025-03-13,Technology,Organic,Business,17,8483,,False
10779,2025-06-12,Retail,Organic,Pro,12,2388,,False
10780,2026-05-26,Professional Services,Referral,Pro,6,1194,,False
10781,2026-06-11,Financial Services,Paid Search,Pro,5,995,,False
10782,2026-01-18,Professional Services,Events,Starter,4,316,,False
10783,2025-03-15,Retail,Referral,Pro,10,1990,2026-02-05,True
10784,2025-03-15,Financial Services,Partner,Enterprise,53,68847,,False
10785,2025-10-14,Technology,Organic,Enterprise,52,67548,,False
10786,2025-12-19,Healthcare,Referral,Starter,3,237,,False
10787,2025-01-20,Healthcare,Organic,Pro,11,2189,,False
10788,2026-02-16,Technology,Partner,Starter,3,237,,False
10789,2025-11-23,Technology,Organic,Business,15,7485,2026-03-08,True
10790,2025-01-08,Manufacturing,Organic,Starter,3,237,,False
10791,2025-02-27,Professional Services,Partner,Business,37,18463,2025-05-08,True
10792,2025-09-30,Manufacturing,Paid Search,Business,10,4990,,False
10793,2026-03-10,Retail,Organic,Starter,4,316,,False
10794,2026-05-11,Retail,Organic,Starter,2,158,,False
10795,2025-09-16,Professional Services,Paid Search,Business,17,8483,2026-01-29,True
10796,2025-06-27,Financial Services,Referral,Starter,3,237,,False
10797,2026-08-04,Technology,Organic,Pro,4,796,,False
10798,2025-10-03,Retail,Paid Search,Business,21,10479,,False
10799,2025-07-09,Retail,Organic,Pro,7,1393,,False
10800,2025-09-23,Technology,Paid Search,Starter,1,79,,False
10801,2025-01-08,Retail,Referral,Pro,11,2189,,False
10802,2025-07-01,Financial Services,Organic,Starter,5,395,,False
10803,2025-11-06,Healthcare,Organic,Enterprise,76,98724,,False
10804,2026-07-06,Technology,Organic,Starter,3,237,,False
10805,2026-03-19,Manufacturing,Organic,Starter,3,237,,False
10806,2026-04-14,Manufacturing,Referral,Starter,5,395,,False
10807,2025-11-23,Healthcare,Events,Enterprise,81,105219,,False
10808,2025-03-08,Manufacturing,Partner,Starter,4,316,,False
10809,2025-08-23,Retail,Referral,Business,13,6487,,False
10810,2026-08-22,Healthcare,Paid Search,Pro,9,1791,,False
10811,2025-01-27,Healthcare,Paid Search,Business,21,10479,,False
10812,2026-06-12,Financial Services,Partner,Enterprise,24,31176,,False
10813,2026-02-15,Professional Services,Organic,Business,21,10479,,False
10814,2025-06-20,Financial Services,Referral,Enterprise,100,129900,,False
10815,2026-04-12,Manufacturing,Referral,Starter,4,316,,False
10816,2026-05-18,Manufacturing,Organic,Business,30,14970,,False
10817,2025-01-26,Retail,Referral,Pro,9,1791,,False
10818,2025-03-05,Professional Services,Partner,Pro,8,1592,,False
10819,2026-02-04,Healthcare,Events,Business,21,10479,,False
10820,2026-08-23,Technology,Organic,Enterprise,34,44166,,False
10821,2025-01-15,Technology,Referral,Pro,6,1194,,False
10822,2026-02-04,Financial Services,Referral,Pro,12,2388,,False
10823,2025-03-23,Manufacturing,Referral,Pro,13,2587,,False
10824,2026-01-26,Professional Services,Paid Search,Starter,2,158,,False
10825,2026-01-09,Retail,Organic,Starter,4,316,,False
10826,2025-02-24,Professional Services,Partner,Starter,3,237,,False
10827,2026-02-13,Retail,Events,Starter,3,237,,False
10828,2026-06-23,Technology,Paid Search,Starter,4,316,,False
10829,2026-06-03,Financial Services,Paid Search,Business,25,12475,,False
10830,2025-01-18,Financial Services,Paid Search,Pro,8,1592,,False
10831,2025-05-28,Professional Services,Referral,Business,29,14471,2025-11-29,True
10832,2025-05-25,Professional Services,Organic,Pro,9,1791,,False
10833,2025-09-29,Healthcare,Paid Search,Starter,4,316,,False
10834,2025-03-27,Professional Services,Organic,Starter,2,158,,False
10835,2026-05-28,Technology,Partner,Starter,6,474,,False
10836,2026-04-12,Technology,Referral,Enterprise,53,68847,,False
10837,2026-05-01,Manufacturing,Referral,Starter,4,316,,False
10838,2025-04-29,Retail,Referral,Pro,5,995,2026-05-24,True
10839,2025-01-09,Technology,Events,Business,13,6487,,False
10840,2026-07-01,Manufacturing,Organic,Enterprise,69,89631,,False
10841,2025-06-23,Technology,Organic,Starter,3,237,,False
10842,2026-01-29,Retail,Organic,Starter,2,158,,False
10843,2026-06-30,Technology,Paid Search,Starter,4,316,,False
10844,2025-01-22,Healthcare,Events,Starter,2,158,,False
10845,2025-01-04,Healthcare,Organic,Starter,5,395,,False
10846,2025-01-04,Healthcare,Events,Pro,8,1592,,False
10847,2025-04-04,Professional Services,Organic,Business,19,9481,,False
10848,2025-01-31,Professional Services,Paid Search,Pro,12,2388,,False
10849,2026-05-07,Manufacturing,Organic,Pro,6,1194,,False
10850,2025-12-30,Healthcare,Referral,Starter,2,158,,False
10851,2026-08-12,Technology,Paid Search,Business,17,8483,,False
10852,2026-04-26,Healthcare,Paid Search,Pro,11,2189,,False
10853,2026-08-01,Healthcare,Organic,Business,11,5489,,False
10854,2025-05-24,Financial Services,Partner,Enterprise,25,32475,,False
10855,2025-06-22,Financial Services,Events,Starter,4,316,,False
10856,2026-05-25,Technology,Referral,Starter,2,158,,False
10857,2025-05-27,Technology,Paid Search,Starter,3,237,,False
10858,2025-02-04,Technology,Partner,Pro,4,796,,False
10859,2026-02-06,Technology,Organic,Enterprise,35,45465,,False
10860,2026-04-26,Manufacturing,Partner,Starter,3,237,,False
10861,2026-08-04,Financial Services,Referral,Business,25,12475,,False
10862,2026-07-11,Healthcare,Partner,Pro,6,1194,,False
10863,2025-03-14,Professional Services,Organic,Starter,5,395,,False
10864,2026-04-09,Manufacturing,Referral,Starter,2,158,,False
10865,2026-05-23,Professional Services,Paid Search,Pro,6,1194,,False
10866,2026-02-23,Manufacturing,Paid Search,Pro,14,2786,,False
10867,2026-05-07,Technology,Partner,Pro,9,1791,,False
10868,2026-05-18,Technology,Events,Starter,2,158,,False
10869,2025-09-25,Technology,Organic,Pro,8,1592,,False
10870,2025-01-25,Healthcare,Organic,Starter,5,395,,False
10871,2025-10-01,Professional Services,Referral,Business,30,14970,,False
10872,2025-05-02,Retail,Referral,Starter,2,158,2026-03-20,True
10873,2025-03-10,Retail,Referral,Starter,3,237,2025-06-22,True
10874,2025-03-16,Healthcare,Partner,Pro,8,1592,,False
10875,2026-02-23,Retail,Partner,Pro,6,1194,,False
10876,2025-10-30,Technology,Organic,Pro,8,1592,,False
10877,2025-11-20,Retail,Referral,Pro,8,1592,,False
10878,2026-03-24,Professional Services,Paid Search,Enterprise,67,87033,,False
10879,2025-11-25,Healthcare,Referral,Pro,12,2388,,False
10880,2026-01-14,Healthcare,Organic,Pro,7,1393,,False
10881,2025-02-21,Technology,Referral,Pro,7,1393,,False
