ticket_id,account_id,ticket_date,priority,resolution_hours,satisfaction_score
595,10353,2026-02-13,Normal,52.7,3.0
596,10353,2025-12-27,High,13.5,4.8
597,10353,2025-12-09,Normal,44.0,3.6
598,10353,2026-04-04,High,18.0,3.7
599,10357,2025-07-09,Normal,61.9,3.6
600,10357,2026-02-05,High,15.7,4.7
601,10357,2025-11-12,Urgent,5.1,3.8
602,10359,2025-11-21,High,23.8,3.7
603,10359,2026-02-08,Normal,27.9,3.4
604,10360,2026-05-15,High,12.7,4.3
605,10360,2026-08-02,Normal,51.9,3.0
606,10360,2026-04-20,Normal,28.9,4.7
607,10360,2026-07-17,High,12.0,3.0
608,10363,2026-04-04,Normal,19.2,5.0
609,10363,2025-09-30,Normal,22.5,4.2
610,10363,2025-07-04,Low,99.6,3.4
611,10363,2026-06-07,Normal,42.3,2.5
612,10363,2026-02-04,Normal,45.0,3.1
613,10363,2025-08-17,Normal,27.2,4.4
614,10365,2025-10-11,High,25.0,5.0
615,10365,2026-03-20,Normal,27.4,3.7
616,10365,2026-04-04,Normal,31.5,3.7
617,10367,2026-05-30,Normal,31.2,2.2
618,10367,2026-04-10,Normal,75.0,3.5
619,10368,2026-01-01,High,20.8,4.7
620,10369,2025-07-08,Normal,82.3,4.1
621,10369,2025-07-15,Normal,31.4,5.0
622,10369,2025-06-25,High,24.6,4.4
623,10369,2025-02-21,Low,93.2,3.5
624,10372,2026-02-14,Normal,17.6,5.0
625,10372,2026-06-06,High,13.3,5.0
626,10373,2025-10-29,Normal,45.8,4.2
627,10373,2026-05-21,Normal,96.1,2.3
628,10374,2025-09-23,High,34.0,3.9
629,10374,2025-10-21,Normal,73.5,4.1
630,10376,2026-03-11,Urgent,3.6,3.5
631,10376,2025-05-20,Normal,22.7,4.7
632,10376,2025-05-12,High,18.6,3.1
633,10377,2026-07-20,High,8.8,4.6
634,10377,2026-07-01,Normal,24.5,4.0
635,10379,2025-10-07,Normal,22.1,4.7
636,10379,2026-01-31,Normal,53.2,2.2
637,10380,2026-06-07,High,10.6,4.0
638,10380,2025-08-21,Normal,60.0,4.0
639,10380,2026-07-06,High,22.8,3.9
640,10381,2025-06-11,Normal,43.4,2.9
641,10381,2025-08-12,Normal,49.7,3.0
642,10381,2025-07-12,Low,80.6,3.1
643,10381,2025-04-25,Normal,28.4,4.2
644,10381,2025-06-23,High,22.4,4.0
645,10384,2026-06-07,Low,46.6,4.4
646,10385,2025-06-26,Low,89.4,4.0
647,10386,2026-03-25,High,19.9,4.6
648,10386,2025-12-05,Normal,31.3,4.5
649,10387,2025-03-12,High,17.5,3.8
650,10387,2025-06-22,High,8.0,4.1
651,10389,2026-08-13,Low,86.9,2.8
652,10390,2025-11-21,Low,61.7,3.2
653,10390,2026-01-04,High,23.2,5.0
654,10390,2026-04-25,Normal,43.5,3.3
655,10390,2026-03-03,Normal,39.6,4.8
656,10391,2026-07-03,High,8.7,5.0
657,10392,2025-09-09,Low,86.4,4.1
658,10393,2026-04-09,Low,125.7,3.8
659,10394,2026-08-23,High,21.8,4.3
660,10394,2026-02-11,Normal,24.7,3.7
661,10395,2026-06-25,High,14.4,3.9
662,10397,2025-09-13,High,19.6,3.7
663,10397,2025-03-17,Low,81.8,4.1
664,10397,2025-12-06,Normal,26.5,3.9
665,10397,2025-05-25,Normal,35.2,3.4
666,10397,2025-04-09,High,13.4,4.3
667,10398,2025-09-01,Normal,37.4,3.5
668,10398,2026-04-27,High,10.6,3.5
669,10399,2026-08-01,High,9.9,4.2
670,10399,2025-08-15,Normal,28.5,5.0
671,10399,2025-11-05,High,28.2,3.7
672,10399,2026-06-28,Normal,30.4,3.9
673,10399,2025-10-02,High,15.1,3.7
674,10399,2025-12-19,High,10.3,4.0
675,10400,2025-12-20,Normal,29.3,3.6
676,10400,2025-11-01,Normal,34.7,3.0
677,10400,2026-04-15,Low,76.4,3.3
678,10405,2026-04-07,Normal,69.1,3.9
679,10406,2026-05-21,Normal,27.8,3.0
680,10407,2026-03-29,Normal,50.0,3.0
681,10407,2026-04-07,Low,186.8,3.6
682,10407,2026-02-11,Normal,86.5,3.6
683,10410,2025-09-17,High,11.6,4.4
684,10410,2025-02-01,High,13.6,4.3
685,10411,2025-09-26,Normal,25.4,3.9
686,10412,2025-09-23,High,8.2,4.4
687,10412,2025-12-19,High,12.1,3.9
688,10412,2025-07-13,High,19.0,4.3
689,10412,2026-02-17,Normal,52.1,3.4
690,10412,2026-01-15,Low,57.2,3.6
691,10412,2026-01-21,Normal,36.3,4.5
692,10412,2025-07-21,Normal,40.5,3.9
693,10412,2025-10-17,Normal,25.5,5.0
694,10413,2026-01-09,High,27.6,3.8
695,10413,2025-07-13,Urgent,6.5,3.9
696,10414,2026-02-15,Normal,32.9,2.3
697,10414,2025-08-09,Normal,49.2,3.6
698,10414,2025-05-21,High,14.5,3.7
699,10414,2025-09-26,Normal,35.2,2.7
700,10414,2025-05-02,Urgent,4.2,3.6
701,10415,2025-01-27,Normal,22.5,4.8
702,10418,2026-03-06,Normal,18.5,4.8
703,10418,2026-03-31,Normal,43.0,3.6
704,10418,2026-02-08,Normal,19.5,4.4
705,10418,2025-05-16,Normal,48.1,3.1
706,10418,2025-06-21,Normal,35.7,2.6
707,10418,2025-12-20,Low,69.2,4.4
708,10418,2025-05-25,Low,97.3,3.3
709,10418,2026-04-29,High,13.1,3.8
710,10418,2025-08-26,Normal,35.2,3.3
711,10418,2025-03-24,Urgent,5.7,4.1
712,10419,2026-03-23,High,9.4,3.2
713,10419,2026-03-02,Normal,35.6,2.8
714,10419,2026-02-27,Normal,24.2,4.9
715,10420,2026-05-08,Normal,37.0,3.8
716,10420,2026-07-02,Normal,33.2,3.8
717,10420,2026-08-03,High,21.8,4.0
718,10425,2026-03-27,Normal,44.6,4.0
719,10425,2025-10-13,Normal,24.5,3.2
720,10425,2025-11-29,Normal,28.9,4.0
721,10425,2025-12-01,High,18.3,2.7
722,10425,2026-07-10,Normal,23.3,4.8
723,10425,2026-06-19,Normal,53.5,3.7
724,10425,2025-10-28,Normal,49.8,3.8
725,10425,2025-10-31,High,21.4,3.8
726,10426,2025-12-13,Normal,35.9,3.4
727,10429,2025-07-20,Low,65.7,3.6
728,10429,2025-11-20,High,10.0,3.4
729,10429,2025-05-17,Normal,90.8,3.0
730,10430,2026-03-10,Low,60.3,3.3
731,10431,2025-10-22,Low,35.9,3.7
732,10431,2025-09-29,Normal,41.3,3.4
733,10434,2025-10-03,Normal,30.8,3.9
734,10434,2025-09-17,Normal,39.7,2.2
735,10434,2025-10-25,Normal,38.1,3.6
736,10434,2025-08-19,Normal,60.0,3.7
737,10434,2025-08-30,High,15.9,4.0
738,10435,2026-06-10,High,17.5,4.6
739,10435,2026-03-03,Normal,42.9,3.4
740,10436,2025-10-04,Urgent,6.3,3.9
741,10436,2026-03-18,Normal,45.5,3.8
742,10437,2026-01-16,Normal,62.6,3.4
743,10438,2026-07-14,Low,92.0,3.7
744,10439,2026-03-13,Low,146.8,2.4
745,10439,2026-04-13,High,27.7,4.0
746,10439,2025-06-29,Normal,59.7,4.2
747,10439,2025-03-21,Low,42.8,2.9
748,10440,2026-01-25,Low,95.7,2.3
749,10440,2025-12-22,Normal,49.2,3.8
750,10440,2025-08-28,Urgent,5.4,3.9
751,10440,2026-05-14,High,22.3,4.2
752,10442,2026-03-05,Low,117.0,3.9
753,10442,2025-12-01,High,30.6,3.7
754,10444,2026-02-15,Normal,32.2,2.9
755,10445,2025-12-10,Low,87.0,2.6
756,10445,2025-12-26,Normal,19.4,4.4
757,10445,2026-01-17,Normal,15.4,3.8
758,10445,2026-03-07,Normal,61.5,3.4
759,10446,2026-05-31,Normal,48.6,2.6
760,10447,2025-11-19,Normal,65.9,4.7
761,10449,2026-02-25,High,30.3,4.0
762,10449,2026-04-28,Normal,16.2,3.4
763,10450,2026-01-11,High,10.0,4.9
764,10450,2026-04-19,Normal,26.2,3.8
765,10450,2025-10-09,Normal,40.3,4.0
766,10454,2025-02-20,Low,123.9,4.0
767,10454,2025-05-01,Low,37.5,4.1
768,10454,2025-08-12,High,19.4,3.8
769,10454,2025-05-24,Low,107.2,2.4
770,10456,2026-08-04,Low,70.0,3.3
771,10458,2026-04-24,Normal,21.6,3.6
772,10460,2026-04-23,Normal,30.6,3.5
773,10460,2025-12-06,Normal,59.8,3.4
774,10460,2026-04-16,Normal,27.1,3.2
775,10460,2026-01-19,Normal,28.2,5.0
776,10460,2025-08-15,Low,49.5,3.7
777,10460,2026-03-31,Normal,38.0,4.5
778,10460,2026-03-20,High,13.6,3.3
779,10462,2025-10-09,High,19.4,3.8
780,10462,2026-03-03,High,17.2,3.5
781,10462,2025-11-15,High,18.4,4.4
782,10463,2026-04-24,Normal,85.6,2.7
783,10463,2026-05-30,Normal,31.9,3.4
784,10464,2026-08-12,Low,209.5,4.1
785,10465,2026-02-21,Normal,40.0,2.9
786,10465,2025-03-15,High,12.9,4.3
787,10467,2025-11-29,Normal,28.5,3.6
788,10468,2026-01-08,Low,77.7,4.9
789,10468,2025-12-28,Low,59.6,3.8
790,10469,2025-12-17,High,22.1,4.6
791,10471,2026-06-27,Normal,24.8,3.2
792,10471,2026-06-12,Normal,37.3,3.0
793,10472,2026-07-28,Low,60.4,2.9
794,10472,2026-05-13,Normal,57.7,3.5
795,10473,2026-01-15,Urgent,9.1,5.0
796,10473,2026-07-23,Normal,48.6,2.8
797,10473,2026-02-19,Normal,70.0,4.5
798,10473,2025-10-02,Normal,21.6,4.5
799,10474,2025-10-22,Normal,66.9,3.4
800,10474,2026-07-16,High,20.2,2.8
801,10475,2026-08-24,High,15.2,3.6
802,10475,2026-01-26,Normal,32.3,3.3
803,10476,2026-07-08,Normal,41.6,2.4
804,10478,2025-02-11,Normal,20.4,3.9
805,10478,2026-02-19,Normal,51.0,2.4
806,10478,2025-07-16,Normal,60.9,3.8
807,10478,2025-02-08,Normal,42.2,4.1
808,10480,2025-08-27,Low,61.2,3.1
809,10480,2025-03-12,Low,69.5,3.5
810,10480,2025-06-25,Normal,24.8,3.0
811,10481,2026-01-20,Normal,27.2,4.4
812,10484,2026-08-17,Normal,32.8,3.5
813,10484,2026-05-01,High,15.7,3.8
814,10485,2026-07-01,High,19.0,3.4
815,10485,2026-06-24,Normal,30.2,3.7
816,10486,2026-02-17,Urgent,4.5,3.9
817,10486,2026-04-05,Normal,47.7,3.6
818,10486,2026-07-10,High,22.5,3.6
819,10487,2026-01-22,Normal,45.7,3.2
820,10487,2026-02-02,Normal,37.5,3.4
821,10489,2026-08-13,High,22.4,4.0
822,10493,2026-05-25,Normal,47.0,3.5
823,10494,2026-08-16,Normal,34.6,3.4
824,10497,2026-04-02,Normal,33.3,3.5
825,10497,2025-08-01,High,23.7,3.7
826,10498,2025-11-19,Low,111.5,3.5
827,10498,2026-03-18,Normal,26.0,4.1
828,10498,2026-03-16,High,11.6,4.8
829,10499,2026-07-27,Normal,41.2,4.4
830,10501,2025-04-06,High,12.2,4.4
831,10502,2026-06-07,Low,86.1,3.0
832,10504,2026-06-06,High,11.7,3.6
833,10505,2025-06-23,Low,73.3,3.7
834,10505,2026-02-05,Normal,43.8,3.3
835,10505,2025-12-22,Normal,57.2,4.1
836,10508,2025-06-03,Urgent,5.8,3.9
837,10508,2025-08-03,Normal,28.1,4.2
838,10509,2025-09-09,High,25.8,2.7
839,10509,2026-07-13,Normal,26.5,3.4
840,10510,2026-01-19,High,17.6,4.3
841,10510,2026-05-27,Urgent,11.5,3.6
842,10510,2026-04-16,Normal,34.1,4.1
843,10513,2026-07-07,Normal,31.2,3.8
844,10514,2026-08-05,Normal,35.6,5.0
845,10514,2026-07-30,Normal,24.7,4.2
846,10516,2025-08-19,Normal,53.0,3.2
847,10516,2025-06-22,Normal,18.0,3.9
848,10518,2025-09-04,High,20.7,3.3
849,10518,2025-08-02,Urgent,11.3,4.3
850,10518,2025-10-28,High,15.7,4.2
851,10518,2025-05-28,High,22.6,3.4
852,10519,2026-05-16,Normal,26.8,4.3
853,10519,2026-02-12,High,9.0,4.7
854,10519,2026-03-05,Normal,34.4,3.6
855,10519,2026-01-04,High,17.4,5.0
856,10521,2026-04-22,Low,120.0,3.8
857,10522,2025-04-07,Normal,34.9,3.8
858,10522,2025-08-24,Normal,53.8,2.2
859,10522,2025-09-18,Urgent,4.5,3.0
860,10522,2025-05-25,Low,101.3,3.4
861,10522,2026-01-22,Low,63.0,2.9
862,10522,2026-05-04,High,10.5,5.0
863,10522,2026-01-06,High,12.3,4.3
864,10522,2025-12-30,High,14.2,4.7
865,10523,2025-11-01,Low,77.4,3.0
866,10523,2026-02-10,Normal,19.8,3.9
867,10525,2026-06-06,Normal,53.2,4.3
868,10526,2025-09-27,High,16.9,4.6
869,10526,2026-03-27,Low,79.4,3.7
870,10528,2026-03-07,Low,97.0,3.9
871,10528,2025-05-21,High,17.6,4.1
872,10528,2025-10-11,Low,46.2,2.8
873,10531,2026-02-22,High,19.2,3.6
874,10533,2026-02-15,Normal,27.8,3.7
875,10534,2025-10-19,Normal,27.0,4.3
876,10534,2025-11-22,Normal,31.4,5.0
877,10535,2026-06-04,Normal,31.4,3.7
878,10536,2025-08-15,Normal,53.7,3.3
879,10539,2026-05-05,Normal,52.2,3.4
880,10540,2026-02-12,Normal,29.9,3.4
881,10540,2025-10-11,Normal,18.5,3.7
882,10540,2025-11-14,Normal,34.8,3.3
883,10541,2026-03-24,Normal,48.4,3.1
884,10541,2026-06-03,Normal,62.5,4.3
885,10542,2026-03-26,Normal,43.3,2.5
886,10542,2025-04-19,Low,58.8,2.4
887,10542,2025-08-05,Normal,19.9,3.3
888,10543,2026-01-09,High,11.0,4.5
889,10543,2025-12-09,High,18.6,2.6
890,10547,2026-04-24,Low,50.8,4.1
891,10548,2026-02-03,Normal,37.2,3.7
892,10548,2025-12-29,Normal,27.4,3.7
893,10548,2026-03-01,Low,51.0,3.6
894,10549,2026-01-28,High,17.6,3.9
895,10549,2026-05-16,Low,129.4,3.9
896,10552,2026-02-20,Normal,44.7,3.1
897,10554,2025-11-19,Low,89.0,3.6
898,10556,2026-03-16,Normal,77.4,3.4
899,10556,2025-11-02,Normal,27.2,4.6
900,10557,2026-07-12,Urgent,7.5,3.7
901,10557,2026-05-01,High,12.3,3.4
902,10559,2026-06-04,Normal,39.4,3.9
903,10562,2025-06-28,Normal,40.1,2.9
904,10562,2025-11-06,Normal,34.0,2.3
905,10562,2026-01-23,Low,72.4,3.3
906,10563,2025-11-11,Normal,28.7,4.2
907,10563,2026-04-16,Normal,31.9,4.9
908,10564,2025-05-16,Normal,39.2,3.1
909,10564,2025-08-30,High,14.4,4.4
910,10566,2025-09-29,Normal,37.9,3.6
911,10566,2025-11-24,High,18.5,4.6
912,10566,2026-05-29,Normal,43.1,3.5
913,10566,2026-02-08,Normal,30.9,3.2
914,10567,2025-11-14,Urgent,5.2,4.3
915,10568,2026-03-31,Normal,50.4,3.5
916,10569,2026-02-27,Normal,41.0,4.4
917,10569,2026-03-15,High,17.6,3.1
918,10569,2026-05-27,Low,42.7,2.7
919,10570,2026-05-11,High,10.8,3.7
920,10570,2026-06-21,Normal,50.1,2.5
921,10572,2026-03-23,Normal,35.4,3.8
922,10573,2025-11-07,Normal,40.0,3.0
923,10574,2025-07-30,Low,51.5,2.2
924,10576,2025-09-08,Low,87.2,3.4
925,10577,2026-08-17,Low,96.5,4.2
926,10578,2026-06-02,High,11.2,3.3
927,10578,2026-06-28,Normal,63.1,4.3
928,10578,2026-05-12,Urgent,12.0,3.8
929,10580,2025-04-29,Normal,23.3,4.3
930,10580,2025-04-02,High,16.6,3.1
931,10581,2025-06-30,Low,39.4,3.6
932,10581,2025-06-21,High,22.1,3.5
933,10581,2025-11-25,Normal,25.8,4.9
934,10582,2026-06-17,Normal,31.8,4.7
935,10583,2025-06-03,Urgent,7.5,2.8
936,10584,2025-09-06,High,22.5,4.9
937,10585,2026-03-30,Urgent,3.0,2.6
938,10587,2026-03-02,High,12.2,4.2
939,10587,2026-04-11,Normal,26.6,4.0
940,10588,2026-01-25,Normal,33.9,4.3
941,10588,2025-03-18,Normal,73.0,3.0
942,10591,2026-05-24,Urgent,5.1,3.3
943,10595,2025-08-08,Normal,36.2,3.8
944,10595,2025-11-13,Urgent,15.3,4.3
945,10597,2026-02-04,High,14.7,3.8
946,10597,2026-05-19,High,20.4,4.1
947,10597,2026-04-07,Normal,47.9,3.8
948,10602,2026-06-22,High,17.8,3.5
949,10602,2026-06-03,Normal,42.0,3.2
950,10604,2026-01-07,Normal,23.5,4.6
951,10605,2026-07-11,High,28.8,3.1
952,10606,2026-05-21,Urgent,6.8,3.6
953,10607,2025-08-01,Normal,38.1,3.4
954,10608,2026-06-14,High,7.2,4.4
955,10612,2025-12-22,Low,54.1,3.7
956,10612,2026-01-11,Normal,29.8,4.6
957,10612,2026-02-20,High,14.8,3.1
958,10612,2025-10-05,Normal,49.7,4.1
959,10613,2026-07-11,Normal,30.7,3.6
960,10614,2026-07-21,Low,97.2,4.1
961,10615,2026-08-12,Low,123.5,3.8
962,10615,2026-08-02,Normal,35.0,3.2
963,10615,2026-08-26,High,17.4,4.4
964,10615,2026-05-13,High,26.2,4.3
965,10616,2026-08-11,Normal,22.3,4.2
966,10617,2025-08-30,High,20.1,3.2
967,10617,2025-08-19,High,17.6,3.9
968,10618,2025-07-30,Normal,31.9,3.6
969,10618,2025-06-22,Low,50.9,3.5
970,10618,2025-07-31,High,15.4,4.1
971,10619,2026-02-25,High,11.2,3.4
972,10619,2025-09-04,Normal,31.9,3.7
973,10620,2025-08-09,Urgent,5.0,4.3
974,10623,2025-11-17,Low,64.2,2.8
975,10624,2026-06-24,Normal,51.8,3.9
976,10625,2026-04-10,Normal,52.0,2.9
977,10626,2026-01-17,Low,63.7,3.3
978,10626,2025-06-27,High,24.5,3.6
979,10626,2026-06-08,High,10.9,3.9
980,10626,2025-06-07,Normal,43.8,3.4
981,10626,2026-04-01,High,24.6,3.7
982,10628,2025-11-25,Normal,62.0,2.7
983,10628,2025-08-28,Normal,32.4,4.0
984,10629,2026-04-25,Normal,54.1,2.6
985,10629,2026-07-31,Normal,26.3,4.5
986,10630,2026-07-18,Urgent,6.2,3.0
987,10630,2025-12-03,Normal,20.7,4.4
988,10630,2026-02-11,Normal,35.7,3.4
989,10631,2026-04-28,Low,71.3,4.7
990,10632,2026-08-20,Low,51.4,3.7
991,10632,2025-10-09,Low,64.2,2.3
992,10632,2026-01-04,High,17.6,3.6
993,10632,2026-04-01,High,14.0,3.5
994,10632,2026-06-01,High,13.8,4.4
995,10633,2025-12-13,Normal,50.8,3.8
996,10634,2026-08-05,Urgent,5.8,4.2
997,10634,2026-04-10,High,24.8,4.8
998,10634,2026-01-02,Normal,76.9,3.5
999,10634,2026-04-20,Urgent,5.1,3.2
1000,10635,2025-05-24,Normal,20.0,4.7
1001,10637,2026-03-22,Low,58.5,3.8
1002,10637,2025-12-15,Normal,32.4,5.0
1003,10637,2025-08-13,Normal,23.1,3.7
1004,10637,2026-04-07,Normal,40.1,3.1
1005,10637,2025-07-31,Normal,37.1,3.2
1006,10638,2025-07-09,Normal,56.5,3.6
1007,10638,2026-01-28,Low,109.1,2.3
1008,10638,2025-08-09,Urgent,10.1,4.1
1009,10641,2026-07-08,High,24.6,3.8
1010,10641,2026-04-20,Normal,56.2,4.1
1011,10641,2026-04-02,Low,77.4,3.0
1012,10643,2026-06-29,Normal,28.6,4.5
1013,10643,2026-08-07,Normal,31.2,3.4
1014,10644,2026-08-26,High,17.5,3.1
1015,10645,2026-07-04,Normal,23.3,5.0
1016,10645,2026-04-23,Normal,32.6,2.5
1017,10647,2026-02-17,Low,46.8,3.1
1018,10648,2026-08-10,Low,60.4,4.6
1019,10648,2026-07-29,Low,127.4,2.7
1020,10651,2026-05-15,High,21.2,2.7
1021,10651,2025-11-23,High,8.4,3.4
1022,10652,2026-06-09,High,9.9,4.1
1023,10655,2026-02-18,High,15.8,3.4
1024,10656,2026-01-30,High,16.4,4.8
1025,10656,2026-06-08,Urgent,4.6,4.3
1026,10656,2025-12-25,Urgent,11.0,3.8
1027,10658,2026-08-09,Low,101.3,2.3
1028,10661,2026-04-02,High,26.0,4.3
1029,10661,2025-10-22,Normal,60.5,3.3
1030,10661,2025-11-18,Low,34.1,4.3
1031,10661,2026-04-20,Normal,15.7,4.6
1032,10661,2025-10-12,Low,73.9,2.7
1033,10661,2025-11-21,Normal,26.3,3.3
1034,10661,2025-06-10,Normal,60.8,3.3
1035,10663,2025-02-22,High,13.8,3.9
1036,10663,2025-04-18,Normal,34.6,3.3
1037,10664,2026-01-06,Normal,39.1,2.9
1038,10665,2026-03-20,Normal,35.3,3.9
1039,10666,2026-07-25,High,14.4,3.0
1040,10666,2026-06-29,Normal,45.0,4.9
1041,10667,2026-01-14,Normal,40.8,3.1
1042,10669,2026-08-21,Low,49.8,2.8
1043,10669,2026-08-04,Normal,34.5,3.3
1044,10670,2026-02-11,High,17.8,3.4
1045,10670,2026-01-01,Low,57.2,2.8
1046,10671,2026-07-28,Normal,36.6,4.0
1047,10673,2026-07-12,Low,120.3,2.6
1048,10673,2026-04-15,Urgent,6.0,4.8
1049,10673,2026-06-09,Low,123.0,3.3
1050,10673,2026-03-01,High,13.2,4.4
1051,10674,2026-03-31,High,24.7,3.8
1052,10675,2026-08-08,Normal,41.5,4.1
1053,10675,2026-06-18,High,9.9,5.0
1054,10675,2026-08-19,Normal,49.1,4.4
1055,10676,2026-08-09,Normal,31.9,3.7
1056,10677,2026-08-19,Normal,21.1,4.1
1057,10677,2026-08-01,Low,45.9,3.4
1058,10677,2026-02-24,High,13.0,3.7
1059,10677,2026-04-05,Low,69.7,2.3
1060,10678,2025-08-07,Normal,37.4,3.2
1061,10679,2026-05-04,Normal,36.8,2.8
1062,10679,2026-04-12,Normal,44.0,4.4
1063,10679,2026-03-05,High,12.1,3.9
1064,10679,2026-03-11,Normal,42.5,3.2
1065,10681,2026-05-18,High,20.4,3.7
1066,10682,2026-04-22,Normal,30.8,2.9
1067,10682,2025-10-21,Normal,22.6,4.1
1068,10684,2026-08-20,Normal,43.4,2.9
1069,10687,2026-02-18,High,22.6,3.6
1070,10688,2026-06-03,Normal,29.3,4.3
1071,10688,2026-04-02,High,15.1,4.4
1072,10689,2026-03-29,Low,63.7,3.1
1073,10689,2025-12-28,Urgent,5.8,3.2
1074,10689,2025-11-16,High,26.2,4.0
1075,10689,2026-02-05,Low,50.3,4.7
1076,10689,2026-04-10,High,16.1,3.5
1077,10690,2026-04-17,Low,61.1,3.6
1078,10690,2026-05-25,Normal,36.0,3.2
1079,10692,2026-06-21,Low,65.8,4.5
1080,10692,2026-07-05,Normal,19.1,5.0
1081,10692,2026-07-31,Normal,36.1,4.3
1082,10692,2026-06-02,Normal,57.3,4.3
1083,10695,2026-02-19,Low,54.0,3.1
1084,10695,2026-03-17,Normal,19.9,3.9
1085,10695,2025-08-20,Low,56.0,3.2
1086,10696,2026-07-16,Normal,43.1,4.2
1087,10696,2025-06-23,High,31.0,3.1
1088,10696,2026-01-12,High,18.0,4.0
1089,10696,2026-06-03,Low,124.7,4.0
1090,10696,2025-06-12,Normal,26.6,3.6
1091,10697,2026-05-25,Normal,39.5,3.3
1092,10697,2026-03-13,High,16.7,3.3
1093,10699,2025-07-26,Urgent,6.1,3.9
1094,10699,2025-09-04,High,15.7,4.5
1095,10699,2025-04-05,Low,57.9,2.6
1096,10699,2025-06-26,Normal,26.2,5.0
1097,10699,2026-02-14,High,8.9,4.4
1098,10699,2025-05-03,Normal,22.7,5.0
1099,10701,2026-03-31,Normal,32.3,4.2
1100,10701,2025-12-27,Normal,32.1,3.1
1101,10701,2026-04-21,High,14.5,4.1
1102,10702,2026-08-09,Normal,37.9,3.9
1103,10702,2026-08-20,Normal,53.3,4.2
1104,10702,2026-04-22,Normal,36.5,2.3
1105,10702,2026-03-08,Low,50.2,3.6
1106,10704,2025-05-12,Normal,34.5,3.0
1107,10704,2026-03-13,Normal,47.5,2.5
1108,10704,2025-05-14,Normal,37.8,3.8
1109,10704,2025-07-20,Normal,31.4,3.3
1110,10706,2026-07-05,High,18.3,4.4
1111,10708,2026-06-06,Normal,34.1,2.8
1112,10708,2026-01-02,Normal,77.9,2.1
1113,10708,2026-08-03,Normal,58.3,4.0
1114,10709,2026-07-21,Normal,27.4,4.3
1115,10710,2026-08-20,Normal,71.6,3.2
1116,10710,2026-02-11,Urgent,4.2,4.1
1117,10711,2026-06-30,High,19.2,3.8
1118,10711,2026-04-25,Normal,67.3,3.9
1119,10711,2026-05-11,Low,58.1,3.7
1120,10711,2026-03-03,High,19.7,4.6
1121,10713,2026-04-29,Normal,27.6,4.8
1122,10713,2026-05-08,Normal,39.5,4.6
1123,10713,2026-04-24,Normal,25.7,2.8
1124,10714,2026-06-26,Normal,39.9,4.4
1125,10718,2026-08-08,Normal,50.2,3.4
1126,10719,2025-08-26,High,13.2,3.3
1127,10719,2025-06-27,High,10.8,4.1
1128,10719,2026-02-06,High,13.4,4.0
1129,10719,2025-08-16,High,15.8,2.8
1130,10719,2026-04-23,High,9.9,3.4
1131,10719,2026-01-13,Urgent,6.2,3.0
1132,10719,2026-01-26,High,14.8,3.9
1133,10720,2026-07-21,Normal,18.9,2.8
1134,10721,2025-06-15,High,22.4,3.5
1135,10721,2025-09-26,Normal,32.4,3.9
1136,10721,2026-03-29,Normal,29.4,4.8
1137,10723,2026-07-08,Normal,43.6,4.0
1138,10723,2026-08-26,Low,59.2,2.9
1139,10724,2026-02-23,Low,75.6,3.9
1140,10724,2025-09-03,Normal,25.2,4.2
1141,10724,2025-08-20,Normal,45.3,4.3
1142,10724,2025-07-03,High,19.3,3.7
1143,10724,2025-10-30,Normal,31.7,3.8
1144,10724,2025-05-13,Normal,70.7,3.6
1145,10725,2026-08-10,High,13.7,4.3
1146,10725,2026-08-26,Urgent,6.4,4.1
1147,10726,2025-08-17,Normal,35.0,3.3
1148,10728,2026-03-21,High,24.3,4.5
1149,10728,2025-08-28,Normal,55.7,3.5
1150,10728,2026-02-23,Normal,35.2,3.2
1151,10728,2026-01-28,Normal,49.9,2.5
1152,10729,2025-10-24,Low,70.2,3.3
1153,10729,2026-08-22,Normal,29.2,4.3
1154,10730,2026-05-17,Normal,31.3,2.5
1155,10730,2026-04-28,Urgent,16.9,3.7
1156,10730,2026-08-01,Urgent,5.8,4.1
1157,10732,2026-07-09,Low,40.6,4.1
1158,10732,2026-01-29,High,21.1,4.9
1159,10734,2026-07-31,Normal,24.0,2.8
1160,10735,2025-06-21,High,19.4,4.4
1161,10735,2026-05-22,Normal,21.9,4.8
1162,10735,2025-12-13,Low,85.1,3.6
1163,10735,2026-02-28,Low,91.9,3.0
1164,10735,2025-05-17,Normal,27.8,4.1
1165,10739,2026-05-17,Normal,22.4,4.5
1166,10744,2026-03-23,Urgent,9.0,4.8
1167,10746,2025-12-03,Normal,30.1,4.0
1168,10746,2026-05-16,High,17.3,3.9
1169,10746,2025-09-22,Normal,22.6,3.9
1170,10746,2026-07-14,Normal,28.9,3.6
1171,10747,2026-06-11,Normal,58.8,3.8
1172,10747,2026-01-17,High,6.4,4.4
1173,10748,2025-12-01,Normal,27.0,3.9
1174,10748,2026-07-08,High,12.3,4.9
1175,10748,2026-01-15,Normal,29.8,4.6
1176,10748,2025-11-27,Normal,56.9,3.3
1177,10748,2026-03-09,High,32.5,2.8
1178,10748,2026-03-29,High,11.4,4.3
1179,10748,2026-02-04,Urgent,6.2,4.2
1180,10748,2025-09-03,Normal,37.6,3.6
1181,10749,2025-11-30,High,21.4,4.8
1182,10749,2026-04-10,Normal,43.5,3.8
1183,10749,2026-06-29,Normal,21.4,3.9
1184,10749,2025-10-29,Low,107.1,4.2
