customer_id,age,age_segment,annual_income,income_segment,credit_score,credit_score_segment,employment_years,account_tenure,loan_amount,interest_rate,credit_utilization,utilization_segment,late_payments,missed_payments_6m,payment_history_score,payment_history_segment,transaction_count,avg_monthly_spend,monthly_debt_payment,dti,dti_segment,default,default_probability,risk_score,ml_risk_tier
C02961,41,36-50,51298,Middle Income,669,Fair,15,6,31200,13.57,66.03,Moderate Utilization,1,0,95,Strong,55,1563.27,521.53,12.2,Low DTI,0,0.267192054,26.72,Low Risk
C02962,57,51-65,88180,Upper-Middle Income,736,Good,16,20,62300,4.69,63.55,Moderate Utilization,0,0,100,Strong,85,5768.38,1839.29,25.03,Moderate DTI,0,0.29723056,29.72,Low Risk
C02963,18,18-25,32720,Low Income,585,Fair,9,17,23000,6.65,74.75,High Utilization,10,3,20,Weak,120,1146.1,1058.76,38.83,Moderate DTI,1,0.850438418,85.04,High Risk
C02964,47,36-50,114458,Upper-Middle Income,760,Very Good,22,14,149700,8.49,23.4,Low Utilization,7,3,35,Weak,121,7388.7,1901.91,19.94,Low DTI,0,0.28447315,28.45,Low Risk
C02965,70,66-75,86151,Upper-Middle Income,570,Poor,17,13,107500,11.12,36.31,Moderate Utilization,8,2,40,Weak,77,9430.32,3300.3,45.97,High DTI,1,0.723489365,72.35,High Risk
C02966,75,66-75,131020,High Income,572,Poor,33,20,152900,10.27,63.98,Moderate Utilization,7,1,55,Weak,123,2821.79,5711.38,52.31,High DTI,1,0.800462198,80.05,High Risk
C02967,47,36-50,117589,Upper-Middle Income,674,Good,36,10,72800,11.68,39.8,Moderate Utilization,2,2,70,Moderate,97,9993.4,3850.06,39.29,Moderate DTI,1,0.472894961,47.29,Medium Risk
C02968,60,51-65,95375,Upper-Middle Income,739,Good,29,1,40300,14.96,71.38,High Utilization,5,0,75,Moderate,109,1825.9,1074.56,13.52,Low DTI,1,0.340861646,34.09,Medium Risk
C02969,40,36-50,94621,Upper-Middle Income,589,Fair,29,14,105900,14.23,64.91,Moderate Utilization,2,2,70,Moderate,95,6344.7,4165.69,52.83,High DTI,1,0.765744272,76.57,High Risk
C02970,52,51-65,101144,Upper-Middle Income,626,Fair,17,9,46300,12.81,57.97,Moderate Utilization,2,1,80,Strong,7,728.37,3995.19,47.4,High DTI,1,0.635647707,63.56,High Risk
C02971,42,36-50,141710,High Income,793,Very Good,33,12,37200,6.66,34.98,Moderate Utilization,5,0,75,Moderate,139,3047.38,1210.44,10.25,Low DTI,0,0.131516613,13.15,Low Risk
C02972,48,36-50,63742,Middle Income,689,Good,19,12,10000,13.33,36.89,Moderate Utilization,6,2,50,Weak,69,6507.17,467.44,8.8,Low DTI,1,0.254149259,25.41,Low Risk
C02973,63,51-65,31923,Low Income,698,Good,9,1,36900,9.99,48.09,Moderate Utilization,9,1,45,Weak,147,5467.82,135.14,5.08,Low DTI,1,0.323148768,32.31,Medium Risk
C02974,40,36-50,145923,High Income,748,Very Good,24,5,181700,4.53,41.82,Moderate Utilization,2,2,70,Moderate,131,9249.39,3460.81,28.46,Moderate DTI,0,0.336382518,33.64,Medium Risk
C02975,46,36-50,143864,High Income,721,Good,18,1,142800,5.59,63.97,Moderate Utilization,2,1,80,Strong,75,9868.57,773.27,6.45,Low DTI,1,0.246035104,24.6,Low Risk
C02976,53,51-65,93112,Upper-Middle Income,761,Very Good,21,18,122500,4.06,29.66,Low Utilization,7,0,65,Moderate,126,3573.43,520.65,6.71,Low DTI,1,0.133934401,13.39,Low Risk
C02977,26,26-35,138706,High Income,589,Fair,28,11,99200,10.84,45.44,Moderate Utilization,7,1,55,Weak,109,3561.31,6592,57.03,High DTI,1,0.75758975,75.76,High Risk
C02978,50,36-50,144091,High Income,507,Poor,29,14,58500,13.63,71.38,High Utilization,8,0,60,Moderate,56,805.59,6492.5,54.07,High DTI,0,0.84700854,84.7,High Risk
C02979,52,51-65,132715,High Income,744,Very Good,13,6,59200,13.76,57.82,Moderate Utilization,0,0,100,Strong,15,9250.58,1435.53,12.98,Low DTI,0,0.194833316,19.48,Low Risk
C02980,67,66-75,66012,Middle Income,643,Fair,11,2,87500,10.59,59.67,Moderate Utilization,4,3,50,Weak,48,8847.87,1827.98,33.23,Moderate DTI,1,0.667079188,66.71,High Risk
C02981,41,36-50,87082,Upper-Middle Income,629,Fair,27,1,32400,6.18,69.96,Moderate Utilization,8,3,30,Weak,49,8978.96,2132.78,29.39,Moderate DTI,1,0.748346185,74.83,High Risk
C02982,26,26-35,32922,Low Income,595,Fair,23,5,41300,9.46,49.38,Moderate Utilization,9,3,25,Weak,102,5831.39,983,35.83,Moderate DTI,0,0.737650954,73.77,High Risk
C02983,52,51-65,75007,Middle Income,614,Fair,0,4,68800,14.07,75.6,High Utilization,8,1,50,Weak,31,2088.34,3043.41,48.69,High DTI,1,0.843957918,84.4,High Risk
C02984,59,51-65,148773,High Income,680,Good,10,5,30500,8.26,40.77,Moderate Utilization,7,3,35,Weak,22,2557.43,1761.72,14.21,Low DTI,1,0.376948717,37.69,Medium Risk
C02985,42,36-50,141839,High Income,721,Good,4,4,32700,4.76,38.6,Moderate Utilization,2,1,80,Strong,19,4571.23,2975.07,25.17,Moderate DTI,0,0.277159029,27.72,Low Risk
C02986,68,66-75,74723,Middle Income,646,Fair,12,12,93200,5.4,39.24,Moderate Utilization,10,2,30,Weak,135,7036.41,811.37,13.03,Low DTI,0,0.418866468,41.89,Medium Risk
C02987,54,51-65,112812,Upper-Middle Income,626,Fair,29,2,41500,5.49,33.74,Moderate Utilization,7,0,65,Moderate,48,9608.65,4060.29,43.19,High DTI,1,0.560574924,56.06,Medium Risk
C02988,55,51-65,52084,Middle Income,594,Fair,9,17,32500,11.72,82.36,High Utilization,5,1,65,Moderate,70,3779.77,2151.07,49.56,High DTI,1,0.831901982,83.19,High Risk
C02989,24,18-25,45988,Low Income,760,Very Good,9,17,48200,3.83,22.62,Low Utilization,9,0,55,Weak,48,758.85,676.41,17.65,Low DTI,0,0.198366202,19.84,Low Risk
C02990,39,36-50,141848,High Income,629,Fair,11,16,79200,14.47,63.14,Moderate Utilization,8,3,30,Weak,9,8238.62,3095.83,26.19,Moderate DTI,1,0.655823542,65.58,High Risk
C02991,69,66-75,64624,Middle Income,817,Excellent,3,16,93900,3.42,42.4,Moderate Utilization,0,0,100,Strong,134,1414.96,660.24,12.26,Low DTI,0,0.117113878,11.71,Low Risk
C02992,43,36-50,129921,High Income,726,Good,25,14,37100,5.52,65.47,Moderate Utilization,0,0,100,Strong,12,4521.2,2765.15,25.54,Moderate DTI,0,0.304847968,30.48,Medium Risk
C02993,69,66-75,84884,Upper-Middle Income,656,Fair,9,8,88600,7.43,31.89,Moderate Utilization,10,0,50,Weak,104,2065.72,922.41,13.04,Low DTI,0,0.291459464,29.15,Low Risk
C02994,66,66-75,104449,Upper-Middle Income,693,Good,5,14,21600,5.29,32.67,Moderate Utilization,6,2,50,Weak,11,2961.44,3595.66,41.31,High DTI,1,0.532875795,53.29,Medium Risk
C02995,68,66-75,116164,Upper-Middle Income,604,Fair,23,1,135300,5.39,53.03,Moderate Utilization,6,1,60,Moderate,85,605.5,4663.02,48.17,High DTI,1,0.721984804,72.2,High Risk
C02996,68,66-75,51554,Middle Income,657,Fair,23,5,22800,6.14,27.8,Low Utilization,5,1,65,Moderate,84,5221.89,1135.91,26.44,Moderate DTI,0,0.343525612,34.35,Medium Risk
C02997,20,18-25,34645,Low Income,596,Fair,35,6,13500,12.58,83.51,High Utilization,1,1,85,Strong,44,6505.88,1316.8,45.61,High DTI,1,0.751737688,75.17,High Risk
C02998,58,51-65,37411,Low Income,610,Fair,29,8,24400,13.57,72.31,High Utilization,3,2,65,Moderate,94,9030.77,1054.99,33.84,Moderate DTI,0,0.68347637,68.35,High Risk
C02999,75,66-75,49884,Low Income,678,Good,37,11,30900,14.81,41.81,Moderate Utilization,9,1,45,Weak,9,1280.62,1026.36,24.69,Moderate DTI,1,0.4365042,43.65,Medium Risk
C03000,44,36-50,104175,Upper-Middle Income,707,Good,26,12,142200,4.01,63.66,Moderate Utilization,6,2,50,Weak,21,3102.65,1504.46,17.33,Low DTI,1,0.428610823,42.86,Medium Risk
C03001,46,36-50,39228,Low Income,648,Fair,28,3,50200,4.7,77.83,High Utilization,3,3,55,Weak,49,1002.22,1511.26,46.23,High DTI,0,0.802737446,80.27,High Risk
C03002,26,26-35,84346,Upper-Middle Income,723,Good,19,5,10400,7.76,28.41,Low Utilization,1,1,85,Strong,143,3621.18,2709.62,38.55,Moderate DTI,0,0.32172494,32.17,Medium Risk
C03003,47,36-50,119616,Upper-Middle Income,546,Poor,12,20,45000,6.36,56.38,Moderate Utilization,10,3,20,Weak,68,5406.45,5683.75,57.02,High DTI,1,0.895980488,89.6,High Risk
C03004,31,26-35,85632,Upper-Middle Income,701,Good,0,6,27300,13.3,35.67,Moderate Utilization,9,0,55,Weak,25,5648.98,1569.92,22,Moderate DTI,0,0.34686829,34.69,Medium Risk
C03005,30,26-35,32993,Low Income,658,Fair,29,7,25200,10.18,58.27,Moderate Utilization,3,2,65,Moderate,12,3138.08,1096.47,39.88,Moderate DTI,0,0.613650692,61.37,High Risk
C03006,44,36-50,60131,Middle Income,628,Fair,20,17,47700,4.86,39.56,Moderate Utilization,5,1,65,Moderate,32,8626.28,2955.44,58.98,High DTI,1,0.716472959,71.65,High Risk
C03007,60,51-65,90462,Upper-Middle Income,701,Good,36,20,52000,5.1,69.82,Moderate Utilization,4,2,60,Moderate,72,758.7,646.8,8.58,Low DTI,0,0.327398179,32.74,Medium Risk
C03008,43,36-50,149311,High Income,603,Fair,40,7,63900,14.31,76.1,High Utilization,6,1,60,Moderate,17,8653.46,7300.06,58.67,High DTI,1,0.86192042,86.19,High Risk
C03009,23,18-25,140751,High Income,691,Good,15,14,171500,4.74,60.49,Moderate Utilization,1,0,95,Strong,49,4825.72,4416.06,37.65,Moderate DTI,0,0.428731359,42.87,Medium Risk
C03010,21,18-25,120868,High Income,709,Good,2,13,115100,5.8,45.28,Moderate Utilization,6,3,40,Weak,23,3649.41,510.67,5.07,Low DTI,0,0.264309273,26.43,Low Risk
C03011,35,26-35,31710,Low Income,528,Poor,25,12,14700,9,77.86,High Utilization,9,2,35,Weak,5,4376.61,1487.2,56.28,High DTI,1,0.920707989,92.07,High Risk
C03012,31,26-35,125226,High Income,705,Good,36,13,109500,9.09,34.82,Moderate Utilization,7,1,55,Weak,5,5240.26,3842.35,36.82,Moderate DTI,0,0.434119195,43.41,Medium Risk
C03013,35,26-35,126924,High Income,684,Good,30,11,33300,10.4,38.05,Moderate Utilization,6,0,70,Moderate,95,4993.94,4534.36,42.87,High DTI,1,0.481348813,48.13,Medium Risk
C03014,24,18-25,146216,High Income,627,Fair,17,1,18400,11.66,45.93,Moderate Utilization,9,3,25,Weak,54,5357.65,2127.44,17.46,Low DTI,0,0.515501089,51.55,Medium Risk
C03015,40,36-50,84172,Upper-Middle Income,551,Poor,8,15,115900,8.48,90.78,High Utilization,4,3,50,Weak,68,8235.73,3909.09,55.73,High DTI,1,0.917938445,91.79,High Risk
C03016,59,51-65,100610,Upper-Middle Income,576,Poor,34,6,32400,10.81,62.73,Moderate Utilization,9,2,35,Weak,114,2483.16,3108.01,37.07,Moderate DTI,1,0.767824925,76.78,High Risk
C03017,24,18-25,104512,Upper-Middle Income,769,Very Good,9,6,103900,11.84,63.39,Moderate Utilization,4,2,60,Moderate,83,7476.47,533.01,6.12,Low DTI,0,0.274102871,27.41,Low Risk
C03018,19,18-25,81251,Upper-Middle Income,745,Very Good,25,4,35400,13.2,26.63,Low Utilization,0,0,100,Strong,122,6168.12,1889.76,27.91,Moderate DTI,0,0.175531179,17.55,Low Risk
C03019,31,26-35,87489,Upper-Middle Income,595,Fair,39,9,101500,14.41,73.19,High Utilization,6,3,40,Weak,5,1022.61,3763.49,51.62,High DTI,1,0.852353914,85.24,High Risk
C03020,66,66-75,131953,High Income,613,Fair,9,9,196800,14.64,52.64,Moderate Utilization,8,3,30,Weak,55,784.99,866.49,7.88,Low DTI,1,0.427023591,42.7,Medium Risk
C03021,36,36-50,143959,High Income,615,Fair,32,6,168000,3.39,45.43,Moderate Utilization,6,2,50,Weak,75,8106.35,5240.11,43.68,High DTI,1,0.663835157,66.38,High Risk
C03022,60,51-65,113864,Upper-Middle Income,684,Good,39,19,33700,10.78,54.56,Moderate Utilization,0,0,100,Strong,38,5709.38,2083.71,21.96,Moderate DTI,0,0.243224351,24.32,Low Risk
C03023,53,51-65,111545,Upper-Middle Income,733,Good,36,3,83500,10.42,70.16,High Utilization,3,2,65,Moderate,126,4009.45,1027.14,11.05,Low DTI,0,0.344466404,34.45,Medium Risk
C03024,36,36-50,129762,High Income,618,Fair,32,15,182000,11.71,84.15,High Utilization,10,2,30,Weak,103,7598.27,4712.52,43.58,High DTI,1,0.860678562,86.07,High Risk
C03025,62,51-65,137155,High Income,689,Good,24,12,87000,8.42,21.17,Low Utilization,9,1,45,Weak,55,7892.86,2321.35,20.31,Moderate DTI,1,0.287345515,28.73,Low Risk
C03026,67,66-75,94868,Upper-Middle Income,480,Poor,9,9,81800,14.39,89.69,High Utilization,2,2,70,Moderate,53,5360.3,4509.39,57.04,High DTI,1,0.911263341,91.13,High Risk
C03027,53,51-65,98477,Upper-Middle Income,619,Fair,6,2,98400,7.69,40.14,Moderate Utilization,1,0,95,Strong,47,5235.2,4716.23,57.47,High DTI,1,0.615935276,61.59,High Risk
C03028,45,36-50,58605,Middle Income,662,Fair,15,13,12500,6.7,37.14,Moderate Utilization,1,1,85,Strong,20,3016.47,2304.64,47.19,High DTI,0,0.48316868,48.32,Medium Risk
C03029,68,66-75,102765,Upper-Middle Income,644,Fair,13,17,89800,10.5,27.55,Low Utilization,10,3,20,Weak,63,4499.55,2176.05,25.41,Moderate DTI,1,0.494333108,49.43,Medium Risk
C03030,48,36-50,63122,Middle Income,674,Good,21,19,42800,3.57,75.14,High Utilization,1,0,95,Strong,79,9877.35,1395,26.52,Moderate DTI,0,0.441750801,44.18,Medium Risk
C03031,36,36-50,135106,High Income,605,Fair,16,2,160700,3.07,78.85,High Utilization,6,1,60,Moderate,119,8894.3,5116.01,45.44,High DTI,1,0.812968064,81.3,High Risk
C03032,66,66-75,123369,High Income,768,Very Good,0,2,28100,3.07,46.16,Moderate Utilization,3,2,65,Moderate,29,1857.68,2203.16,21.43,Moderate DTI,0,0.319394153,31.94,Medium Risk
C03033,43,36-50,48839,Low Income,698,Good,37,8,54400,4.09,34.95,Moderate Utilization,8,3,30,Weak,40,7945.02,667.87,16.41,Low DTI,0,0.380643407,38.06,Medium Risk
C03034,48,36-50,146810,High Income,579,Poor,2,10,169200,12.53,45.37,Moderate Utilization,10,2,30,Weak,135,7872.25,6787.52,55.48,High DTI,1,0.842324536,84.23,High Risk
C03035,62,51-65,115383,Upper-Middle Income,559,Poor,30,6,15600,5.6,79.25,High Utilization,5,3,45,Weak,25,1583.86,5755.69,59.86,High DTI,1,0.913410831,91.34,High Risk
C03036,32,26-35,41469,Low Income,736,Good,35,2,52000,5.87,49.03,Moderate Utilization,3,2,65,Moderate,116,6819.26,594.73,17.21,Low DTI,1,0.30950122,30.95,Medium Risk
C03037,67,66-75,81823,Upper-Middle Income,695,Good,6,12,70500,8.83,63.16,Moderate Utilization,8,2,40,Weak,99,8286.08,477.3,7,Low DTI,0,0.419381657,41.94,Medium Risk
C03038,75,66-75,132669,High Income,688,Good,17,7,160100,11.67,72.09,High Utilization,4,0,80,Strong,94,7320.6,2612.47,23.63,Moderate DTI,1,0.459066873,45.91,Medium Risk
C03039,73,66-75,72062,Middle Income,698,Good,6,1,36100,13.25,69.61,Moderate Utilization,3,0,85,Strong,110,2833.95,2018.34,33.61,Moderate DTI,0,0.543585492,54.36,Medium Risk
C03040,59,51-65,35183,Low Income,645,Fair,39,20,26500,13.31,33.05,Moderate Utilization,6,1,60,Moderate,61,1658.66,1419.05,48.4,High DTI,0,0.568049936,56.8,Medium Risk
C03041,69,66-75,30045,Low Income,623,Fair,16,8,36300,3.19,61.27,Moderate Utilization,6,3,40,Weak,55,9066.76,1101.15,43.98,High DTI,1,0.801972313,80.2,High Risk
C03042,71,66-75,47719,Low Income,710,Good,24,3,11500,3.65,13.26,Low Utilization,2,1,80,Strong,93,6561.64,230.24,5.79,Low DTI,0,0.100858053,10.09,Low Risk
C03043,65,51-65,33711,Low Income,675,Good,12,13,30800,4.37,48,Moderate Utilization,3,1,75,Moderate,62,7867.2,787.15,28.02,Moderate DTI,0,0.413688687,41.37,Medium Risk
C03044,31,26-35,87829,Upper-Middle Income,586,Fair,21,7,99300,10.45,37.29,Moderate Utilization,9,0,55,Weak,39,7775.38,3196.24,43.67,High DTI,0,0.633871777,63.39,High Risk
C03045,70,66-75,52375,Middle Income,611,Fair,21,2,7100,12.89,87.6,High Utilization,2,2,70,Moderate,11,7065.17,2417.11,55.38,High DTI,1,0.875712679,87.57,High Risk
C03046,19,18-25,141764,High Income,594,Fair,25,19,94100,14.35,82.92,High Utilization,4,2,60,Moderate,144,1499.93,4778.63,40.45,High DTI,1,0.752095462,75.21,High Risk
C03047,59,51-65,42135,Low Income,757,Very Good,34,1,34900,8.32,13.94,Low Utilization,6,0,70,Moderate,93,4233.57,248.6,7.08,Low DTI,0,0.106672538,10.67,Low Risk
C03048,21,18-25,68190,Middle Income,767,Very Good,37,6,91700,6.06,27.94,Low Utilization,6,2,50,Weak,52,5199.28,507.45,8.93,Low DTI,0,0.174548416,17.45,Low Risk
C03049,25,18-25,63168,Middle Income,719,Good,0,14,57500,9.3,26.49,Low Utilization,6,2,50,Weak,89,1738.38,335.84,6.38,Low DTI,0,0.176083145,17.61,Low Risk
C03050,69,66-75,76919,Middle Income,680,Good,31,2,47000,13.16,24.42,Low Utilization,8,2,40,Weak,34,4781.54,1471.08,22.95,Moderate DTI,0,0.367415184,36.74,Medium Risk
C03051,66,66-75,94439,Upper-Middle Income,699,Good,5,9,100100,14.75,33.66,Moderate Utilization,6,2,50,Weak,133,6196.44,1056.14,13.42,Low DTI,0,0.282530171,28.25,Low Risk
C03052,71,66-75,126383,High Income,635,Fair,0,20,118500,10.59,75.54,High Utilization,1,1,85,Strong,94,7065.42,5962.12,56.61,High DTI,0,0.78021963,78.02,High Risk
C03053,63,51-65,86459,Upper-Middle Income,601,Fair,36,6,106700,12.16,78.59,High Utilization,8,3,30,Weak,87,9089.35,3078.66,42.73,High DTI,1,0.865458404,86.55,High Risk
C03054,73,66-75,123905,High Income,724,Good,27,13,184400,7.15,37.33,Moderate Utilization,4,1,70,Moderate,63,6600.5,773.37,7.49,Low DTI,0,0.164340798,16.43,Low Risk
C03055,30,26-35,108447,Upper-Middle Income,618,Fair,8,12,93300,10.1,63.39,Moderate Utilization,9,2,35,Weak,106,2979.45,3440.48,38.07,Moderate DTI,1,0.751151955,75.12,High Risk
C03056,45,36-50,56059,Middle Income,705,Good,6,9,28500,10.07,54.26,Moderate Utilization,0,0,100,Strong,20,2443.25,946.46,20.26,Moderate DTI,0,0.246707137,24.67,Low Risk
C03057,29,26-35,101060,Upper-Middle Income,637,Fair,38,12,55900,7.11,44.71,Moderate Utilization,4,3,50,Weak,95,9659.07,3649.95,43.34,High DTI,0,0.641835904,64.18,High Risk
C03058,34,26-35,37588,Low Income,752,Very Good,30,20,25700,3.35,38.55,Moderate Utilization,0,0,100,Strong,41,1773.54,841.34,26.86,Moderate DTI,1,0.186474572,18.65,Low Risk
C03059,47,36-50,132196,High Income,555,Poor,35,6,188100,12.57,74.28,High Utilization,3,3,55,Weak,143,584,5802.3,52.67,High DTI,0,0.845211691,84.52,High Risk
C03060,42,36-50,86878,Upper-Middle Income,619,Fair,0,12,130300,6.27,82.66,High Utilization,8,0,60,Moderate,39,7603.04,2607.79,36.02,Moderate DTI,1,0.753594618,75.36,High Risk
C03061,70,66-75,69435,Middle Income,686,Good,37,8,97900,6.21,59.75,Moderate Utilization,9,1,45,Weak,29,1055.82,1049.63,18.14,Low DTI,1,0.465389964,46.54,Medium Risk
C03062,20,18-25,53985,Middle Income,618,Fair,9,7,39600,9.61,55.47,Moderate Utilization,8,3,30,Weak,137,2344.43,2114.86,47.01,High DTI,1,0.809838023,80.98,High Risk
C03063,61,51-65,123702,High Income,751,Very Good,19,12,144000,3.51,17.6,Low Utilization,8,0,60,Moderate,29,5899.58,1672.04,16.22,Low DTI,0,0.169258615,16.93,Low Risk
C03064,55,51-65,67090,Middle Income,756,Very Good,28,5,83100,3.68,56.8,Moderate Utilization,5,0,75,Moderate,120,9328.03,886.71,15.86,Low DTI,0,0.297179924,29.72,Low Risk
C03065,49,36-50,74707,Middle Income,632,Fair,25,3,58800,10.91,32.57,Moderate Utilization,5,0,75,Moderate,22,5050.13,2348.29,37.72,Moderate DTI,0,0.439003406,43.9,Medium Risk
C03066,59,51-65,143578,High Income,697,Good,36,4,197700,5.04,78.49,High Utilization,3,0,85,Strong,71,6837.09,3803.62,31.79,Moderate DTI,0,0.533610824,53.36,Medium Risk
C03067,44,36-50,105484,Upper-Middle Income,590,Fair,4,0,80600,5.14,40.05,Moderate Utilization,2,2,70,Moderate,19,6823.79,3892.36,44.28,High DTI,0,0.611385908,61.14,High Risk
C03068,47,36-50,122601,High Income,577,Poor,17,8,23300,9.06,74.03,High Utilization,2,1,80,Strong,16,5994.73,5400.57,52.86,High DTI,0,0.791006718,79.1,High Risk
C03069,28,26-35,138470,High Income,567,Poor,11,19,145000,4.95,90.46,High Utilization,1,0,95,Strong,143,5914.28,6824.26,59.14,High DTI,0,0.83544252,83.54,High Risk
C03070,21,18-25,43694,Low Income,701,Good,5,8,35300,5.75,70.9,High Utilization,6,2,50,Weak,59,5199.15,219.93,6.04,Low DTI,0,0.396632796,39.66,Medium Risk
C03071,40,36-50,104671,Upper-Middle Income,708,Good,8,13,134900,8.38,66.85,Moderate Utilization,2,1,80,Strong,20,3817.79,620.18,7.11,Low DTI,0,0.245586845,24.56,Low Risk
C03072,49,36-50,80862,Upper-Middle Income,607,Fair,11,3,12800,6.22,33.88,Moderate Utilization,7,1,55,Weak,128,3020.35,3781.65,56.12,High DTI,1,0.732137398,73.21,High Risk
C03073,43,36-50,55604,Middle Income,600,Fair,36,9,75400,9.76,90.48,High Utilization,8,0,60,Moderate,64,1342.43,2372.9,51.21,High DTI,0,0.865689918,86.57,High Risk
C03074,45,36-50,57694,Middle Income,617,Fair,19,4,62700,13.49,81.45,High Utilization,5,3,45,Weak,40,967.18,1670.24,34.74,Moderate DTI,1,0.778051413,77.81,High Risk
C03075,31,26-35,67362,Middle Income,707,Good,19,13,15400,3.51,54.85,Moderate Utilization,6,3,40,Weak,98,9443.11,984.61,17.54,Low DTI,1,0.456815777,45.68,Medium Risk
C03076,50,36-50,114240,Upper-Middle Income,696,Good,29,2,14200,8.99,25.42,Low Utilization,4,2,60,Moderate,80,7350.59,3444.34,36.18,Moderate DTI,0,0.408499602,40.85,Medium Risk
C03077,51,51-65,84077,Upper-Middle Income,590,Fair,19,8,95100,5.32,62.16,Moderate Utilization,7,2,45,Weak,67,7724.19,4145.7,59.17,High DTI,1,0.874978434,87.5,High Risk
C03078,72,66-75,44446,Low Income,723,Good,30,20,63800,11.26,53.72,Moderate Utilization,3,2,65,Moderate,65,2493.31,763.36,20.61,Moderate DTI,1,0.340283286,34.03,Medium Risk
C03079,41,36-50,30693,Low Income,572,Poor,23,6,28200,6.3,79.29,High Utilization,8,3,30,Weak,40,2820.82,1471.22,57.52,High DTI,1,0.927801124,92.78,High Risk
C03080,29,26-35,139015,High Income,686,Good,39,18,160700,11.85,32.39,Moderate Utilization,4,2,60,Moderate,107,2715.24,5339.33,46.09,High DTI,1,0.483456171,48.35,Medium Risk
C03081,55,51-65,109116,Upper-Middle Income,686,Good,0,2,55100,3.87,67.86,Moderate Utilization,7,3,35,Weak,12,2525.72,1450.33,15.95,Low DTI,0,0.559501615,55.95,Medium Risk
C03082,41,36-50,123872,High Income,740,Very Good,2,16,76400,6.41,57.14,Moderate Utilization,7,1,55,Weak,88,4128.08,1157.17,11.21,Low DTI,0,0.309361076,30.94,Medium Risk
C03083,53,51-65,59615,Middle Income,813,Excellent,37,3,78000,11.37,63.13,Moderate Utilization,1,0,95,Strong,40,2923.91,939.93,18.92,Low DTI,0,0.231170564,23.12,Low Risk
C03084,34,26-35,65826,Middle Income,671,Good,20,20,66800,14.52,34.13,Moderate Utilization,10,3,20,Weak,55,8924.6,1465.18,26.71,Moderate DTI,1,0.521714953,52.17,Medium Risk
C03085,33,26-35,39870,Low Income,657,Fair,29,1,11800,6.83,58.96,Moderate Utilization,2,0,90,Strong,33,6282.98,1711.42,51.51,High DTI,1,0.651995575,65.2,High Risk
C03086,46,36-50,47715,Low Income,617,Fair,2,20,57000,10.06,40.25,Moderate Utilization,7,0,65,Moderate,148,5288.6,1965.86,49.44,High DTI,0,0.646323434,64.63,High Risk
C03087,54,51-65,123224,High Income,732,Good,4,9,128900,9.42,19.13,Low Utilization,8,0,60,Moderate,37,4186.88,1597.8,15.56,Low DTI,1,0.182240906,18.22,Low Risk
C03088,23,18-25,54226,Middle Income,538,Poor,0,15,36800,14.79,80.72,High Utilization,8,2,40,Weak,52,6572.04,2187.57,48.41,High DTI,1,0.891744841,89.17,High Risk
C03089,48,36-50,122262,High Income,666,Fair,38,5,22100,4.37,39.58,Moderate Utilization,3,0,85,Strong,19,4243.85,4023.44,39.49,Moderate DTI,0,0.411014691,41.1,Medium Risk
C03090,22,18-25,88849,Upper-Middle Income,756,Very Good,22,8,105500,4.5,59.25,Moderate Utilization,1,1,85,Strong,9,4083.3,971.42,13.12,Low DTI,0,0.220237156,22.02,Low Risk
C03091,62,51-65,123763,High Income,680,Good,20,1,98600,10.92,57.32,Moderate Utilization,2,0,90,Strong,110,5074.8,4922.67,47.73,High DTI,0,0.588512734,58.85,Medium Risk
C03092,21,18-25,144334,High Income,693,Good,31,17,46300,5.83,50.36,Moderate Utilization,8,1,50,Weak,138,1761.63,2748.36,22.85,Moderate DTI,0,0.400142118,40.01,Medium Risk
C03093,47,36-50,121488,High Income,666,Fair,26,2,46200,13.42,75.72,High Utilization,0,0,100,Strong,71,1461.61,6034.92,59.61,High DTI,0,0.738449471,73.84,High Risk
C03094,75,66-75,139743,High Income,614,Fair,22,4,141700,3.28,65.39,Moderate Utilization,8,0,60,Moderate,138,1748.77,5097.13,43.77,High DTI,1,0.737310715,73.73,High Risk
C03095,66,66-75,74803,Middle Income,666,Fair,9,18,83200,14.08,44.75,Moderate Utilization,8,0,60,Moderate,57,1823.92,1517.25,24.34,Moderate DTI,1,0.393257789,39.33,Medium Risk
C03096,55,51-65,148929,High Income,717,Good,23,20,114800,3.11,42.76,Moderate Utilization,2,0,90,Strong,121,9471.5,1370.15,11.04,Low DTI,1,0.153493884,15.35,Low Risk
C03097,60,51-65,77924,Middle Income,655,Fair,32,4,32100,11.62,77.02,High Utilization,0,0,100,Strong,7,6557.44,3409.82,52.51,High DTI,0,0.70537353,70.54,High Risk
C03098,26,26-35,108895,Upper-Middle Income,722,Good,6,13,157200,12.27,34.01,Moderate Utilization,7,0,65,Moderate,47,6444.43,1969.18,21.7,Moderate DTI,0,0.263808932,26.38,Low Risk
C03099,65,51-65,72673,Middle Income,740,Very Good,32,10,33200,5.45,41.6,Moderate Utilization,1,1,85,Strong,98,6086.52,1269.36,20.96,Moderate DTI,0,0.230178808,23.02,Low Risk
C03100,72,66-75,130782,High Income,524,Poor,22,3,28600,13.22,76.35,High Utilization,6,0,70,Moderate,59,3154.26,5776.2,53,High DTI,1,0.850951582,85.1,High Risk
