origin,dest,quarter,origin_city,dest_city,origin_tier,dest_tier,distance_miles,departures,seats,passengers,load_factor,avg_fare,revenue,op_cost,casm_cents,asm,rpm,rasm_cents,yield_cents_per_mile,operating_profit,operating_margin_pct,route
DFW,LAS,3,Dallas/Fort Worth,Las Vegas,hub,spoke,1052.8,91,6916,5516,0.798,132.16,728994.56,619639.92,8.51,7281164.8,5807244.8,10.012059608924112,12.553191489361703,109354.64000000001,15.000748428081549,DFW-LAS
LAS,DFW,3,Las Vegas,Dallas/Fort Worth,spoke,hub,1052.8,92,14720,13599,0.924,139.55,1897740.45,1094383.92,7.06,15497216.0,14317027.2,12.245686257454242,13.255129179331307,803356.53,42.33226572158485,LAS-DFW
DFW,LAS,4,Dallas/Fort Worth,Las Vegas,hub,spoke,1052.8,89,14240,11173,0.785,140.83,1573493.59,1012957.52,6.76,14991872.0,11762934.4,10.495644506569962,13.376709726443769,560536.0700000001,35.62366402776385,DFW-LAS
LAS,DFW,4,Las Vegas,Dallas/Fort Worth,spoke,hub,1052.8,88,14080,9630,0.684,135.6,1305828.0,1065804.17,7.19,14823424.0,10138464.0,8.809219786197845,12.879939209726443,240023.83000000007,18.38096824390349,LAS-DFW
DFW,MSP,1,Dallas/Fort Worth,Minneapolis,hub,spoke,852.6,93,13950,10535,0.755,131.42,1384509.7,816214.19,6.86,11893770.0,8982141.0,11.640629506035511,15.414027680037531,568295.51,41.046697614325126,DFW-MSP
MSP,DFW,1,Minneapolis,Dallas/Fort Worth,spoke,hub,852.6,82,15498,8734,0.564,133.44,1165464.96,984011.45,7.45,13213594.8,7446608.4,8.820195999956045,15.650950035186487,181453.51,15.569194804449548,MSP-DFW
DFW,MSP,2,Dallas/Fort Worth,Minneapolis,hub,spoke,852.6,77,11550,9416,0.815,128.2,1207131.2,797689.52,8.1,9847530.0,8028081.600000001,12.258212973202417,15.03635937133474,409441.67999999993,33.91857322551186,DFW-MSP
MSP,DFW,2,Minneapolis,Dallas/Fort Worth,spoke,hub,852.6,77,5852,4853,0.829,151.06,733094.18,463761.21,9.3,4989415.2,4137667.8000000003,14.692988068020476,17.717569786535304,269332.97000000003,36.7392045043926,MSP-DFW
DFW,MSP,3,Dallas/Fort Worth,Minneapolis,hub,spoke,852.6,77,11550,10303,0.892,134.69,1387711.07,767437.73,7.79,9847530.0,8784337.8,14.091970981555782,15.797560403471733,620273.3400000001,44.697585355429936,DFW-MSP
MSP,DFW,3,Minneapolis,Dallas/Fort Worth,spoke,hub,852.6,86,12900,11744,0.91,120.92,1420084.48,910978.81,8.28,10998540.0,10012934.4,12.9115726269123,14.18250058644147,509105.6699999999,35.8503791267404,MSP-DFW
DFW,MSP,4,Dallas/Fort Worth,Minneapolis,hub,spoke,852.6,67,10720,8604,0.803,149.69,1287932.76,575766.44,6.3,9139872.0,7335770.4,14.091365393300915,17.556884822894673,712166.3200000001,55.29530283863578,DFW-MSP
MSP,DFW,4,Minneapolis,Dallas/Fort Worth,spoke,hub,852.6,81,12960,10020,0.773,148.0,1482960.0,926500.36,8.38,11049696.0,8543052.0,13.420821713104145,17.358667604973025,556459.64,37.52357716998436,MSP-DFW
DFW,DTW,1,Dallas/Fort Worth,Detroit,hub,spoke,985.7,75,5700,4408,0.773,118.96,524375.68,537049.4,9.56,5618490.0,4344965.600000001,9.333035744479389,12.068580704068173,-12673.719999999972,-2.4169160552983637,DFW-DTW
DTW,DFW,1,Detroit,Dallas/Fort Worth,spoke,hub,985.7,86,13760,9290,0.675,136.95,1272265.5,863022.95,6.36,13563232.0,9157153.0,9.380253172695122,13.893679618545196,409242.55000000005,32.16644246031981,DTW-DFW
DFW,DTW,2,Dallas/Fort Worth,Detroit,hub,spoke,985.7,70,13230,10544,0.797,121.62,1282361.28,977860.32,7.5,13040811.0,10393220.8,9.833447321642803,12.338439687531702,304500.9600000001,23.74533329640147,DFW-DTW
DTW,DFW,2,Detroit,Dallas/Fort Worth,spoke,hub,985.7,77,12320,9551,0.775,126.47,1207914.97,979732.75,8.07,12143824.0,9414420.700000001,9.94674305227085,12.830475803997157,228182.21999999997,18.8905863133727,DTW-DFW
DFW,DTW,3,Dallas/Fort Worth,Detroit,hub,spoke,985.7,103,7828,7284,0.931,123.78,901613.52,717287.48,9.3,7716059.600000001,7179838.800000001,11.684895746528449,12.55757329816374,184326.04000000004,20.444019073715758,DFW-DTW
DTW,DFW,3,Detroit,Dallas/Fort Worth,spoke,hub,985.7,98,15680,13403,0.855,100.18,1342712.54,957287.5,6.19,15455776.0,13211337.100000001,8.687448239415478,10.163335700517399,385425.04000000004,28.704955715986685,DTW-DFW
DFW,DTW,4,Dallas/Fort Worth,Detroit,hub,spoke,985.7,86,16254,13391,0.824,136.84,1832424.44,1082248.6,6.75,16021567.8,13199508.700000001,11.4372354995121,13.882520036522267,750175.8399999999,40.93897808959587,DFW-DTW
DTW,DFW,4,Detroit,Dallas/Fort Worth,spoke,hub,985.7,79,11850,9094,0.767,119.59,1087551.46,847780.1,7.26,11680545.0,8963955.8,9.310793802857658,12.132494673835852,239771.36,22.046897900353144,DTW-DFW
DFW,PDX,1,Dallas/Fort Worth,Portland,hub,spoke,1613.6,106,16960,11417,0.673,222.96,2545534.32,1750072.73,6.39,27366656.0,18422471.2,9.301590665662623,13.817550818046604,795461.5899999999,31.24929739701957,DFW-PDX
PDX,DFW,1,Portland,Dallas/Fort Worth,spoke,hub,1613.6,98,7448,4749,0.638,205.25,974732.25,946472.38,7.88,12018092.799999999,7662986.399999999,8.110540218161738,12.720004957858205,28259.869999999995,2.8992443822393277,PDX-DFW
DFW,PDX,2,Dallas/Fort Worth,Portland,hub,spoke,1613.6,86,6536,4244,0.649,155.78,661130.32,910580.76,8.63,10546489.6,6848118.399999999,6.268723955314952,9.65418939018344,-249450.44000000006,-37.73090303890466,DFW-PDX
PDX,DFW,2,Portland,Dallas/Fort Worth,spoke,hub,1613.6,96,14400,10144,0.705,232.64,2359900.16,1372121.28,5.91,23235840.0,16368358.399999999,10.156293725555006,14.417451660882502,987778.8800000001,41.85680804394708,PDX-DFW
DFW,PDX,3,Dallas/Fort Worth,Portland,hub,spoke,1613.6,102,15300,13724,0.897,161.65,2218484.6,1768801.01,7.16,24688080.0,22145046.4,8.986055618743945,10.017972235994051,449683.5900000001,20.26985402558125,DFW-PDX
PDX,DFW,3,Portland,Dallas/Fort Worth,spoke,hub,1613.6,89,13350,10923,0.818,195.14,2131514.22,1446453.36,6.71,21541560.0,17625352.8,9.894892570454509,12.093455627169064,685060.8600000001,32.13963357936219,PDX-DFW
DFW,PDX,4,Dallas/Fort Worth,Portland,hub,spoke,1613.6,78,11700,10453,0.893,224.54,2347116.62,1013866.64,5.37,18879120.0,16866960.8,12.432341232006577,13.915468517600397,1333249.98,56.80373819686897,DFW-PDX
PDX,DFW,4,Portland,Dallas/Fort Worth,spoke,hub,1613.6,82,6232,4654,0.747,205.51,956443.54,807333.46,8.03,10055955.2,7509694.399999999,9.511215205095585,12.736117997025287,149110.08000000007,15.590055634648342,PDX-DFW
DFW,SLC,1,Dallas/Fort Worth,Salt Lake City,hub,spoke,987.6,71,11360,8089,0.712,103.86,840123.54,801582.14,7.14,11219136.0,7988696.4,7.488308725377784,10.51640340218712,38541.40000000002,4.587587201758449,DFW-SLC
SLC,DFW,1,Salt Lake City,Dallas/Fort Worth,spoke,hub,987.6,99,18711,13327,0.712,136.7,1821800.9,1197996.03,6.48,18478983.6,13161745.200000001,9.858772210826572,13.841636289995948,623804.8699999999,34.241111089581736,SLC-DFW
DFW,SLC,2,Dallas/Fort Worth,Salt Lake City,hub,spoke,987.6,85,13600,11035,0.811,141.61,1562666.35,876208.06,6.52,13431360.0,10898166.0,11.634461067233698,14.338801134062374,686458.29,43.92865373980824,DFW-SLC
SLC,DFW,2,Salt Lake City,Dallas/Fort Worth,spoke,hub,987.6,72,10800,6929,0.642,145.04,1004982.16,784791.85,7.36,10666080.0,6843080.4,9.422225972428484,14.686107735925475,220190.31000000006,21.90987250957769,SLC-DFW
DFW,SLC,3,Dallas/Fort Worth,Salt Lake City,hub,spoke,987.6,84,15876,13263,0.835,148.75,1972871.25,1326495.56,8.46,15679137.6,13098538.8,12.582779106422281,15.06176589712434,646375.69,32.763196787423404,DFW-SLC
SLC,DFW,3,Salt Lake City,Dallas/Fort Worth,spoke,hub,987.6,72,5472,5307,0.97,112.88,599054.16,518182.46,9.59,5404147.2,5241193.2,11.08508221241642,11.429728635074929,80871.70000000001,13.499897905725252,SLC-DFW
DFW,SLC,4,Dallas/Fort Worth,Salt Lake City,hub,spoke,987.6,70,5320,4211,0.792,131.52,553830.72,478322.79,9.1,5254032.0,4158783.6,10.541061036552499,13.317132442284324,75507.93,13.633756177338807,DFW-SLC
SLC,DFW,4,Salt Lake City,Dallas/Fort Worth,spoke,hub,987.6,98,14700,10480,0.713,122.92,1288201.6,1173730.96,8.09,14517720.0,10350048.0,8.873305174641748,12.446334548400163,114470.64000000013,8.88608118480835,SLC-DFW
DFW,STL,1,Dallas/Fort Worth,St. Louis,hub,spoke,550.1,86,16254,15374,0.946,98.99,1521872.26,786892.67,8.8,8941325.4,8457237.4,17.020656244095534,17.99491001636066,734979.59,48.29443372599484,DFW-STL
STL,DFW,1,St. Louis,Dallas/Fort Worth,spoke,hub,550.1,110,8360,5901,0.706,103.89,613054.89,368403.75,8.01,4598836.0,3246140.1,13.330653452308367,18.885657153244864,244651.14,39.90688990344731,STL-DFW
DFW,STL,2,Dallas/Fort Worth,St. Louis,hub,spoke,550.1,89,14240,11613,0.816,78.41,910575.33,732574.64,9.35,7833424.0,6388311.3,11.624231370598604,14.25377204144701,178000.68999999994,19.54815643863314,DFW-STL
STL,DFW,2,St. Louis,Dallas/Fort Worth,spoke,hub,550.1,77,14553,12752,0.876,97.67,1245487.84,710672.77,8.88,8005605.300000001,7014875.2,15.557697304912097,17.754953644791858,534815.0700000001,42.940208071401166,STL-DFW
DFW,STL,3,Dallas/Fort Worth,St. Louis,hub,spoke,550.1,92,14720,14127,0.96,96.82,1367776.14,640431.76,7.91,8097472.0,7771262.7,16.891396969325733,17.60043628431194,727344.3799999999,53.177150758018044,DFW-STL
STL,DFW,3,St. Louis,Dallas/Fort Worth,spoke,hub,550.1,84,12600,10809,0.858,81.14,877042.26,572203.49,8.25,6931260.0,5946030.9,12.653431843560911,14.750045446282492,304838.77,34.75759195457697,STL-DFW
DFW,STL,4,Dallas/Fort Worth,St. Louis,hub,spoke,550.1,64,10240,8199,0.801,86.0,705114.0,471259.15,8.37,5633024.0,4510269.9,12.517503919741864,15.63352117796764,233854.84999999998,33.16553777119728,DFW-STL
STL,DFW,4,St. Louis,Dallas/Fort Worth,spoke,hub,550.1,77,11550,9806,0.849,83.75,821252.5,443224.81,6.98,6353655.0,5394280.600000001,12.925670342503645,15.224504635520814,378027.69,46.03062882609185,STL-DFW
DFW,MCI,1,Dallas/Fort Worth,Kansas City,hub,spoke,460.9,79,6004,3787,0.631,82.34,311821.58,376660.54,13.61,2767243.6,1745428.2999999998,11.268309736085396,17.865046647862883,-64838.95999999996,-20.793608960611373,DFW-MCI
MCI,DFW,1,Kansas City,Dallas/Fort Worth,spoke,hub,460.9,88,14080,10955,0.778,69.52,761591.6,604753.87,9.32,6489472.0,5049159.5,11.735802234758081,15.083532219570406,156837.72999999998,20.5934164715052,MCI-DFW
DFW,MCI,2,Dallas/Fort Worth,Kansas City,hub,spoke,460.9,70,10500,10185,0.97,65.91329952611832,671326.96,444457.55,9.18,4839450.0,4694266.5,13.871968095548045,14.300998036647472,226869.40999999997,33.79417534490198,DFW-MCI
MCI,DFW,2,Kansas City,Dallas/Fort Worth,spoke,hub,460.9,78,12480,9656,0.774,82.72,798744.32,473443.32,8.23,5752032.0,4450450.399999999,13.886298268159841,17.947494033412887,325300.99999999994,40.72654939192556,MCI-DFW
DFW,MCI,3,Dallas/Fort Worth,Kansas City,hub,spoke,460.9,79,14931,13319,0.892,82.36,1096952.84,605023.6,8.79,6881697.899999999,6138727.1,15.940148142800634,17.869385983944458,491929.2400000001,44.845067359504725,DFW-MCI
MCI,DFW,3,Kansas City,Dallas/Fort Worth,spoke,hub,460.9,100,18900,17849,0.944,65.91329952611832,1176486.48,767600.83,8.81,8711010.0,8226604.1,13.505741354906032,14.300997905077262,408885.65,34.75481078201596,MCI-DFW
DFW,MCI,4,Dallas/Fort Worth,Kansas City,hub,spoke,460.9,91,17199,14732,0.857,72.21,1063797.72,719730.56,9.08,7927019.1,6789978.8,13.419896011099558,15.667172922542852,344067.1599999999,32.343287970197935,DFW-MCI
MCI,DFW,4,Kansas City,Dallas/Fort Worth,spoke,hub,460.9,88,13200,10349,0.784,73.49,760548.01,431835.4,7.1,6083880.0,4769854.1,12.501035687751896,15.944890431763941,328712.61,43.2204943906171,MCI-DFW
DFW,OMA,1,Dallas/Fort Worth,Omaha,hub,spoke,583.8,79,12640,7989,0.632,104.37,833811.93,594266.57,8.05,7379231.999999999,4663978.199999999,11.299440510882436,17.877697841726622,239545.3600000001,28.728943707965428,DFW-OMA
OMA,DFW,1,Omaha,Dallas/Fort Worth,spoke,hub,583.8,89,16821,12923,0.768,69.68,900474.64,879334.36,8.95,9820099.799999999,7544447.399999999,9.169709660180848,11.935594381637548,21140.280000000028,2.347681884744697,OMA-DFW
DFW,OMA,2,Dallas/Fort Worth,Omaha,hub,spoke,583.8,92,14720,10713,0.728,105.42,1129364.46,729611.68,8.49,8593536.0,6254249.399999999,13.142022794807632,18.057553956834532,399752.7799999999,35.39625994605851,DFW-OMA
OMA,DFW,2,Omaha,Dallas/Fort Worth,spoke,hub,583.8,77,5852,4700,0.803,84.27,396069.0,347780.21,10.18,3416397.5999999996,2743860.0,11.593176391412992,14.434737923946559,48288.78999999998,12.192014522722046,OMA-DFW
DFW,OMA,3,Dallas/Fort Worth,Omaha,hub,spoke,583.8,84,13440,11135,0.829,90.85,1011614.75,686297.75,8.75,7846271.999999999,6500612.999999999,12.892935014233512,15.561836245289484,325317.0,32.15819065508881,DFW-OMA
OMA,DFW,3,Omaha,Dallas/Fort Worth,spoke,hub,583.8,84,12600,12222,0.97,102.81,1256543.82,615106.89,8.36,7355879.999999999,7135203.6,17.08216855087359,17.61048304213772,641436.93,51.04771674417212,OMA-DFW
DFW,OMA,4,Dallas/Fort Worth,Omaha,hub,spoke,583.8,68,5168,4291,0.83,98.83,424079.53,259978.88,8.62,3017078.4,2505085.8,14.055966527087929,16.92874272010963,164100.65000000002,38.695725304166416,DFW-OMA
OMA,DFW,4,Omaha,Dallas/Fort Worth,spoke,hub,583.8,79,11850,9443,0.797,93.32,881220.76,590009.06,8.53,6918029.999999999,5512823.399999999,12.738030335225492,15.984926344638575,291211.69999999995,33.04639577487938,OMA-DFW
DFW,BOI,1,Dallas/Fort Worth,Boise,hub,spoke,1270.2,81,6156,5092,0.827,147.21,749593.32,770538.92,9.85,7819351.2,6467858.4,9.586387678814068,11.589513462446858,-20945.600000000093,-2.79426182719986,DFW-BOI
BOI,DFW,1,Boise,Dallas/Fort Worth,spoke,hub,1270.2,82,15498,11181,0.722,165.55,1851014.55,1249354.92,6.35,19685559.6,14202106.200000001,9.402905417024568,13.033380569988978,601659.6300000001,32.50431661922917,BOI-DFW
DFW,BOI,2,Dallas/Fort Worth,Boise,hub,spoke,1270.2,88,14080,10906,0.775,172.95,1886192.7,1062272.08,5.94,17884416.0,13852801.200000001,10.546571383711942,13.615965989607934,823920.6199999999,43.681677911275976,DFW-BOI
BOI,DFW,2,Boise,Dallas/Fort Worth,spoke,hub,1270.2,89,13350,10430,0.781,184.15,1920684.5,1130889.36,6.67,16957170.0,13248186.0,11.326680690233099,14.49771689497717,789795.1399999999,41.12050365377551,BOI-DFW
DFW,BOI,3,Dallas/Fort Worth,Boise,hub,spoke,1270.2,71,11360,10609,0.934,143.55,1522921.95,972116.47,6.74,14429472.0,13475551.8,10.554245851823268,11.301369863013697,550805.48,36.167676222671815,DFW-BOI
BOI,DFW,3,Boise,Dallas/Fort Worth,spoke,hub,1270.2,75,12000,10830,0.903,159.27,1724894.1,1148330.49,7.53,15242400.0,13756266.0,11.316420642418517,12.538970240906943,576563.6100000001,33.426029458852,BOI-DFW
DFW,BOI,4,Dallas/Fort Worth,Boise,hub,spoke,1270.2,57,8550,7731,0.904,180.05,1391966.55,732309.19,6.74,10860210.0,9819916.200000001,12.81712370202786,14.174933081404504,659657.3600000001,47.3903169584068,DFW-BOI
BOI,DFW,4,Boise,Dallas/Fort Worth,spoke,hub,1270.2,75,12000,9586,0.799,156.3,1498291.8,1025181.12,6.73,15242400.0,12176137.200000001,9.829763029444184,12.30514879546528,473110.68000000005,31.5766715135196,BOI-DFW
DFW,TUL,1,Dallas/Fort Worth,Tulsa,hub,spoke,237.2,82,12300,9288,0.755,62.55815789417527,581040.17,319869.8,10.96,2917560.0,2203113.6,19.915277492150977,26.373590994127582,261170.37000000005,44.948763181037904,DFW-TUL
TUL,DFW,1,Tulsa,Dallas/Fort Worth,spoke,hub,237.2,93,7068,4452,0.63,62.55815789417527,278508.92,220869.75,13.17,1676529.5999999999,1056014.4,16.612228021503466,26.373591117696883,57639.169999999984,20.69562798922203,TUL-DFW
DFW,TUL,2,Dallas/Fort Worth,Tulsa,hub,spoke,237.2,81,12150,9978,0.821,62.55815789417527,624205.3,288721.79,10.02,2881980.0,2366781.6,21.65890464194755,26.373591040254833,335483.51000000007,53.74570033288728,DFW-TUL
TUL,DFW,2,Tulsa,Dallas/Fort Worth,spoke,hub,237.2,79,12640,8224,0.651,62.55815789417527,514478.29,344699.63,11.5,2998208.0,1950732.7999999998,17.15952629037078,26.373590991036806,169778.65999999997,33.000160220560524,TUL-DFW
DFW,TUL,3,Dallas/Fort Worth,Tulsa,hub,spoke,237.2,89,13350,12949,0.97,62.55815789417527,810065.59,346623.89,10.95,3166620.0,3071502.8,25.581395620567037,26.37359112939764,463441.69999999995,57.210392062203255,DFW-TUL
TUL,DFW,3,Tulsa,Dallas/Fort Worth,spoke,hub,237.2,77,12320,11950,0.97,62.55815789417527,747569.99,316823.87,10.84,2922304.0,2834540.0,25.581527110115854,26.373591129424877,430746.12,57.619503961094,TUL-DFW
DFW,TUL,4,Dallas/Fort Worth,Tulsa,hub,spoke,237.2,99,15840,10766,0.68,62.55815789417527,673501.13,418275.29,11.13,3757248.0,2553695.1999999997,17.92538395123239,26.3735911004571,255225.84000000003,37.89538408049887,DFW-TUL
TUL,DFW,4,Tulsa,Dallas/Fort Worth,spoke,hub,237.2,72,13608,7890,0.58,62.55815789417527,493583.87,359190.62,11.13,3227817.5999999996,1871508.0,15.291566351208944,26.373591242997623,134393.25,27.22804738331502,TUL-DFW
DFW,GEG,1,Dallas/Fort Worth,Spokane,hub,spoke,1475.2,93,13950,8968,0.643,197.9,1774767.2,1257595.05,6.11,20579040.0,13229593.6,8.624149620196082,13.415130151843819,517172.1499999999,29.140281046438087,DFW-GEG
GEG,DFW,1,Spokane,Dallas/Fort Worth,spoke,hub,1475.2,54,8640,5800,0.671,183.22,1062676.0,741477.6,5.82,12745728.0,8556160.0,8.337507280870893,12.420010845986985,321198.4,30.225430893329673,GEG-DFW
DFW,GEG,2,Dallas/Fort Worth,Spokane,hub,spoke,1475.2,81,12150,8603,0.708,213.44,1836224.32,1106876.81,6.18,17923680.0,12691145.6,10.24468368102979,14.468546637744037,729347.51,39.71995698216218,DFW-GEG
GEG,DFW,2,Spokane,Dallas/Fort Worth,spoke,hub,1475.2,100,18900,14216,0.752,234.02,3326828.32,1951461.0,7.0,27881280.0,20971443.2,11.932121911189157,15.863611713665943,1375367.3199999998,41.34169808918784,GEG-DFW
DFW,GEG,3,Dallas/Fort Worth,Spokane,hub,spoke,1475.2,91,14560,12312,0.846,203.41,2504383.92,1187735.38,5.53,21478912.0,18162662.400000002,11.659733602893851,13.788638828633404,1316648.54,52.5737499544399,DFW-GEG
GEG,DFW,3,Spokane,Dallas/Fort Worth,spoke,hub,1475.2,91,6916,6708,0.97,268.36,1800158.88,825742.57,8.09,10202483.200000001,9895641.6,17.644320943356217,18.191431670281997,974416.3099999999,54.12946161729902,GEG-DFW
DFW,GEG,4,Dallas/Fort Worth,Spokane,hub,spoke,1475.2,91,17199,14680,0.854,220.97,3243839.6,1572310.08,6.2,25371964.8,21655936.0,12.785133613302191,14.978985900216921,1671529.52,51.529351821218285,DFW-GEG
GEG,DFW,4,Spokane,Dallas/Fort Worth,spoke,hub,1475.2,95,14250,11663,0.818,210.65,2456810.95,1555036.29,7.4,21021600.0,17205257.6,11.68707876660197,14.279419739696312,901774.6600000001,36.70508957964389,GEG-DFW
DFW,FAR,1,Dallas/Fort Worth,Fargo,hub,spoke,968.8,79,12640,9709,0.768,132.24,1283918.16,882251.73,7.2,12245632.0,9406079.2,10.484703116997146,13.649876135425268,401666.42999999993,31.284426259692438,DFW-FAR
FAR,DFW,1,Fargo,Dallas/Fort Worth,spoke,hub,968.8,74,13986,10574,0.756,137.01,1448743.74,923853.03,6.82,13549636.799999999,10244091.2,10.69212231578045,14.142237819983485,524890.71,36.23074913165802,FAR-DFW
DFW,FAR,2,Dallas/Fort Worth,Fargo,hub,spoke,968.8,72,11520,9603,0.834,116.91,1122686.73,728133.54,6.52,11160576.0,9303386.4,10.059397740761767,12.067506193228736,394553.18999999994,35.14365846294451,DFW-FAR
FAR,DFW,2,Fargo,Dallas/Fort Worth,spoke,hub,968.8,98,15680,13401,0.855,119.38,1599811.38,1125887.86,7.41,15190784.0,12982888.799999999,10.531460259062337,12.322460776218001,473923.5199999998,29.623712265379677,FAR-DFW
DFW,FAR,3,Dallas/Fort Worth,Fargo,hub,spoke,968.8,85,12750,11898,0.933,148.95,1772207.1,991573.22,8.03,12352200.0,11526782.4,14.347299266527422,15.374690338563171,780633.8800000001,44.04868257214408,DFW-FAR
FAR,DFW,3,Fargo,Dallas/Fort Worth,spoke,hub,968.8,81,12960,11284,0.871,99.41,1121742.44,1009365.26,8.04,12555648.0,10931939.2,8.934166042246485,10.261147811725847,112377.17999999993,10.018091140422568,FAR-DFW
DFW,FAR,4,Dallas/Fort Worth,Fargo,hub,spoke,968.8,106,16960,12567,0.741,118.4,1487932.8,1350998.46,8.22,16430848.0,12174909.6,9.055727373291994,12.22130470685384,136934.34000000008,9.202992231907253,DFW-FAR
FAR,DFW,4,Fargo,Dallas/Fort Worth,spoke,hub,968.8,67,10050,8150,0.811,135.43,1103754.5,657703.89,6.76,9736440.0,7895720.0,11.336325186618518,13.97914946325351,446050.61,40.41212153608434,FAR-DFW
DFW,BIL,1,Dallas/Fort Worth,Billings,hub,spoke,1080.7,92,13800,9017,0.653,117.04,1055349.68,970534.21,6.51,14913660.0,9744671.9,7.076396270264978,10.830017581197371,84815.46999999997,8.03671727081018,DFW-BIL
BIL,DFW,1,Billings,Dallas/Fort Worth,spoke,hub,1080.7,84,12600,9260,0.735,145.2,1344552.0,971623.79,7.14,13616820.0,10007282.0,9.87419970301436,13.435736096974182,372928.20999999996,27.736243001386335,BIL-DFW
DFW,BIL,2,Dallas/Fort Worth,Billings,hub,spoke,1080.7,86,13760,10708,0.778,177.04,1895744.32,898405.71,6.04,14870432.0,11572135.6,12.748414571950567,16.381974646062737,997338.6100000001,52.6093418547075,DFW-BIL
BIL,DFW,2,Billings,Dallas/Fort Worth,spoke,hub,1080.7,75,14175,11965,0.844,157.06,1879222.9,949273.45,6.2,15318922.5,12930575.5,12.267330812594684,14.533172943462569,929949.45,49.48585130587755,BIL-DFW
DFW,BIL,3,Dallas/Fort Worth,Billings,hub,spoke,1080.7,81,12960,12571,0.97,132.2,1661886.2,974319.41,6.96,14005872.0,13585479.700000001,11.865638926301768,12.232812066253352,687566.7899999999,41.37267581859696,DFW-BIL
BIL,DFW,3,Billings,Dallas/Fort Worth,spoke,hub,1080.7,96,15360,14097,0.918,146.22,2061263.34,1127823.57,6.79,16599552.0,15234627.9,12.417584161307486,13.530119367076896,933439.77,45.28483827786895,BIL-DFW
DFW,BIL,4,Dallas/Fort Worth,Billings,hub,spoke,1080.7,75,12000,10185,0.849,147.98,1507176.3,1038034.55,8.0,12968400.0,11006929.5,11.621914037198113,13.692976774312946,469141.75,31.12719792634743,DFW-BIL
BIL,DFW,4,Billings,Dallas/Fort Worth,spoke,hub,1080.7,75,5700,4600,0.807,139.02,639492.0,519007.97,8.43,6159990.0,4971220.0,10.381380489254042,12.86388451929305,120484.03000000003,18.84058440136859,BIL-DFW
DEN,LAX,1,Denver,Los Angeles,hub,spoke,861.0,62,9920,6548,0.66,155.98,1021357.04,662636.08,7.76,8541120.0,5637828.0,11.958116031621147,18.116144018583043,358720.9600000001,35.121994165722896,DEN-LAX
LAX,DEN,1,Los Angeles,Denver,spoke,hub,861.0,85,13600,10643,0.783,133.76,1423607.68,879624.8,7.51,11709600.0,9163623.0,12.157611532417844,15.535423925667827,543982.8799999999,38.21157244670104,LAX-DEN
DEN,LAX,2,Denver,Los Angeles,hub,spoke,861.0,86,12900,10103,0.783,135.49,1368855.47,913367.31,8.22,11106900.0,8698683.0,12.324370166293026,15.736353077816492,455488.1599999999,33.27510975282145,DEN-LAX
LAX,DEN,2,Los Angeles,Denver,spoke,hub,861.0,82,12300,9243,0.752,163.62,1512339.66,738837.4,6.98,10590300.0,7958223.0,14.280423217472594,19.00348432055749,773502.2599999999,51.146067279621555,LAX-DEN
DEN,LAX,3,Denver,Los Angeles,hub,spoke,861.0,82,12300,11931,0.97,113.09,1349276.79,848769.67,8.01,10590300.0,10272591.0,12.74068524970964,13.134727061556331,500507.12,37.09447340304431,DEN-LAX
LAX,DEN,3,Los Angeles,Denver,spoke,hub,861.0,67,10050,8084,0.804,135.48,1095220.32,631722.19,7.3,8653050.0,6960324.0,12.65704370135386,15.735191637630663,463498.1300000001,42.32008131478058,LAX-DEN
DEN,LAX,4,Denver,Los Angeles,hub,spoke,861.0,95,7220,5852,0.811,101.28,592690.56,599953.03,9.65,6216420.0,5038572.0,9.534274711168166,11.763066202090593,-7262.469999999972,-1.225339239416935,DEN-LAX
LAX,DEN,4,Los Angeles,Denver,spoke,hub,861.0,85,12750,10477,0.822,136.19,1426862.63,803250.7,7.32,10977750.0,9020697.0,12.997769397189767,15.817653890824621,623611.9299999999,43.7051133646972,LAX-DEN
DEN,JFK,1,Denver,New York JFK,hub,spoke,1621.5,79,14931,11102,0.744,218.48,2425564.96,1329163.23,5.49,24210616.5,18001893.0,10.018600558973787,13.473943879124267,1096401.73,45.20191164041222,DEN-JFK
JFK,DEN,1,New York JFK,Denver,spoke,hub,1621.5,98,18522,13896,0.75,231.64,3218869.44,1693999.09,5.64,30033423.0,22532364.0,10.717624294773193,14.28553808202282,1524870.3499999999,47.37285492387041,JFK-DEN
DEN,JFK,2,Denver,New York JFK,hub,spoke,1621.5,72,10800,7839,0.726,216.79,1699416.81,1070712.63,6.11,17512200.0,12710938.5,9.704187994655156,13.369719395621338,628704.1800000002,36.99529016663076,DEN-JFK
JFK,DEN,2,New York JFK,Denver,spoke,hub,1621.5,79,11850,11494,0.97,206.47,2373166.18,1144418.77,5.96,19214775.0,18637521.0,12.35073624333358,12.73327166204132,1228747.4100000001,51.7767116502562,JFK-DEN
DEN,JFK,3,Denver,New York JFK,hub,spoke,1621.5,81,12960,12571,0.97,238.21,2994537.91,1317824.66,6.27,21014640.0,20383876.5,14.249770207817027,14.690718470551959,1676713.2500000002,55.992386818706194,DEN-JFK
JFK,DEN,3,New York JFK,Denver,spoke,hub,1621.5,81,12960,10714,0.827,200.07,2143549.98,1347686.94,6.41,21014640.0,17372751.0,10.20026981190256,12.338575393154487,795863.04,37.12827073899159,JFK-DEN
