origin,dest,route,origin_city,dest_city,origin_tier,dest_tier,distance_miles,departures,seats,passengers,revenue,op_cost,asm,rpm,load_factor,rasm_cents,yield_cents_per_mile,operating_profit,operating_margin_pct,seasonality_index
BOS,ORD,BOS-ORD,Boston,Chicago O'Hare,spoke,hub,863.9,351,55943,43737,5592238.6899999995,3675309.85,48329157.7,37784394.3,0.7818136317322989,11.571148673257344,14.800392579007148,1916928.8399999994,34.27838020268766,0.6140338843542081
DEN,BIL,DEN-BIL,Denver,Billings,hub,spoke,455.3,398,60680,49207,4298038.27,2403382.56,27627604.0,22403947.1,0.8109261700725116,15.557043129762535,19.18429038783081,1894655.7099999995,44.081871565094275,0.34938118560367426
ORD,LAS,ORD-LAS,Chicago O'Hare,Las Vegas,hub,spoke,1511.2,307,48420,38022,6664522.3100000005,4777385.84,73172304.0,57458846.4,0.7852540272614622,9.107984777956425,11.598774997334441,1887136.4700000007,28.316155040375286,0.1331860501814739
DFW,STL,DFW-STL,Dallas/Fort Worth,St. Louis,hub,spoke,550.1,331,55454,49313,4505337.73,2631158.22,30505245.4,27127081.3,0.8892595664875392,14.769059127123105,16.608265666973914,1874179.5100000002,41.59909028617928,0.5819966337476933
ATL,LAX,ATL-LAX,Atlanta,Los Angeles,hub,spoke,1942.3,310,42796,31125,6988667.83,5114940.66,83122670.8,60454087.5,0.7272875969716796,8.4076555321656,11.560289996933623,1873727.17,26.81093472430782,0.5664899598393575
TUL,ATL,TUL-ATL,Tulsa,Atlanta,spoke,hub,672.4,378,61324,49487,5072552.5,3204868.08,41234257.6,33275058.799999997,0.8069760615745875,12.301791750944487,15.244308148299954,1867684.42,36.8194202031423,0.6101804514316891
JFK,ORD,JFK-ORD,New York JFK,Chicago O'Hare,spoke,hub,737.8,333,53655,41554,4959679.85,3107444.43,39586659.0,30658541.199999996,0.7744664989283384,12.528664896929037,16.177155389245986,1852235.4199999995,37.34586658854602,0.6572652452230833
PDX,DFW,PDX-DFW,Portland,Dallas/Fort Worth,spoke,hub,1613.6,365,41430,30470,6422590.17,4572380.48,66851448.0,49166392.0,0.7354573980207579,9.607256629654454,13.062968236514081,1850209.6899999995,28.80784295785137,0.8229734164752215
DEN,SEA,DEN-SEA,Denver,Seattle-Tacoma,hub,hub,1022.5,378,60788,45004,6185143.07,4362224.45,62155730.0,46016590.0,0.7403434888464828,9.95104243808254,13.441115628081091,1822918.62,29.472537649804114,0.21615856368322817
TUL,ORD,TUL-ORD,Tulsa,Chicago O'Hare,spoke,hub,585.2,320,50812,42047,4187473.4,2375457.2800000003,29735182.400000002,24605904.400000002,0.8275013776273321,14.082554946762324,17.018164957188077,1812016.1199999996,43.27230162226224,1.2201583941779437
ATL,ORD,ATL-ORD,Atlanta,Chicago O'Hare,hub,hub,606.4,372,66291,48609,4948171.27,3139957.76,40198862.4,29476497.599999998,0.7332669593157443,12.309232089115039,16.78683586207338,1808213.5099999998,36.54306634378078,0.29401962599518605
SEA,DTW,SEA-DTW,Seattle-Tacoma,Detroit,hub,spoke,1922.2,322,51990,41725,7930831.87,6140013.28,99935178.0,80203795.0,0.8025581842662051,7.935976128445982,9.88834988419189,1790818.5899999999,22.580463428737392,0.3431036548831636
ATL,PDX,ATL-PDX,Atlanta,Portland,hub,spoke,2168.0,318,42564,33787,7512223.32,5733904.59,92278752.0,73250216.0,0.7937928766093413,8.140794231807556,10.255564734443924,1778318.7300000004,23.672335795256956,0.5569005830644923
BOS,ATL,BOS-ATL,Boston,Atlanta,spoke,hub,945.0,305,31655,26476,4216878.58,2463177.08,29913975.0,25019820.0,0.8363923550781867,14.096684175205738,16.85415234801849,1753701.5,41.5876688581344,1.1009215893639523
ORD,DEN,ORD-DEN,Chicago O'Hare,Denver,hub,hub,886.2,327,43510,36321,4618222.91,2874040.31,38558562.0,32187670.200000003,0.8347736152608596,11.977165823766976,14.347801134112526,1744182.6,37.767397416509716,0.777511632388976
DEN,ORD,DEN-ORD,Denver,Chicago O'Hare,hub,hub,886.2,306,48120,35848,4911710.46,3176572.85,42643944.0,31768497.6,0.744970906068163,11.5179554217593,15.460946632868152,1735137.6099999999,35.32654508303407,0.0893773711225173
BOS,DFW,BOS-DFW,Boston,Dallas/Fort Worth,spoke,hub,1558.9,303,43472,34228,6250522.82,4523850.91,67768500.80000001,53358029.2,0.7873573794626426,9.223345280201329,11.714306007389043,1726671.9100000001,27.624439742466215,0.7305130302676172
DFW,FAR,DFW-FAR,Dallas/Fort Worth,Fargo,hub,spoke,968.8,342,53870,43777,5666744.79,3952956.95,52189256.0,42411157.6,0.8126415444588825,10.858067779314577,13.361448049699073,1713787.8399999999,30.242897880707275,0.27082714667519475
DEN,ATL,DEN-ATL,Denver,Atlanta,hub,hub,1196.8,328,47666,37823,5978627.050000001,4269527.91,57046668.8,45266566.39999999,0.7935006084001175,10.480238681351366,13.207600057776864,1709099.1400000006,28.586816433047126,1.2104803955265315
ORD,FAR,ORD-FAR,Chicago O'Hare,Fargo,hub,spoke,556.3,342,55556,46412,4087367.87,2393040.2,30905802.799999997,25818995.599999998,0.8354093167254661,13.225244127940918,15.830855441952204,1694327.67,41.452781444895976,0.4944410928208222
MCI,ATL,MCI-ATL,Kansas City,Atlanta,spoke,hub,691.5,327,59744,48881,5085624.2,3423952.13,41312976.0,33801211.5,0.8181742099625067,12.309992385927366,15.045686158320096,1661672.0700000003,32.67390598778416,0.7032589349645056
ATL,MSP,ATL-MSP,Atlanta,Minneapolis,hub,spoke,906.6,308,44404,36827,4686800.0,3046796.01,40256666.400000006,33387358.200000003,0.829362219619854,11.642295349125082,14.03764853728379,1640003.9900000002,34.99197725527012,0.8562196214733755
DTW,ORD,DTW-ORD,Detroit,Chicago O'Hare,spoke,hub,233.8,357,56190,46114,2882442.27,1285725.98,13137222.0,10781453.200000001,0.8206798362697989,21.941033423961322,26.735192524881523,1596716.29,55.394562681042004,0.2908444290237238
SEA,SFO,SEA-SFO,Seattle-Tacoma,San Francisco,hub,spoke,679.2,337,52210,42416,4428416.26,2852422.85,35461032.0,28808947.200000003,0.8124114154376556,12.488120086296416,15.371669881778946,1575993.4099999997,35.588194909211175,0.4160694077706526
MSP,DEN,MSP-DEN,Minneapolis,Denver,spoke,hub,678.7,287,43870,34471,3910949.7699999996,2338087.29,29774569.0,23395467.700000003,0.7857533622065193,13.135201957079545,16.71669838000289,1572862.4799999995,40.21689289044486,0.5597748832351832
STL,ORD,STL-ORD,St. Louis,Chicago O'Hare,spoke,hub,258.3,356,60667,48876,3073027.3,1505085.93,15670286.100000001,12624670.8,0.8056439250333789,19.610537295805976,24.341445006233347,1567941.3699999999,51.022695763229954,0.3700793845650217
DFW,ORD,DFW-ORD,Dallas/Fort Worth,Chicago O'Hare,hub,hub,802.1,322,51942,41196,4652320.72,3085996.31,41662678.2,33043311.6,0.7931153979438604,11.166638634383325,14.079462664995113,1566324.4099999997,33.667593106091786,0.4362559471793378
GEG,SEA,GEG-SEA,Spokane,Seattle-Tacoma,spoke,hub,223.3,352,61685,49221,3068869.21,1503900.6300000001,13774260.5,10991049.3,0.7979411526302991,22.279738429514964,27.921530749570923,1564968.5799999998,50.9949584980847,0.16773328457365758
FAR,DFW,FAR-DFW,Fargo,Dallas/Fort Worth,spoke,hub,968.8,320,52676,43409,5274052.06,3716810.04,51032508.8,42054639.199999996,0.8240754802946313,10.334690933321312,12.540951867208031,1557242.0199999996,29.526481769313435,0.4838627934299339
DFW,LAS,DFW-LAS,Dallas/Fort Worth,Las Vegas,hub,spoke,1052.8,310,43191,33996,4963231.390000001,3412663.54,45471484.8,35790988.8,0.7871084253663958,10.91504139754856,13.867265354792323,1550567.8500000006,31.241095330032564,0.6656077185551241
ORD,BOS,ORD-BOS,Chicago O'Hare,Boston,hub,spoke,863.9,301,37576,30904,4134440.5500000003,2610221.98,32461906.4,26697965.6,0.8224398552267405,12.736283873950176,15.485976017588396,1524218.5700000003,36.866380144225324,1.1193373026145483
MSP,DFW,MSP-DFW,Minneapolis,Dallas/Fort Worth,spoke,hub,852.6,326,47210,35351,4801603.62,3285251.83,40251246.0,30140262.6,0.7488032196568524,11.929080704731476,15.930861929517496,1516351.79,31.580111771075348,0.7797233458742326
ATL,DFW,ATL-DFW,Atlanta,Dallas/Fort Worth,hub,hub,729.8,333,47208,38525,4297379.640000001,2781841.11,34452398.4,28115544.999999996,0.8160693102863922,12.473383101247316,15.28471043332079,1515538.5300000007,35.26657305054856,1.015029201817002
SEA,SLC,SEA-SLC,Seattle-Tacoma,Salt Lake City,hub,spoke,687.6,375,52096,43810,4735369.49,3221001.15,35821209.6,30123756.0,0.8409474815724816,13.219457251382153,15.719717986030693,1514368.3400000003,31.97994038686937,1.0230540972380735
DEN,SFO,DEN-SFO,Denver,San Francisco,hub,spoke,965.3,327,43772,33418,4591091.87,3080566.6799999997,42253111.6,32258395.4,0.7634560906515581,10.865689404043795,14.23223881123362,1510525.1900000004,32.90121898606225,0.7089592435214555
SEA,PDX,SEA-PDX,Seattle-Tacoma,Portland,hub,spoke,129.3,328,44910,36198,2205862.08,737371.69,5806863.000000001,4680401.4,0.8060120240480962,37.98715554336308,47.1297628446996,1468490.3900000001,66.57217617159455,0.7135200839825405
STL,DFW,STL-DFW,St. Louis,Dallas/Fort Worth,spoke,hub,550.1,348,47063,39268,3556837.49,2094504.82,25889356.3,21601326.8,0.8343709495782249,13.738609213702235,16.46582880270114,1462332.6700000002,41.113283193604666,0.6978710400325965
ATL,TUL,ATL-TUL,Atlanta,Tulsa,hub,spoke,672.4,301,46680,36305,3946359.09,2494298.04,31387632.0,24411482.0,0.7777420736932305,12.57297489023702,16.165995534396476,1452061.0499999998,36.794954966959175,0.5734747279988982
DFW,SLC,DFW-SLC,Dallas/Fort Worth,Salt Lake City,hub,spoke,987.6,310,46156,36598,4929491.86,3482608.5500000003,45583665.6,36144184.800000004,0.792919663749025,10.814162913655633,13.638409296756363,1446883.31,29.351571137395084,0.9893436799825127
SFO,DEN,SFO-DEN,San Francisco,Denver,spoke,hub,965.3,329,53016,40333,5358294.09,3913055.2800000003,51176344.8,38933444.9,0.7607703334842312,10.470255566200578,13.762702231366122,1445238.8099999996,26.971994924601077,0.3029777105595914
DFW,IAH,DFW-IAH,Dallas/Fort Worth,Houston,hub,spoke,225.3,338,55493,44895,2800502.52,1358428.53,12502572.9,10114843.5,0.8090209575982557,22.39940964471401,27.687057343002884,1442073.99,51.49340090577744,0.2753090544604076
SEA,IAH,SEA-IAH,Seattle-Tacoma,Houston,hub,spoke,1872.8,332,37294,29124,6430379.68,4992532.83,69844203.2,54543427.199999996,0.7809299082962406,9.20674785506036,11.78946760426525,1437846.8499999996,22.360216994216422,0.7207801126218926
DFW,BOS,DFW-BOS,Dallas/Fort Worth,Boston,hub,spoke,1558.9,331,50350,37696,6378377.130000001,4943823.49,78490615.0,58764294.400000006,0.7486792452830189,8.12629271665154,10.854171219317832,1434553.6400000006,22.49088774090723,0.66553480475382
DEN,PDX,DEN-PDX,Denver,Portland,hub,spoke,989.7,355,40154,34348,4731673.72,3315351.8,39740413.8,33994215.6,0.8554066842655775,11.906453072715614,13.919055452481155,1416321.92,29.93278919494052,0.7711657156166298
ORD,ATL,ORD-ATL,Chicago O'Hare,Atlanta,hub,hub,606.4,323,52936,45187,4112357.01,2738133.4299999997,32100390.4,27401396.8,0.8536156868671604,12.810925221644656,15.007837155221223,1374223.58,33.416932835799685,0.1966052183150021
DFW,DEN,DFW-DEN,Dallas/Fort Worth,Denver,hub,hub,640.9,325,45619,38470,3594597.86,2263331.8600000003,29237217.1,24655423.0,0.8432889804686644,12.29459646485985,14.579339644669654,1331265.9999999995,37.035185905329605,1.0119053808162204
DFW,TUL,DFW-TUL,Dallas/Fort Worth,Tulsa,hub,spoke,237.2,351,53640,42981,2688812.19,1373490.77,12723408.0,10195093.2,0.8012863534675615,21.13279861810609,26.37359107222286,1315321.42,48.918307678454845,0.34070868523300996
DEN,LAX,DEN-LAX,Denver,Los Angeles,hub,spoke,861.0,325,42340,34434,4332179.86,3024726.09,36454740.0,29647674.0,0.8132735002361833,11.883721732756838,14.612208229218929,1307453.7700000005,30.180043586648324,0.7061625137945055
FAR,ORD,FAR-ORD,Fargo,Chicago O'Hare,spoke,hub,556.3,324,44534,38540,3536309.52,2230154.52,24774264.2,21439802.0,0.8654062064939148,14.274125323972287,16.494133294701136,1306155.0,36.93553951125862,0.8066424494032174
ATL,STL,ATL-STL,Atlanta,St. Louis,hub,spoke,483.9,339,47940,40962,3595791.06,2292670.65,23198166.0,19821511.8,0.8544430538172716,15.50032472394585,18.140851698304868,1303120.4100000001,36.24015934896952,0.7775987500610322
BOS,DEN,BOS-DEN,Boston,Denver,spoke,hub,1749.3,298,38585,32013,5604567.2,4328516.25,67496740.5,56000340.9,0.8296747440715304,8.303463483544068,10.00809479000868,1276050.9500000002,22.768055131893146,1.2974729016337112
DTW,DFW,DTW-DFW,Detroit,Dallas/Fort Worth,spoke,hub,985.7,340,53610,41338,4910444.47,3647823.3,52843377.0,40746866.6,0.7710874836784182,9.292450158891246,12.051097126570218,1262621.17,25.712971151876197,0.41695292466979533
TUL,DEN,TUL-DEN,Tulsa,Denver,spoke,hub,540.3,292,45868,37934,3371467.86,2123997.77,24782480.4,20495740.2,0.8270253771692684,13.604238984891925,16.44960283015297,1247470.0899999999,37.00080029830093,0.8674012759002478
JFK,BOS,JFK-BOS,New York JFK,Boston,spoke,spoke,186.2,209,34534,31207,1928365.6800000002,681600.54,6430230.8,5810743.399999999,0.9036601610007529,29.989058557587082,33.18621297233673,1246765.1400000001,64.65397890715417,0.48758291408978754
PHX,DEN,PHX-DEN,Phoenix,Denver,spoke,hub,602.0,330,45044,37556,3624369.03,2393129.78,27116488.0,22608712.0,0.8337625432910043,13.365923455869359,16.03085142576897,1231239.25,33.971133728620345,0.7553520076685483
MCI,ORD,MCI-ORD,Kansas City,Chicago O'Hare,spoke,hub,402.0,333,54574,43061,3248018.7199999997,2021631.16,21938748.0,17310522.0,0.7890387363946202,14.804941102381958,18.763262713856925,1226387.5599999998,37.75802006461342,0.48879496528180955
DFW,DTW,DFW-DTW,Dallas/Fort Worth,Detroit,hub,spoke,985.7,334,43012,35627,4540774.92,3314445.8,42396928.400000006,35117533.900000006,0.8283037291918535,10.710150691010908,12.930221503965,1226329.12,27.00704486801562,1.0085609228955568
MCI,DFW,MCI-DFW,Kansas City,Dallas/Fort Worth,spoke,hub,460.9,354,58660,48809,3497370.41,2277633.42,27036394.0,22496068.099999998,0.8320661438799863,12.935787257723794,15.546585271939145,1219736.9900000002,34.87583089604742,0.6714335470917249
ATL,JFK,ATL-JFK,Atlanta,New York JFK,hub,spoke,759.3,357,52964,43279,4304025.16,3088705.67,40215565.2,32861744.7,0.8171399441129824,10.702386348656862,13.097372641934014,1215319.4900000002,28.236811933506452,0.8603710806626771
ORD,DFW,ORD-DFW,Chicago O'Hare,Dallas/Fort Worth,hub,hub,802.1,330,47845,38608,4238698.28,3050653.4,38376474.5,30967476.8,0.8069390740934267,11.045043441913874,13.687580384334058,1188044.8800000004,28.02853143866613,0.7776626605884791
OMA,ATL,OMA-ATL,Omaha,Atlanta,spoke,hub,820.3,304,38133,31270,3801617.2199999997,2616027.75,31280499.9,25650781.0,0.8200246505651273,12.15331350890591,14.820668501282668,1185589.4699999997,31.186450433849828,0.7842660697153822
ORD,OMA,ORD-OMA,Chicago O'Hare,Omaha,hub,spoke,415.1,363,51763,41131,3248983.4299999997,2070392.03,21486821.3,17073478.1,0.794602322121979,15.120819336827637,19.029417503396683,1178591.3999999997,36.275697472547584,0.9816440154627897
DEN,OMA,DEN-OMA,Denver,Omaha,hub,spoke,471.1,333,56827,44197,3532112.31,2369060.14,26771199.700000003,20821206.7,0.7777464937441709,13.193701999092703,16.964013473820422,1163052.17,32.92794984766495,0.4335135868950381
SEA,GEG,SEA-GEG,Seattle-Tacoma,Spokane,hub,spoke,223.3,333,46418,37052,2310146.92,1155036.41,10365139.4,8273711.600000001,0.7982248265758973,22.28765895806476,27.921530646535945,1155110.51,50.001603794099815,0.7295692540213754
BIL,SEA,BIL-SEA,Billings,Seattle-Tacoma,spoke,hub,662.2,346,49776,40951,3864575.75,2725819.24,32961667.200000003,27117752.200000003,0.8227057216329154,11.724454732678085,14.25109176268673,1138756.5099999998,29.466533551580653,0.7586627921174086
DEN,DFW,DEN-DFW,Denver,Dallas/Fort Worth,hub,hub,640.9,334,51630,40621,3848939.46,2712701.09,33089667.0,26033998.9,0.7867712570211117,11.63184706573203,14.784280643109346,1136238.37,29.520816884971218,0.547992417714975
DFW,OMA,DFW-OMA,Dallas/Fort Worth,Omaha,hub,spoke,583.8,323,45968,34128,3398870.67,2270154.88,26836118.4,19923926.4,0.7424295161851723,12.665284223816812,17.059241244737784,1128715.79,33.20855365173397,0.8021565869667135
BOS,JFK,BOS-JFK,Boston,New York JFK,spoke,spoke,186.2,241,37930,30373,1884773.05,758235.61,7062566.0,5655452.6,0.8007645663063538,26.68680264368503,33.32665275985162,1126537.44,59.77045565247232,0.030948539821552035
SEA,BIL,SEA-BIL,Seattle-Tacoma,Billings,hub,spoke,662.2,354,47800,38249,3650555.26,2531190.67,31653160.0,25328487.8,0.8001882845188284,11.532988365142689,14.412843312343343,1119364.5899999999,30.662858394862376,0.987110774137886
SEA,LAX,SEA-LAX,Seattle-Tacoma,Los Angeles,hub,spoke,955.2,353,51860,38785,4864923.35,3749335.05,49536672.0,37047432.0,0.7478789047435404,9.820852216313602,13.131607475519491,1115588.2999999998,22.931261599424786,0.8057754286450948
BOI,SLC,BOI-SLC,Boise,Salt Lake City,spoke,spoke,289.4,236,40619,35713,2262439.99,1154424.69,11755138.6,10335342.2,0.879219084664812,19.246391446205493,21.890324927993195,1108015.3000000003,48.97435091748003,0.7043933581608938
SLC,DEN,SLC-DEN,Salt Lake City,Denver,spoke,hub,390.3,312,55809,45092,3124440.76,2018254.29,21782252.7,17599407.6,0.8079700406744432,14.343974441174304,17.753101871451623,1106186.4699999997,35.40430288074977,0.1652621307549011
LAS,SEA,LAS-SEA,Las Vegas,Seattle-Tacoma,spoke,hub,867.0,311,52617,38508,4378675.88,3276062.12,45618939.0,33386436.0,0.7318547237584812,9.598372903850306,13.11513418203728,1102613.7599999998,25.18144275159274,0.3627298223745715
BIL,DEN,BIL-DEN,Billings,Denver,spoke,hub,455.3,302,52844,45418,3302633.8,2209591.55,24059873.200000003,20678815.400000002,0.8594731663008099,13.726729864893883,15.971097648079008,1093042.25,33.09607774255808,0.516359152758818
ORD,MCI,ORD-MCI,Chicago O'Hare,Kansas City,hub,spoke,402.0,348,50296,39763,2960658.33,1867726.23,20218992.0,15984726.0,0.7905797677747733,14.642957126646078,18.521795931941533,1092932.1,36.915171498360635,0.8547644795412821
SEA,MCI,SEA-MCI,Seattle-Tacoma,Kansas City,hub,spoke,1486.2,308,40428,31638,5156163.199999999,4070228.5,60084093.6,47020395.6,0.7825764321757198,8.581577737239925,10.965801402147282,1085934.6999999993,21.060906295595906,0.708641507048486
DEN,BOS,DEN-BOS,Denver,Boston,hub,spoke,1749.3,291,43490,34551,6171720.23,5101274.49,76077057.0,60440064.3,0.7944584962060244,8.11245922670221,10.211306525694747,1070445.7400000002,17.344365915951446,0.862724667882261
LAS,DEN,LAS-DEN,Las Vegas,Denver,spoke,hub,627.2,357,47678,36766,3580694.29,2535889.89,29903641.6,23059635.200000003,0.7711313394018205,11.974107829061193,15.527974570907347,1044804.3999999999,29.178821630148157,0.5443072403851384
SLC,DFW,SLC-DFW,Salt Lake City,Dallas/Fort Worth,spoke,hub,987.6,341,49683,36043,4714038.82,3674701.3,49066930.8,35596066.8,0.7254594126763682,9.60736435546525,13.243145222999752,1039337.5200000005,22.047708126425665,0.8900479982243431
ORD,DTW,ORD-DTW,Chicago O'Hare,Detroit,hub,spoke,233.8,327,36766,32868,2054476.14,1022151.38,8595890.8,7684538.4,0.8939781319697546,23.9006775190769,26.735192578385707,1032324.7599999999,50.24759060964319,0.8086893026652063
BOI,SEA,BOI-SEA,Boise,Seattle-Tacoma,spoke,hub,398.8,302,48906,39536,2696757.71,1671870.8399999999,19503712.8,15766956.8,0.8084079663027032,13.826894077316396,17.103856782305638,1024886.8700000001,38.00441048892005,0.16703763658437878
DEN,MSP,DEN-MSP,Denver,Minneapolis,hub,spoke,678.7,330,51340,37799,3869642.96,2851985.94,34844458.0,25654181.3,0.7362485391507596,11.105476113303297,15.083868453054084,1017657.02,26.298473283436984,0.5075266541442895
DTW,ATL,DTW-ATL,Detroit,Atlanta,spoke,hub,595.0,367,56780,46162,3878320.51,2861719.67,33784100.0,27466390.0,0.8129975343430785,11.479721259409011,14.120241174759403,1016600.8399999999,26.212398830338028,0.3726008405181751
DFW,ATL,DFW-ATL,Dallas/Fort Worth,Atlanta,hub,hub,729.8,313,51366,41128,4162746.15,3158328.18,37486906.8,30015214.4,0.8006852781995872,11.10453357010507,13.86878699090685,1004417.9699999997,24.128734585461086,0.1795370550476561
OMA,DFW,OMA-DFW,Omaha,Dallas/Fort Worth,spoke,hub,583.8,329,47123,39288,3434308.2199999997,2432230.52,27510407.4,22936334.4,0.8337329966258515,12.48366907136388,14.973221789092856,1002077.6999999997,29.178443977867534,0.837202199144777
PDX,SEA,PDX-SEA,Portland,Seattle-Tacoma,spoke,hub,129.3,312,37945,27573,1680265.0699999998,678254.66,4906288.5,3565188.9000000004,0.726657003557781,34.24717217505656,47.129762745530805,1002010.4099999998,59.63406773670536,0.6082762122366083
DFW,MCI,DFW-MCI,Dallas/Fort Worth,Kansas City,hub,spoke,460.9,319,48634,42023,3143899.1,2145872.25,22415410.599999998,19368400.7,0.8640662910720894,14.025614592132435,16.232104801507955,998026.8500000001,31.744875336489013,1.0418104371415653
DEN,BOI,DEN-BOI,Denver,Boise,hub,spoke,647.6,312,43452,33313,3246696.38,2252943.1,28139515.2,21573498.8,0.7666620638865875,11.537854710446469,15.04946606064659,993753.2799999998,30.608137124297404,0.5511361930777774
SLC,BOI,SLC-BOI,Salt Lake City,Boise,spoke,spoke,289.4,253,38620,31475,2104407.84,1136431.21,11176628.0,9108865.0,0.814992232004143,18.828647066002375,23.10285463666439,967976.6299999999,45.997577636851986,0.14386020651310563
ATL,MIA,ATL-MIA,Atlanta,Miami,hub,spoke,596.4,338,53290,43774,3617212.57,2656505.43,31782156.0,26106813.6,0.8214299118033402,11.381268690519295,13.855434927531714,960707.1399999997,26.55932216889315,0.45332845981632935
DEN,FAR,DEN-FAR,Denver,Fargo,hub,spoke,626.5,342,56441,46507,4117637.1,3158213.63,35360286.5,29136635.5,0.8239931964352155,11.644806950305679,14.132163955580939,959423.4700000002,23.300340624966687,0.46909067452211495
MSP,ATL,MSP-ATL,Minneapolis,Atlanta,spoke,hub,906.6,345,56211,45035,4552280.43,3606379.4699999997,50960892.6,40828731.0,0.8011777054313213,8.932889903894656,11.149698554187246,945900.96,20.778617981581597,0.6479404907294327
FAR,DEN,FAR-DEN,Fargo,Denver,spoke,hub,626.5,321,47241,36630,3477350.08,2536653.89,29596486.5,22948695.0,0.7753857877690988,11.749198946300602,15.152713825339523,940696.19,27.052099108755822,0.6235326235326235
DEN,SLC,DEN-SLC,Denver,Salt Lake City,hub,spoke,390.3,310,47940,38523,2675796.63,1741587.75,18710982.0,15035526.899999999,0.8035669586983729,14.300674491590017,17.796493916019664,934208.8799999999,34.913299072358875,0.31087921501440696
DEN,PHX,DEN-PHX,Denver,Phoenix,hub,spoke,602.0,304,43521,36694,3158956.54,2226170.36,26199642.0,22089788.0,0.8431332000643368,12.057250782281681,14.300529004624218,932786.1800000002,29.528300506470412,1.0255627623044639
PHX,LAS,PHX-LAS,Phoenix,Las Vegas,spoke,spoke,255.5,245,32688,26941,1769733.8599999999,840137.38,8351784.0,6883425.5,0.8241862457170828,21.189890207888517,25.71007502006087,929596.4799999999,52.527473255215895,0.5555844252254928
OMA,ORD,OMA-ORD,Omaha,Chicago O'Hare,spoke,hub,415.1,346,47128,37739,2970954.98,2049069.0,19562832.8,15665458.9,0.8007766083856731,15.186731954280159,18.965004465971948,921885.98,31.029954550169585,0.7807308089774504
DEN,MCI,DEN-MCI,Denver,Kansas City,hub,spoke,531.5,325,53943,40574,3372936.66,2451411.0999999996,28670704.5,21565081.0,0.7521643215987246,11.764401045673644,15.640732626972282,921525.5600000005,27.32116410392363,0.4251984029181249
MSP,ORD,MSP-ORD,Minneapolis,Chicago O'Hare,spoke,hub,333.7,300,41400,34051,2179429.51,1271120.93,13815180.0,11362818.7,0.822487922705314,15.775614288051257,19.180359799281142,908308.5799999998,41.676437610501104,0.8476696719626443
DEN,LAS,DEN-LAS,Denver,Las Vegas,hub,spoke,627.2,351,38748,33530,3102749.19,2202579.4,24302745.6,21030016.0,0.8653349850314855,12.76707266359238,14.753907890512306,900169.79,29.012006284658803,0.3815090963316433
IAH,DFW,IAH-DFW,Houston,Dallas/Fort Worth,spoke,hub,225.3,379,42938,33818,2109531.0,1218063.3,9673931.4,7619195.4,0.7876007266290931,21.806346487013542,27.687057349913875,891467.7,42.25904715313498,1.0841563664320777
STL,DEN,STL-DEN,St. Louis,Denver,spoke,hub,767.5,309,33992,25107,3156586.76,2275183.52,26088860.0,19269622.5,0.7386149682278184,12.099366396231954,16.381155157554332,881403.2399999998,27.922667964304576,0.6469908790377186
SEA,BOI,SEA-BOI,Seattle-Tacoma,Boise,hub,spoke,398.8,300,48868,36829,2651254.98,1769886.51,19488558.4,14687405.200000001,0.7536424654170418,13.604161608998233,18.051214247156466,881368.47,33.24344420467623,0.37307556545113907
DEN,TUL,DEN-TUL,Denver,Tulsa,hub,spoke,540.3,328,42362,33014,2881087.89,1999852.04,22888188.599999998,17837464.2,0.7793305320806383,12.58766231068194,16.151891646123108,881235.8500000001,30.5869131260692,0.5149330587023687
LAS,PHX,LAS-PHX,Las Vegas,Phoenix,spoke,spoke,255.5,236,33717,29592,1859340.85,982606.49,8614693.5,7560756.0,0.8776581546400926,21.583366256733335,24.591996488181874,876734.3600000001,47.15296606321536,1.17558799675588
MIA,ATL,MIA-ATL,Miami,Atlanta,spoke,hub,596.4,365,61302,49693,3943581.05,3081596.54,36560512.8,29636905.2,0.810626080715148,10.786448952652547,13.306318670547288,861984.5099999998,21.857912873376847,0.24430000201235585
ORD,BIL,ORD-BIL,Chicago O'Hare,Billings,hub,spoke,1057.9,321,46008,35337,4770254.29,3914872.79,48671863.2,37383012.300000004,0.7680620761606677,9.800845861187412,12.760486639542421,855381.5,17.931570268552708,0.8434219090471744
TUL,DFW,TUL-DFW,Tulsa,Dallas/Fort Worth,spoke,hub,237.2,321,45636,32516,2034141.0699999998,1241583.87,10824859.2,7712795.199999999,0.7125076693838198,18.791385942461034,26.373591120376176,792557.1999999997,38.96274509614025,0.9223766760979211
ORD,TUL,ORD-TUL,Chicago O'Hare,Tulsa,hub,spoke,585.2,287,37952,32139,2776352.27,1999473.97,22209510.400000002,18807742.8,0.8468328414839797,12.500736036036164,14.761751580311913,776878.3,27.9819786701635,0.8906313202028688
ORD,STL,ORD-STL,Chicago O'Hare,St. Louis,hub,spoke,258.3,329,42080,32700,2078136.6800000002,1310429.17,10869264.0,8446410.0,0.7770912547528517,19.119387292460647,24.6037864607567,767707.5100000002,36.942108639360534,1.2842813455657491
STL,ATL,STL-ATL,St. Louis,Atlanta,spoke,hub,483.9,333,44848,36126,2831291.0,2065871.25,21701947.2,17481371.4,0.8055208704958973,13.046253287354787,16.196046266713378,765419.75,27.03430166662487,0.9806787355367326
ATL,DTW,ATL-DTW,Atlanta,Detroit,hub,spoke,595.0,322,45632,37100,2792566.48,2052517.26,27151040.0,22074500.0,0.8130259467040674,10.285302073143422,12.6506443181046,740049.22,26.500684058916296,0.8319137466307278
