origin,dest,route,origin_city,dest_city,origin_tier,dest_tier,distance_miles,departures,seats,passengers,revenue,op_cost,asm,rpm,load_factor,rasm_cents,yield_cents_per_mile,operating_profit,operating_margin_pct,seasonality_index,q1_to_q4_growth_pct,network_value,score_margin,score_load_factor,score_growth,score_network_value,route_health_score,recommendation
FAR,ORD,FAR-ORD,Fargo,Chicago O'Hare,spoke,hub,556.3,324,44534,38540,3536309.52,2230154.52,24774264.2,21439802.0,0.8654062064939148,14.274125323972289,16.494133294701136,1306155.0,36.93553951125862,0.8066424494032174,-22.795153564384332,0.4848,0.45519705246640185,0.8322233803249242,0.12438406381333315,0.46724262059035265,48.50978719190113,MAINTAIN
ORD,SEA,ORD-SEA,Chicago O'Hare,Seattle-Tacoma,hub,hub,1716.3,328,49200,40820,7832309.729999999,5346388.03,84441960.0,70059366.0,0.8296747967479675,9.27537651897232,11.179532698026414,2485921.6999999997,31.73931810278396,0.4717295443410093,-20.076819267102668,0.6919,0.35967620197924377,0.6755102974375463,0.13148118196581737,0.9642428605711539,48.36807206299206,MAINTAIN
ATL,PHX,ATL-PHX,Atlanta,Phoenix,hub,spoke,1583.7,357,56709,47531,9135985.6,5685703.51,89810043.3,75274844.7,0.8381562009557566,10.172565633313752,12.13683752707895,3450282.09,37.765844223747465,0.1256443163409143,0.7051957526140876,0.5024,0.4704603382399986,0.7127085778879101,0.18573956225006863,0.5094792416606669,47.99310784670907,MAINTAIN
ATL,MSP,ATL-MSP,Atlanta,Minneapolis,hub,spoke,906.6,308,44404,36827,4686800.0,3046796.01,40256666.400000006,33387358.200000003,0.829362219619854,11.642295349125082,14.03764853728379,1640003.9900000002,34.99197725527012,0.8562196214733755,72.59195649062545,0.4778,0.41946902914469003,0.6741393768459706,0.37342392287753784,0.45044396448284124,47.85738351173025,MAINTAIN
DEN,GEG,DEN-GEG,Denver,Spokane,hub,spoke,834.5,313,50400,39858,5348594.61,2997560.24,42058800.0,33261501.0,0.7908333333333334,12.716945347941454,16.08043668865094,2351034.37,43.95611448294078,0.4732801445130212,23.789577430085007,0.481,0.5842545424167374,0.5051569439358694,0.24600903845315575,0.45812335013198924,47.79113631610918,MAINTAIN
ATL,SEA,ATL-SEA,Atlanta,Seattle-Tacoma,hub,hub,2177.8,388,59200,43998,11201520.02,6738156.61,128925760.0,95818844.4,0.7432094594594595,8.688349031256436,11.69031007433022,4463363.409999999,39.84605126831706,0.5328424019273603,22.755788753279344,0.7068000000000001,0.5087002688485357,0.29628513767692544,0.24330998837998155,1.0,47.6213389634642,MAINTAIN
TUL,DEN,TUL-DEN,Tulsa,Denver,spoke,hub,540.3,292,45868,37934,3371467.86,2123997.77,24782480.4,20495740.2,0.8270253771692684,13.604238984891923,16.44960283015297,1247470.09,37.00080029830093,0.8674012759002478,46.248959695636664,0.47309999999999997,0.4563967253424607,0.6638903050277251,0.30464674527597946,0.4391648668106549,47.53353454707096,MAINTAIN
DFW,MSP,DFW-MSP,Dallas/Fort Worth,Minneapolis,hub,spoke,852.6,314,47770,38858,5267284.73,2957107.88,40728702.0,33130330.800000004,0.8134393971111576,12.932611331438943,15.898678349447689,2310176.850000001,43.85897038833517,0.1987750270214627,-18.32937826293308,0.4634,0.5824687665986787,0.6043040520897351,0.13604345941767054,0.4158867290616749,47.365522090469064,MAINTAIN
TUL,ATL,TUL-ATL,Tulsa,Atlanta,spoke,hub,672.4,378,61324,49487,5072552.5,3204868.08,41234257.6,33275058.8,0.8069760615745875,12.301791750944489,15.244308148299954,1867684.42,36.8194202031423,0.6101804514316891,73.0311670435552,0.4927,0.4530624600005841,0.5759567451999938,0.37457062848732153,0.48620110391168697,47.30584615844495,MAINTAIN
TUL,SEA,TUL-SEA,Tulsa,Seattle-Tacoma,spoke,hub,1555.5,354,51567,42485,8237864.49,4878502.05,80212468.5,66085417.5,0.8238796129307503,10.270054823209936,12.465479982781376,3359362.4400000004,40.77953022992735,1.145627868659527,-21.00559667810074,0.4961,0.5258601812763356,0.6500934127315584,0.12905629881961883,0.4943604511639067,47.283275313193364,MAINTAIN
DFW,ORD,DFW-ORD,Dallas/Fort Worth,Chicago O'Hare,hub,hub,802.1,322,51942,41196,4652320.72,3085996.31,41662678.2,33043311.6,0.7931153979438604,11.166638634383323,14.079462664995113,1566324.4099999997,33.667593106091786,0.4362559471793378,20.524928618493302,0.6740999999999999,0.3951232035232291,0.5151657676292709,0.2374855840842788,0.9215262778977678,47.25667818181303,MAINTAIN
PHX,DEN,PHX-DEN,Phoenix,Denver,spoke,hub,602.0,330,45044,37556,3624369.03,2393129.78,27116488.0,22608712.0,0.8337625432910043,13.36592345586936,16.03085142576897,1231239.25,33.971133728620345,0.7553520076685483,61.46465635402388,0.4828,0.40070311556740057,0.6934385954637436,0.34437239530545566,0.4624430045596351,47.188182483793256,MAINTAIN
DTW,SEA,DTW-SEA,Detroit,Seattle-Tacoma,spoke,hub,1922.2,336,55531,44481,10947576.88,6295326.16,106741688.2,85501378.2,0.8010120473249176,10.25613990617023,12.803977094254604,4652250.719999999,42.4957117999248,0.6013354016321576,-1.5071018106906646,0.49850000000000005,0.5574083217942093,0.549799393276424,0.17996362173718625,0.5001199904007679,47.142389994434225,MAINTAIN
ORD,SFO,ORD-SFO,Chicago O'Hare,San Francisco,hub,spoke,1842.2,334,38364,32306,8215077.86,4872874.44,70674160.8,59514113.2,0.8420915441559795,11.623877478004664,13.803579383587286,3342203.42,40.68377046398437,0.8731504983594379,-53.36273428886439,0.4849,0.5240998532290343,0.7299684556680406,0.04457720111282724,0.4674826013918885,47.11698856399727,MAINTAIN
DFW,MIA,DFW-MIA,Dallas/Fort Worth,Miami,hub,spoke,1120.2,306,43578,36139,5417519.51,3225489.97,48816075.6,40482907.8,0.8292945981917481,11.09781858417148,13.382239084120334,2192029.54,40.46186702149966,0.7580729959323722,-31.623430962343097,0.4968,0.5200206572352689,0.6738427984981508,0.10133490174416654,0.49604031677465793,47.11419903836772,MAINTAIN
MIA,ORD,MIA-ORD,Miami,Chicago O'Hare,spoke,hub,1199.5,335,50146,40852,7486045.09,4210771.84,60150127.0,49001974.0,0.8146611893271647,12.445601469802382,15.277027594847508,3275273.25,43.75171683610578,1.08812298051503,-47.08535347840794,0.49629999999999996,0.5804971511263257,0.6096626658746274,0.06096639700550971,0.49484041276697843,47.10338682353358,MAINTAIN
BIL,DEN,BIL-DEN,Billings,Denver,spoke,hub,455.3,302,52844,45418,3302633.8,2209591.55,24059873.200000003,20678815.4,0.8594731663008099,13.726729864893883,15.971097648079008,1093042.25,33.09607774255808,0.516359152758818,18.1484115694642,0.4757,0.3846171782214239,0.8062018763829579,0.23128089384245715,0.44540436765058783,46.84641743003886,MAINTAIN
SLC,ATL,SLC-ATL,Salt Lake City,Atlanta,spoke,hub,1586.7,310,54066,41545,8209339.8,4969896.61,85786522.2,65919451.5,0.7684126807975438,9.56949831916604,12.453592396775328,3239443.1899999995,39.46045929296287,0.5649777349861596,95.2528044220452,0.5066,0.5016120271183457,0.40682302416577626,0.43258762300286474,0.519558435325174,46.68018567881314,MAINTAIN
MSP,DEN,MSP-DEN,Minneapolis,Denver,spoke,hub,678.7,287,43870,34471,3910949.77,2338087.29,29774569.0,23395467.700000003,0.7857533622065193,13.135201957079545,16.71669838000289,1572862.4799999995,40.21689289044486,0.5597748832351832,80.91244548809125,0.4582,0.5155173584906191,0.48287688440499105,0.395147333997543,0.4034077273818093,46.64667904042754,MAINTAIN
BOS,SEA,BOS-SEA,Boston,Seattle-Tacoma,spoke,hub,2488.9,344,53410,44600,12587968.83,7837692.57,132932149.0,111004940.0,0.8350496161767459,9.46946914248712,11.340007778032222,4750276.26,37.736638246823496,0.5362331838565022,-9.49836423118866,0.4859,0.46992345200367774,0.6990835213499438,0.1590997663819063,0.4698824094072473,46.504257582642545,MAINTAIN
ATL,BOI,ATL-BOI,Atlanta,Boise,hub,spoke,1834.4,356,58697,46781,11024471.53,6200720.88,107673776.8,85815066.4,0.796991328347275,10.238771089526786,12.846778534917034,4823750.649999999,43.75493770266917,0.435732455484064,-17.31401777591154,0.4869,0.5805563595182043,0.5321650689973038,0.13869439655625643,0.47228221742260607,46.384502298124985,MAINTAIN
SEA,PHX,SEA-PHX,Seattle-Tacoma,Phoenix,hub,spoke,1107.6,308,50715,41338,6769763.640000001,4045451.38,56171933.99999999,45785968.8,0.8151040126195406,12.05186141534668,14.785673029157351,2724312.2600000007,40.24235416289956,0.2692921766897286,-19.83059292476333,0.5058,0.5159854067526487,0.6116048283534093,0.13212403794036906,0.5176385889128869,46.33659657144186,MAINTAIN
DEN,LAS,DEN-LAS,Denver,Las Vegas,hub,spoke,627.2,351,38748,33530,3102749.19,2202579.4,24302745.6,21030016.0,0.8653349850314855,12.76707266359238,14.753907890512306,900169.79,29.012006284658803,0.3815090963316433,45.66614308153649,0.4844,0.3095407046761243,0.8319110127182614,0.30312510815591076,0.46628269738420913,46.23614612888286,MAINTAIN
MCI,ATL,MCI-ATL,Kansas City,Atlanta,spoke,hub,691.5,327,59744,48881,5085624.2,3423952.13,41312976.0,33801211.5,0.8181742099625067,12.309992385927366,15.045686158320096,1661672.0700000003,32.67390598778416,0.7032589349645056,88.37765957446808,0.4912,0.3768564994709203,0.6250702945667436,0.4146377647578756,0.4826013918886488,46.23279351649264,MAINTAIN
LAX,DEN,LAX-DEN,Los Angeles,Denver,spoke,hub,861.0,319,48700,38447,5458030.29,3053435.09,41930700.0,33102867.0,0.7894661190965092,13.016787914344382,16.488089354919016,2404595.2,44.05609848676747,0.2662366374489557,-1.5597106079113032,0.471,0.586092523582255,0.4991605290296668,0.1798262689288476,0.4341252699784015,46.031118597284845,MAINTAIN
ORD,TUL,ORD-TUL,Chicago O'Hare,Tulsa,hub,spoke,585.2,287,37952,32139,2776352.27,1999473.97,22209510.4,18807742.8,0.8468328414839797,12.500736036036164,14.761751580311913,776878.3,27.9819786701635,0.8906313202028688,97.94311833417979,0.4778,0.29060596228786023,0.75076313817398,0.43961158459610383,0.45044396448284124,45.942208105028605,MAINTAIN
BIL,DFW,BIL-DFW,Billings,Dallas/Fort Worth,spoke,hub,1080.7,330,47835,39922,5924530.24,3567728.7800000003,51695284.5,43143705.4,0.8345771924323194,11.46048483396972,13.732084866312851,2356801.46,39.78039379540749,0.9515555332899154,-50.323974082073434,0.4809,0.507493303794481,0.6970115353313494,0.052510897952921264,0.4578833693304534,45.6434890340782,MAINTAIN
LAX,JFK,LAX-JFK,Los Angeles,New York JFK,spoke,spoke,2469.6,247,37050,28696,10488779.56,4859070.96,91498680.0,70867641.6,0.7745209176788124,11.463312432485363,14.800520129062685,5629708.599999999,53.67362873626833,0.1495678840256481,-7.867231638418079,0.31589999999999996,0.7628891988586398,0.4336129168533593,0.16335838194101435,0.06191504679625613,45.551784216443714,MAINTAIN
LAX,DFW,LAX-DFW,Los Angeles,Dallas/Fort Worth,spoke,hub,1232.3,320,54615,44294,6943843.2,4468680.72,67302064.5,54583496.2,0.8110226128353016,10.31742971272449,12.72150683524739,2475162.4800000004,35.645425864455014,0.4651645821104438,56.42365536579148,0.47619999999999996,0.4314812129975937,0.5937043663444479,0.33121118122812465,0.4466042716582671,45.425145377951445,MAINTAIN
BOI,SEA,BOI-SEA,Boise,Seattle-Tacoma,spoke,hub,398.8,302,48906,39536,2696757.71,1671870.84,19503712.8,15766956.8,0.8084079663027032,13.826894077316396,17.103856782305638,1024886.87,38.00441048892005,0.1670376365843787,18.00727107475574,0.4903,0.4748458427740557,0.5822368837654608,0.23091239951560127,0.4804415646748259,45.37462726553316,MAINTAIN
SFO,ATL,SFO-ATL,San Francisco,Atlanta,spoke,hub,2134.4,356,52903,40652,10875733.21,6672774.79,112916163.2,86767628.80000001,0.7684252310833034,9.631688592479556,12.53432110616811,4202958.420000001,38.6452879897373,0.9617239004231034,84.70277946845202,0.4998,0.4866269350570572,0.40687806800497806,0.4050432647971126,0.5032397408207343,45.28649051066,MAINTAIN
MIA,DFW,MIA-DFW,Miami,Dallas/Fort Worth,spoke,hub,1120.2,329,48284,41323,6050127.15,3854418.9,54087736.8,46290024.6,0.855832159721647,11.185765032786508,13.070045225251404,2195708.25,36.29193561659279,1.3891537400479153,-67.57835895388301,0.4968,0.4433658415609039,0.7902329188217865,0.007462572511077978,0.49604031677465793,45.080312834822244,MAINTAIN
SFO,DFW,SFO-DFW,San Francisco,Dallas/Fort Worth,spoke,hub,1461.5,326,55218,44630,8301142.31,5029390.32,80701107.0,65226745.0,0.808250932666884,10.28628059587832,12.726592918288352,3271751.99,39.41327431597784,0.2967510643065202,-6.362645653449577,0.4854,0.5007446373792411,0.581548155686686,0.16728660538158657,0.4686825053995679,44.94445907596205,MAINTAIN
JFK,ATL,JFK-ATL,New York JFK,Atlanta,spoke,hub,759.3,335,57537,46049,5162029.9,3145577.5300000003,43687844.1,34965005.7,0.80033717433999,11.815712142224935,14.763417870685489,2016452.37,39.0631671854516,0.4757540880366566,-18.747598924318094,0.5287,0.49430870475809785,0.5468394925398623,0.13495155491915917,0.5725941924646025,44.731279489172685,MAINTAIN
IAH,ORD,IAH-ORD,Houston,Chicago O'Hare,spoke,hub,926.7,314,57171,45790,6132251.79,3728010.53,52980365.7,42433593.0,0.8009305417082087,11.574574295548889,14.451408321703983,2404241.26,39.206499379569664,0.4454247652325835,17.98736562119029,0.4675,0.496943544963717,0.549441920773718,0.230860429691296,0.42572594192464597,44.61688754058724,MAINTAIN
DEN,STL,DEN-STL,Denver,St. Louis,hub,spoke,767.5,369,61536,46148,5999478.16,3493187.22,47228880.0,35418590.0,0.749934997399896,12.702986308377415,16.93878316443427,2506290.9400000004,41.775148990624885,0.5690387449076884,79.99268916778361,0.4798,0.5441623942320217,0.3257824284979622,0.3927460034168101,0.4552435805135588,44.59463025776951,MAINTAIN
MIA,SEA,MIA-SEA,Miami,Seattle-Tacoma,spoke,hub,2721.5,359,60282,48231,14397128.62,8613732.74,164057463.0,131260666.5,0.8000895789787996,8.775662110537453,10.968349471240876,5783395.880000001,40.1704814386801,0.514440919740416,-28.230240549828178,0.5146000000000001,0.5146641882739529,0.5457535731026883,0.11019395682638246,0.5387568994480442,44.51563948677364,MAINTAIN
MSP,ORD,MSP-ORD,Minneapolis,Chicago O'Hare,spoke,hub,333.7,300,41400,34051,2179429.51,1271120.93,13815180.0,11362818.7,0.822487922705314,15.775614288051257,19.180359799281145,908308.5799999998,41.676437610501104,0.8476696719626443,-64.71748878923766,0.4629,0.5423478073926683,0.6439896494822763,0.014931828076042505,0.4146868250539955,44.31259247009442,MAINTAIN
SLC,BOI,SLC-BOI,Salt Lake City,Boise,spoke,spoke,289.4,253,38620,31475,2104407.84,1136431.21,11176628.0,9108865.0,0.814992232004143,18.82864706600237,23.10285463666439,967976.63,45.99757763685199,0.1438602065131056,5.796301407673199,0.2901,0.6217822536843444,0.6111145738414671,0.199031591268305,0.0,44.12978631877655,MAINTAIN
LAX,LAS,LAX-LAS,Los Angeles,Las Vegas,spoke,spoke,236.4,215,25160,19550,1270250.48,671832.4299999999,5947824.0,4621620.0,0.777027027027027,21.356557961365365,27.484961550278907,598418.05,47.11024002132241,1.1324808184143222,68.97524287057348,0.2912,0.6422360505715103,0.4446043701658369,0.36398128592487317,0.0026397888168946237,44.12377382775722,MAINTAIN
SEA,SLC,SEA-SLC,Seattle-Tacoma,Salt Lake City,hub,spoke,687.6,375,52096,43810,4735369.49,3221001.15,35821209.6,30123756.0,0.8409474815724816,13.219457251382153,15.719717986030693,1514368.3400000003,31.97994038686937,1.0230540972380735,-3.783222231841399,0.51,0.3640995017994774,0.7249507534348842,0.17402105037120572,0.5277177825773937,44.08393665393622,MAINTAIN
ORD,IAH,ORD-IAH,Chicago O'Hare,Houston,hub,spoke,926.7,331,51180,40224,5822083.84,3385743.29,47428506.0,37275580.8,0.7859320046893318,12.27549491017069,15.619029174187943,2436340.55,41.84653840367918,0.6274860779634049,1.1145104895104896,0.4675,0.5454747281213368,0.48366038593530447,0.18680821486288807,0.42572594192464597,44.032552199363536,MAINTAIN
ATL,ORD,ATL-ORD,Atlanta,Chicago O'Hare,hub,hub,606.4,372,66291,48609,4948171.27,3139957.76,40198862.4,29476497.6,0.7332669593157443,12.30923208911504,16.78683586207338,1808213.51,36.54306634378078,0.294019625995186,33.94129381590197,0.6885,0.447982315486617,0.25267869001062426,0.2725134793207492,0.9560835133189343,44.02778215592929,MAINTAIN
LAX,ATL,LAX-ATL,Los Angeles,Atlanta,spoke,hub,1942.3,356,49401,40503,9893720.34,5952657.97,95951562.3,78668976.9,0.8198821886196636,10.31116128059126,12.57639380842132,3941062.37,39.833977862365984,0.7939165000123448,-57.87200345547476,0.49060000000000004,0.5084783264188226,0.6325612556783257,0.03280425026980889,0.4811615070794336,44.026672060298736,MAINTAIN
MCI,DFW,MCI-DFW,Kansas City,Dallas/Fort Worth,spoke,hub,460.9,354,58660,48809,3497370.41,2277633.42,27036394.0,22496068.1,0.8320661438799863,12.935787257723794,15.546585271939144,1219736.9900000002,34.87583089604742,0.6714335470917249,-5.531720675490644,0.4768,0.41733393940508706,0.6859984193442131,0.1694560121209718,0.44804415646748247,43.95310064924048,MAINTAIN
DFW,BIL,DFW-BIL,Dallas/Fort Worth,Billings,hub,spoke,1080.7,334,52520,42481,6120156.5,3881293.88,56758364.0,45909216.7,0.8088537699923839,10.7828275318154,13.330997433463072,2238862.62,36.581787083385855,0.3346437230761988,12.95331041366308,0.4809,0.44869410924747105,0.584192117859754,0.21771734989067087,0.4578833693304534,43.77516485416291,MONITOR
JFK,ORD,JFK-ORD,New York JFK,Chicago O'Hare,spoke,hub,737.8,333,53655,41554,4959679.85,3107444.43,39586659.0,30658541.2,0.7744664989283384,12.528664896929037,16.177155389245986,1852235.4199999997,37.34586658854602,0.6572652452230833,45.047970479704794,0.5138,0.46273999344587574,0.4333742436463885,0.30151116243988335,0.5368370530357571,43.42673487332876,MONITOR
DTW,DEN,DTW-DEN,Detroit,Denver,spoke,hub,1120.0,325,50300,41605,6292041.32,4097279.67,56336000.0,46597600.0,0.8271371769383697,11.168775418915082,13.502930022147064,2194761.6500000004,34.88155176323604,0.1955534190602091,-6.584645669291339,0.47550000000000003,0.41743910468893924,0.6643806435451959,0.1667070003109895,0.44492440604751615,43.315086373119996,MONITOR
SLC,DEN,SLC-DEN,Salt Lake City,Denver,spoke,hub,390.3,312,55809,45092,3124440.76,2018254.29,21782252.7,17599407.6,0.8079700406744432,14.343974441174304,17.753101871451623,1106186.4699999995,35.40430288074977,0.1652621307549011,18.18980667838313,0.487,0.42704870894032576,0.5803162017725598,0.2313889695781113,0.4725221982241419,43.305465766851384,MONITOR
MSP,SEA,MSP-SEA,Minneapolis,Seattle-Tacoma,spoke,hub,1395.0,317,42276,34053,5942382.06,3972033.88,58975020.0,47503935.0,0.8054924780017031,10.076100118321282,12.509241729132544,1970348.18,33.157547934573564,0.6216192405955422,54.15282392026578,0.4812,0.38574716952844396,0.5694499502797584,0.3252824184967017,0.4586033117350611,43.05083358409168,MONITOR
DEN,SLC,DEN-SLC,Denver,Salt Lake City,hub,spoke,390.3,310,47940,38523,2675796.63,1741587.75,18710982.0,15035526.9,0.8035669586983729,14.300674491590016,17.796493916019664,934208.88,34.913299072358875,0.3108792150144069,26.738830032243204,0.487,0.41802270760530963,0.5610048856061416,0.25370904584369985,0.4725221982241419,42.90804433460205,MONITOR
DEN,IAH,DEN-IAH,Denver,Houston,hub,spoke,862.3,331,54008,44612,5683055.94,3610800.52,46571098.4,38468927.6,0.8260257739594135,12.202967366558823,14.77310727008673,2072255.4199999997,36.46375192991677,0.5498968887294898,-26.468307128252132,0.4628,0.446524298271295,0.6595061818768535,0.11479407156658959,0.41444684425245965,42.86121057289182,MONITOR
SEA,MIA,SEA-MIA,Seattle-Tacoma,Miami,hub,spoke,2721.5,338,61011,46353,14533091.5,8117864.92,166041436.5,126149689.5,0.7597482421202734,8.752689573364417,11.520513096467036,6415226.58,44.142201815766455,0.4830755290919681,-31.424138163664576,0.5146000000000001,0.5876753397421565,0.3688219795314349,0.10185522205229607,0.5387568994480442,42.84602101073872,MONITOR
ORD,MCI,ORD-MCI,Chicago O'Hare,Kansas City,hub,spoke,402.0,348,50296,39763,2960658.33,1867726.23,20218992.0,15984726.0,0.7905797677747733,14.642957126646078,18.521795931941533,1092932.1,36.91517149836064,0.8547644795412821,30.10698930106989,0.4763,0.45482263233265335,0.5040448400284518,0.26250274877830654,0.4468442524598031,42.746745056480606,MONITOR
ATL,TUL,ATL-TUL,Atlanta,Tulsa,hub,spoke,672.4,301,46680,36305,3946359.09,2494298.04,31387632.0,24411482.0,0.7777420736932305,12.57297489023702,16.165995534396476,1452061.0499999998,36.794954966959175,0.5734747279988982,43.447749809305876,0.4927,0.45261272162650906,0.4477404671814829,0.29733325276217165,0.48620110391168697,42.53770215851617,MONITOR
SEA,BIL,SEA-BIL,Seattle-Tacoma,Billings,hub,spoke,662.2,354,47800,38249,3650555.26,2531190.67,31653160.0,25328487.8,0.8001882845188284,11.532988365142687,14.412843312343345,1119364.59,30.662858394862376,0.987110774137886,75.30224525043178,0.49870000000000003,0.339887909923765,0.5461864821198795,0.3805000354715374,0.5005999520038397,42.36917843943593,MONITOR
ATL,JFK,ATL-JFK,Atlanta,New York JFK,hub,spoke,759.3,357,52964,43279,4304025.16,3088705.67,40215565.2,32861744.7,0.8171399441129824,10.702386348656862,13.097372641934014,1215319.4900000002,28.23681193350645,0.8603710806626771,52.403035413153454,0.5287,0.2952904990181921,0.6205341458125662,0.32071401210560635,0.5725941924646025,42.328166735123,MONITOR
DEN,DFW,DEN-DFW,Denver,Dallas/Fort Worth,hub,hub,640.9,334,51630,40621,3848939.46,2712701.09,33089667.0,26033998.9,0.7867712570211117,11.63184706573203,14.784280643109346,1136238.37,29.520816884971214,0.547992417714975,-2.188313224509108,0.6694,0.31889404385436954,0.48734123203594215,0.17818509218122808,0.9102471802255817,42.156702102081624,MONITOR
ORD,PDX,ORD-PDX,Chicago O'Hare,Portland,hub,spoke,1735.0,318,50898,40329,9351450.25,5549395.35,88308030.0,69970815.0,0.7923494046917364,10.58958086824041,13.36478680432692,3802054.9,40.65738252737858,0.4393860497408812,-27.956777996070727,0.4615,0.5236147703295498,0.5118062258461512,0.11090792201316524,0.41132709383249333,42.12781130708648,MONITOR
MCI,DEN,MCI-DEN,Kansas City,Denver,spoke,hub,531.5,334,32608,25815,2461355.09,1804720.3,17331152.0,13720672.5,0.7916768891069677,14.201912775330802,17.939026603834467,656634.7899999998,26.677775696313688,1.0818516366453612,159.44279515871202,0.4716,0.2666311222114085,0.5088566643447084,0.6001769989381777,0.4355651547876169,41.92367879765186,MONITOR
SEA,SFO,SEA-SFO,Seattle-Tacoma,San Francisco,hub,spoke,679.2,337,52210,42416,4428416.26,2852422.85,35461032.0,28808947.200000003,0.8124114154376556,12.488120086296416,15.371669881778946,1575993.4099999997,35.588194909211175,0.4160694077706526,-31.95561273721454,0.5032000000000001,0.4304291505296303,0.5997954648732875,0.1004676304498588,0.5113990880729542,41.892391573108895,MONITOR
DEN,ORD,DEN-ORD,Denver,Chicago O'Hare,hub,hub,886.2,306,48120,35848,4911710.46,3176572.85,42643944.0,31768497.6,0.744970906068163,11.5179554217593,15.460946632868152,1735137.61,35.32654508303407,0.0893773711225173,-4.85522404491908,0.6689,0.4256193066139164,0.3040106019212448,0.1712222321630487,0.9090472762179025,41.68519109911729,MONITOR
SLC,ORD,SLC-ORD,Salt Lake City,Chicago O'Hare,spoke,hub,1246.9,329,55395,45365,6913146.11,4655463.84,69072025.5,56565618.5,0.8189367271414387,10.0086048728946,12.22146295456842,2257682.2700000005,32.65781214625594,0.2755428193541276,-1.106259097525473,0.4917,0.3765606503702885,0.6284145907676115,0.18101015530693174,0.4838012958963282,41.65001332858539,MONITOR
IAH,SEA,IAH-SEA,Houston,Seattle-Tacoma,spoke,hub,1872.8,335,37458,30268,7048358.279999999,4744769.12,70151342.39999999,56685910.4,0.8080516845533664,10.047360519219373,12.43405677048101,2303589.159999999,32.68263428856229,0.8174970265627065,22.68377555458895,0.4858,0.3770169496611826,0.5806742806744533,0.24312197391091672,0.4696424286057114,41.50461091061264,MONITOR
SEA,FAR,SEA-FAR,Seattle-Tacoma,Fargo,hub,spoke,1192.2,341,47680,36251,6407803.199999999,3940322.9,56844096.0,43218442.2,0.7602978187919464,11.272592319877862,14.82654828313085,2467480.3,38.50742950407715,0.471711125210339,27.9510556621881,0.5031,0.48409271667759163,0.371232347751251,0.2568739650855281,0.5111591072714181,41.449383271666775,MONITOR
LAX,SEA,LAX-SEA,Los Angeles,Seattle-Tacoma,spoke,hub,955.2,330,56824,46308,6645427.609999999,4368743.109999999,54278284.8,44233401.6,0.8149373504153175,12.243252775002942,15.023550913163325,2276684.5,34.25941314256525,0.3099248509976678,-22.682036228252308,0.494,0.40600248459602717,0.6108738706887016,0.12467939433998179,0.4893208543316533,41.34534685283307,MONITOR
ATL,OMA,ATL-OMA,Atlanta,Omaha,hub,spoke,820.3,392,66249,51627,6557812.399999999,4158900.81,54344054.7,42349628.1,0.7792872345242947,12.067212202331303,15.484935037717603,2398911.5899999994,36.5809731001149,0.417146066980456,34.47028928850664,0.4719,0.44867914599471265,0.4545173315457659,0.2738945984034753,0.43628509719222447,41.332267554385524,MONITOR
JFK,DFW,JFK-DFW,New York JFK,Dallas/Fort Worth,spoke,hub,1388.7,322,48447,39390,7358215.22,4702690.22,67278348.9,54700893.0,0.8130534398414763,10.936973543950923,13.451727780751222,2655525.0,36.08925426348157,1.1534907336887534,-58.75,0.5143,0.4396400004727054,0.6026112962196305,0.030511947509180907,0.5380369570434363,41.33167573023414,MONITOR
JFK,SFO,JFK-SFO,New York JFK,San Francisco,spoke,spoke,2580.0,242,32164,25595,8625967.02,4942955.21,82983120.0,66035100.0,0.7957654520582017,10.394845385422965,13.062700018626458,3683011.81,42.69679911203741,0.5576089079898418,10.657520495231722,0.3251,0.5611048600217464,0.5267885430257526,0.21172342474294975,0.08399328053755692,41.10827567943602,MONITOR
ORD,MIA,ORD-MIA,Chicago O'Hare,Miami,hub,spoke,1199.5,367,51328,36853,6554498.96,4063341.49,61567936.0,44205173.5,0.717990180798005,10.645961820126631,14.827447651574085,2491157.47,38.00683294333759,0.6508018343147098,118.49802371541503,0.49629999999999996,0.47489037415331,0.18567682596091029,0.4932770194359765,0.49484041276697843,40.925682195379366,MONITOR
OMA,ORD,OMA-ORD,Omaha,Chicago O'Hare,spoke,hub,415.1,346,47128,37739,2970954.98,2049069.0,19562832.8,15665458.9,0.8007766083856731,15.18673195428016,18.965004465971948,921885.98,31.029954550169585,0.7807308089774504,65.33091568449683,0.45699999999999996,0.3466361475774418,0.5487667902455592,0.3544665545499423,0.40052795776337874,40.68186611668618,MONITOR
ORD,BOS,ORD-BOS,Chicago O'Hare,Boston,hub,spoke,863.9,301,37576,30904,4134440.55,2610221.98,32461906.4,26697965.6,0.8224398552267405,12.736283873950176,15.485976017588396,1524218.5700000003,36.866380144225324,1.1193373026145483,-70.43666937889883,0.4676,0.4539257129604679,0.643778832086393,0.0,0.42596592272618183,40.64098816147126,MONITOR
DFW,FAR,DFW-FAR,Dallas/Fort Worth,Fargo,hub,spoke,968.8,342,53870,43777,5666744.79,3952956.95,52189256.0,42411157.6,0.8126415444588825,10.858067779314576,13.361448049699073,1713787.84,30.242897880707275,0.2708271466751947,29.436605211659284,0.48529999999999995,0.3321678798615943,0.6008047793289649,0.2607524875632491,0.46844252459803193,40.54852229792336,MONITOR
