account_id,signup_date,industry,acquisition_channel,plan,seats,mrr,churn_date,churn_flag,usage_events,feature_uses,tickets,avg_resolution_hours,avg_satisfaction,health_score,revenue_at_risk
10233,2025-01-12,Financial Services,Referral,Starter,2,158,,False,5.0,17.0,3.0,39.93333333333333,4.233333333333333,51.86666666666667,0
10234,2026-04-01,Professional Services,Paid Search,Pro,9,1791,,False,2.0,42.0,2.0,20.3,3.4,52.2,0
10235,2025-10-23,Retail,Organic,Pro,10,1990,,False,6.0,113.0,3.0,35.53333333333333,3.9,59.8,0
10236,2026-03-08,Manufacturing,Referral,Pro,9,1791,,False,4.0,64.0,3.0,32.699999999999996,3.7000000000000006,53.9,0
10237,2026-02-02,Technology,Organic,Business,25,12475,,False,5.0,264.0,1.0,51.1,5.0,78.0,0
10238,2025-09-17,Technology,Paid Search,Enterprise,46,59754,,False,4.0,370.0,2.0,26.0,3.25,67.25,0
10239,2025-07-05,Professional Services,Referral,Starter,3,237,,False,9.0,60.0,3.0,40.46666666666667,3.633333333333333,53.166666666666664,0
10240,2026-01-12,Healthcare,Events,Pro,9,1791,,False,7.0,120.0,2.0,38.0,3.5,60.5,0
10241,2025-03-26,Retail,Referral,Starter,3,237,,False,6.0,36.0,3.0,34.833333333333336,3.4,49.6,0
10242,2025-12-17,Financial Services,Paid Search,Business,15,7485,,False,5.0,149.0,2.0,28.85,3.6,63.900000000000006,0
10243,2025-02-26,Technology,Organic,Pro,17,3383,,False,5.0,153.0,1.0,22.3,4.3,69.8,0
10244,2026-01-25,Healthcare,Paid Search,Starter,3,237,,False,3.0,12.0,0.0,0.0,0.0,41.2,0
10245,2026-01-13,Technology,Referral,Starter,2,158,,False,8.0,31.0,0.0,0.0,0.0,43.1,0
10246,2025-02-20,Healthcare,Referral,Business,21,10479,,False,9.0,404.0,2.0,53.900000000000006,3.0,66.0,0
10247,2026-03-31,Technology,Organic,Starter,3,237,,False,2.0,16.0,1.0,21.6,4.3,56.1,0
10248,2025-09-07,Manufacturing,Organic,Pro,5,995,,False,9.0,82.0,0.0,0.0,0.0,48.2,0
10249,2026-04-18,Professional Services,Organic,Starter,4,316,,False,1.0,6.0,0.0,0.0,0.0,40.6,0
10250,2025-01-25,Professional Services,Events,Enterprise,44,57156,,False,6.0,517.0,1.0,15.2,3.5,70.5,0
10251,2025-04-18,Retail,Referral,Starter,2,158,,False,7.0,30.0,3.0,30.433333333333334,3.266666666666667,48.333333333333336,0
10252,2025-10-24,Technology,Organic,Starter,5,395,2026-08-07,True,2.0,20.0,2.0,15.9,4.550000000000001,55.75,395
10253,2025-04-23,Technology,Events,Business,22,10978,,False,10.0,428.0,0.0,0.0,0.0,60.0,0
10254,2025-07-17,Financial Services,Organic,Business,12,5988,,False,6.0,139.0,1.0,35.8,3.2,62.9,0
10255,2026-02-01,Professional Services,Referral,Starter,6,474,,False,1.0,13.0,2.0,28.05,3.95,52.05,0
10256,2025-03-28,Retail,Paid Search,Pro,10,1990,,False,9.0,188.0,4.0,39.375,3.45,63.05,0
10257,2026-02-11,Healthcare,Events,Pro,8,1592,,False,5.0,76.0,0.0,0.0,0.0,47.6,0
10258,2025-03-04,Technology,Paid Search,Business,31,15469,,False,3.0,188.0,1.0,24.1,4.4,73.8,0
10259,2025-04-16,Retail,Referral,Starter,3,237,,False,6.0,37.0,0.0,0.0,0.0,43.7,0
10260,2025-12-19,Professional Services,Events,Pro,8,1592,,False,8.0,124.0,4.0,26.6,3.95,59.15,0
10261,2026-04-22,Retail,Organic,Business,14,6986,,False,1.0,25.0,2.0,86.15,4.05,53.75,0
10262,2025-04-13,Professional Services,Events,Pro,10,1990,2026-02-23,True,8.0,164.0,2.0,27.15,3.9,66.9,1990
10263,2025-06-29,Technology,Partner,Business,21,10479,,False,11.0,468.0,5.0,41.68,3.28,61.4,0
10264,2026-07-10,Technology,Events,Pro,8,1592,,False,1.0,23.0,0.0,0.0,0.0,42.3,0
10265,2026-08-17,Manufacturing,Organic,Starter,2,158,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10266,2025-12-15,Technology,Organic,Business,19,9481,,False,6.0,226.0,3.0,38.0,3.1999999999999997,65.0,0
10267,2025-09-26,Healthcare,Paid Search,Business,18,8982,,False,6.0,224.0,1.0,104.5,3.4,70.0,0
10268,2025-07-28,Manufacturing,Paid Search,Business,11,5489,,False,3.0,75.0,1.0,60.0,3.3,57.0,0
10269,2026-01-03,Retail,Paid Search,Starter,2,158,2026-03-22,True,1.0,1.0,1.0,17.7,4.7,56.6,158
10270,2025-12-21,Professional Services,Events,Starter,4,316,,False,3.0,18.0,1.0,101.4,3.8,53.8,0
10271,2025-06-26,Healthcare,Paid Search,Business,7,3493,2025-10-04,True,0.0,0.0,0.0,0.0,0.0,40.0,3493
10272,2025-01-14,Manufacturing,Referral,Starter,3,237,2026-02-01,True,5.0,32.0,3.0,18.266666666666666,4.5,54.7,237
10273,2025-04-01,Technology,Referral,Enterprise,38,49362,,False,8.0,623.0,1.0,171.9,3.6,71.0,0
10274,2026-07-30,Manufacturing,Organic,Starter,5,395,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10275,2025-09-08,Manufacturing,Organic,Pro,7,1393,,False,6.0,97.0,6.0,26.7,4.0,52.7,0
10276,2025-10-17,Technology,Organic,Business,23,11477,,False,3.0,156.0,2.0,42.0,3.4,63.599999999999994,0
10277,2025-10-08,Technology,Partner,Starter,3,237,,False,3.0,13.0,2.0,33.6,3.5,49.8,0
10278,2026-04-15,Healthcare,Paid Search,Starter,3,237,,False,5.0,30.0,0.0,0.0,0.0,43.0,0
10279,2025-02-08,Technology,Paid Search,Pro,10,1990,,False,10.0,209.0,4.0,49.0,3.825,66.125,0
10280,2025-02-19,Financial Services,Referral,Pro,7,1393,,False,6.0,80.0,3.0,40.9,3.9333333333333336,56.66666666666667,0
10281,2025-06-15,Technology,Paid Search,Starter,4,316,,False,10.0,83.0,4.0,57.9,3.65,53.55,0
10282,2025-10-19,Healthcare,Partner,Pro,6,1194,,False,3.0,30.0,0.0,0.0,0.0,43.0,0
10283,2026-02-07,Professional Services,Events,Business,20,9980,,False,4.0,142.0,0.0,0.0,0.0,54.2,0
10284,2025-10-22,Technology,Paid Search,Pro,11,2189,,False,4.0,100.0,6.0,36.61666666666667,4.216666666666667,54.083333333333336,0
10285,2025-09-22,Technology,Partner,Starter,4,316,,False,0.0,0.0,1.0,11.2,4.1,53.5,0
10286,2026-07-17,Professional Services,Paid Search,Starter,6,474,,False,1.0,12.0,0.0,0.0,0.0,41.2,0
10287,2025-04-07,Financial Services,Referral,Starter,2,158,,False,8.0,46.0,3.0,13.4,3.4333333333333336,50.766666666666666,0
10288,2025-12-10,Technology,Partner,Starter,2,158,,False,2.0,7.0,1.0,27.9,3.7,52.2,0
10289,2025-11-22,Healthcare,Referral,Starter,2,158,,False,4.0,15.0,0.0,0.0,0.0,41.5,0
10290,2025-10-12,Financial Services,Referral,Pro,10,1990,,False,3.0,51.0,1.0,50.8,3.6,56.1,0
10291,2026-04-30,Professional Services,Referral,Starter,4,316,,False,1.0,9.0,0.0,0.0,0.0,40.9,0
10292,2025-06-10,Manufacturing,Paid Search,Enterprise,47,61053,,False,11.0,1045.0,5.0,22.160000000000004,4.04,65.2,0
10293,2026-07-27,Financial Services,Paid Search,Starter,2,158,,False,2.0,9.0,0.0,0.0,0.0,40.9,0
10294,2025-07-18,Healthcare,Paid Search,Starter,4,316,,False,6.0,33.0,3.0,41.43333333333334,4.233333333333333,53.46666666666666,0
10295,2025-11-24,Professional Services,Referral,Business,12,5988,2026-06-18,True,4.0,94.0,3.0,20.76666666666667,3.5666666666666664,56.233333333333334,5988
10296,2025-11-09,Healthcare,Organic,Business,27,13473,,False,3.0,168.0,2.0,32.35,3.85,67.05,0
10297,2026-05-25,Financial Services,Partner,Starter,8,632,,False,0.0,0.0,2.0,33.1,4.55,53.75,0
10298,2025-09-21,Manufacturing,Referral,Starter,3,237,,False,3.0,16.0,0.0,0.0,0.0,41.6,0
10299,2025-06-20,Retail,Events,Starter,4,316,2025-09-22,True,2.0,11.0,0.0,0.0,0.0,41.1,316
10300,2025-01-13,Healthcare,Organic,Pro,7,1393,,False,10.0,166.0,5.0,35.32,3.6,59.599999999999994,0
10301,2025-08-07,Retail,Paid Search,Pro,4,796,,False,3.0,22.0,5.0,67.22,3.7,45.7,0
10302,2026-05-11,Technology,Paid Search,Starter,2,158,,False,3.0,10.0,1.0,39.1,3.4,51.0,0
10303,2025-01-06,Technology,Partner,Starter,2,158,2025-12-15,True,6.0,27.0,2.0,29.9,4.4,55.7,158
10304,2026-06-22,Manufacturing,Organic,Pro,5,995,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10305,2025-11-22,Healthcare,Events,Enterprise,82,106518,,False,4.0,647.0,0.0,0.0,0.0,60.0,0
10306,2025-03-26,Retail,Paid Search,Pro,9,1791,,False,5.0,92.0,0.0,0.0,0.0,49.2,0
10307,2025-07-01,Healthcare,Paid Search,Pro,9,1791,,False,3.0,57.0,2.0,45.75,4.05,56.95,0
10308,2025-11-29,Technology,Paid Search,Starter,3,237,,False,4.0,24.0,3.0,33.53333333333333,3.9,50.9,0
10309,2025-07-09,Technology,Organic,Starter,3,237,,False,3.0,26.0,3.0,26.5,3.3666666666666667,48.43333333333334,0
10310,2025-03-07,Financial Services,Referral,Starter,4,316,,False,9.0,67.0,3.0,22.46666666666667,3.7999999999999994,54.7,0
10311,2026-02-04,Financial Services,Organic,Business,18,8982,,False,4.0,146.0,3.0,23.3,3.5666666666666664,61.43333333333332,0
10312,2026-02-08,Manufacturing,Referral,Business,22,10978,,False,1.0,45.0,1.0,48.4,3.7,56.0,0
10313,2025-03-13,Healthcare,Paid Search,Business,17,8483,,False,8.0,235.0,2.0,47.050000000000004,3.9,70.5,0
10314,2025-06-18,Professional Services,Referral,Enterprise,40,51960,,False,8.0,668.0,2.0,42.900000000000006,3.75,69.75,0
10315,2025-05-27,Healthcare,Organic,Enterprise,28,36372,,False,10.0,509.0,2.0,63.1,3.25,67.25,0
10316,2026-01-31,Retail,Organic,Enterprise,23,29877,,False,3.0,144.0,3.0,26.233333333333334,3.733333333333333,62.06666666666667,0
10317,2026-03-15,Healthcare,Organic,Starter,3,237,,False,1.0,4.0,0.0,0.0,0.0,40.4,0
10318,2026-03-13,Professional Services,Organic,Starter,3,237,,False,4.0,29.0,1.0,13.7,3.2,51.9,0
10319,2026-07-18,Technology,Paid Search,Starter,2,158,,False,0.0,0.0,2.0,37.95,4.4,53.0,0
10320,2026-04-07,Technology,Organic,Pro,8,1592,,False,2.0,36.0,2.0,49.3,4.4,56.6,0
10321,2025-07-12,Manufacturing,Events,Starter,3,237,,False,10.0,60.0,3.0,41.53333333333333,3.466666666666667,52.333333333333336,0
10322,2025-03-06,Technology,Organic,Business,8,3992,2026-03-10,True,8.0,140.0,1.0,23.2,4.7,70.5,3992
10323,2026-01-04,Manufacturing,Organic,Pro,6,1194,,False,2.0,18.0,0.0,0.0,0.0,41.8,0
10324,2026-07-04,Healthcare,Partner,Pro,9,1791,,False,2.0,41.0,0.0,0.0,0.0,44.1,0
10325,2026-08-09,Technology,Referral,Starter,3,237,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10326,2025-05-19,Manufacturing,Referral,Starter,2,158,,False,3.0,10.0,0.0,0.0,0.0,41.0,0
10327,2025-05-22,Technology,Events,Starter,3,237,,False,8.0,56.0,0.0,0.0,0.0,45.6,0
10328,2025-01-23,Technology,Events,Business,26,12974,,False,8.0,395.0,0.0,0.0,0.0,60.0,0
10329,2025-03-26,Financial Services,Paid Search,Pro,11,2189,,False,6.0,121.0,2.0,52.3,3.4,60.1,0
10330,2025-11-29,Professional Services,Organic,Pro,8,1592,,False,6.0,92.0,0.0,0.0,0.0,49.2,0
10331,2025-11-25,Professional Services,Paid Search,Starter,3,237,,False,2.0,6.0,2.0,14.5,3.3,48.1,0
10332,2025-08-11,Professional Services,Events,Starter,2,158,,False,6.0,21.0,1.0,12.5,3.7,53.6,0
10333,2025-07-05,Financial Services,Events,Starter,4,316,2025-11-15,True,0.0,0.0,0.0,0.0,0.0,40.0,316
10334,2026-05-13,Technology,Organic,Business,19,9481,,False,1.0,32.0,0.0,0.0,0.0,43.2,0
10335,2025-10-04,Professional Services,Referral,Business,22,10978,,False,3.0,127.0,3.0,55.1,2.9333333333333336,56.366666666666674,0
10336,2026-04-30,Financial Services,Referral,Starter,3,237,,False,4.0,22.0,0.0,0.0,0.0,42.2,0
10337,2026-08-01,Retail,Organic,Enterprise,60,77940,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10338,2025-07-10,Healthcare,Paid Search,Starter,3,237,,False,10.0,43.0,1.0,25.1,3.4,54.3,0
10339,2025-05-02,Professional Services,Organic,Business,24,11976,,False,3.0,141.0,5.0,36.28,3.7,57.599999999999994,0
10340,2026-07-26,Financial Services,Referral,Starter,4,316,,False,1.0,5.0,0.0,0.0,0.0,40.5,0
10341,2026-01-16,Healthcare,Organic,Starter,2,158,,False,0.0,0.0,5.0,21.6,4.26,46.3,0
10342,2025-06-24,Retail,Referral,Business,10,4990,,False,4.0,81.0,1.0,32.6,4.0,61.1,0
10343,2026-01-09,Professional Services,Organic,Starter,5,395,,False,7.0,77.0,3.0,81.43333333333334,4.133333333333334,57.366666666666674,0
10344,2025-11-06,Financial Services,Referral,Starter,3,237,,False,6.0,47.0,5.0,42.86,4.04,49.900000000000006,0
10345,2026-06-28,Financial Services,Organic,Pro,4,796,,False,1.0,7.0,0.0,0.0,0.0,40.7,0
10346,2025-06-03,Technology,Events,Starter,2,158,,False,6.0,29.0,5.0,26.22,3.8200000000000003,47.0,0
10347,2026-08-18,Financial Services,Organic,Pro,10,1990,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10348,2026-07-16,Technology,Paid Search,Business,16,7984,,False,1.0,28.0,1.0,35.5,3.2,51.8,0
10349,2025-04-19,Financial Services,Organic,Business,15,7485,,False,3.0,84.0,2.0,28.7,3.65,57.65,0
10350,2025-04-09,Manufacturing,Organic,Starter,5,395,,False,10.0,106.0,3.0,43.56666666666666,3.4,56.6,0
10351,2025-11-16,Financial Services,Organic,Pro,6,1194,,False,6.0,74.0,2.0,35.25,4.65,61.65,0
10352,2025-01-27,Healthcare,Organic,Starter,2,158,,False,11.0,44.0,4.0,34.2,3.8,50.4,0
10353,2025-06-29,Professional Services,Organic,Starter,3,237,,False,11.0,67.0,4.0,32.05,3.775,52.575,0
10354,2025-09-19,Manufacturing,Referral,Starter,3,237,,False,5.0,43.0,0.0,0.0,0.0,44.3,0
10355,2026-08-05,Healthcare,Paid Search,Enterprise,54,70146,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10356,2026-08-19,Manufacturing,Organic,Business,25,12475,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10357,2025-04-01,Healthcare,Referral,Business,19,9481,2026-03-14,True,5.0,183.0,3.0,27.566666666666666,4.033333333333333,67.46666666666667,9481
10358,2026-06-20,Financial Services,Paid Search,Pro,9,1791,,False,2.0,42.0,0.0,0.0,0.0,44.2,0
10359,2025-02-24,Financial Services,Organic,Pro,7,1393,,False,6.0,76.0,2.0,25.85,3.55,56.35,0
10360,2026-03-26,Manufacturing,Referral,Pro,8,1592,,False,1.0,13.0,4.0,26.375,3.75,47.05,0
10361,2026-05-23,Manufacturing,Organic,Pro,8,1592,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10362,2026-06-19,Retail,Organic,Pro,9,1791,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10363,2025-05-15,Technology,Referral,Starter,4,316,,False,3.0,19.0,6.0,42.63333333333333,3.766666666666667,43.733333333333334,0
10364,2026-06-21,Technology,Events,Starter,4,316,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10365,2025-03-11,Professional Services,Events,Enterprise,46,59754,,False,11.0,1010.0,3.0,27.96666666666667,4.133333333333334,69.66666666666667,0
10366,2025-11-08,Technology,Events,Pro,6,1194,,False,1.0,12.0,0.0,0.0,0.0,41.2,0
10367,2025-10-09,Professional Services,Referral,Enterprise,46,59754,,False,2.0,204.0,2.0,53.1,2.85,65.25,0
10368,2025-07-09,Technology,Organic,Starter,3,237,,False,3.0,19.0,1.0,20.8,4.7,58.4,0
10369,2025-01-14,Manufacturing,Referral,Pro,9,1791,,False,5.0,87.0,4.0,57.875,4.25,56.95,0
10370,2026-04-09,Technology,Organic,Starter,6,474,,False,2.0,30.0,0.0,0.0,0.0,43.0,0
10371,2025-07-21,Financial Services,Organic,Starter,2,158,,False,4.0,10.0,0.0,0.0,0.0,41.0,0
10372,2026-02-01,Retail,Organic,Starter,3,237,,False,3.0,23.0,2.0,15.450000000000001,5.0,58.3,0
10373,2025-09-04,Professional Services,Referral,Starter,4,316,,False,5.0,39.0,2.0,70.94999999999999,3.25,51.15,0
10374,2025-08-13,Healthcare,Referral,Business,19,9481,,False,8.0,286.0,2.0,53.75,4.0,71.0,0
10375,2026-06-16,Manufacturing,Organic,Starter,7,553,2026-08-25,True,1.0,18.0,0.0,0.0,0.0,41.8,553
10376,2025-02-26,Healthcare,Paid Search,Pro,7,1393,,False,8.0,112.0,3.0,14.966666666666669,3.766666666666667,59.03333333333334,0
10377,2026-03-18,Manufacturing,Referral,Pro,9,1791,,False,6.0,106.0,2.0,16.65,4.3,63.1,0
10378,2026-03-25,Financial Services,Partner,Starter,2,158,,False,2.0,11.0,0.0,0.0,0.0,41.1,0
10379,2025-08-16,Healthcare,Organic,Pro,7,1393,,False,3.0,31.0,2.0,37.650000000000006,3.45,51.35,0
10380,2025-06-07,Technology,Paid Search,Starter,3,237,,False,6.0,44.0,3.0,31.133333333333336,3.966666666666667,53.233333333333334,0
10381,2025-01-04,Manufacturing,Organic,Enterprise,61,79239,,False,6.0,717.0,5.0,44.9,3.44,62.2,0
10382,2026-07-17,Healthcare,Referral,Business,20,9980,,False,2.0,65.0,0.0,0.0,0.0,46.5,0
10383,2026-07-23,Professional Services,Organic,Business,28,13972,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10384,2025-05-25,Retail,Organic,Pro,8,1592,,False,6.0,105.0,1.0,46.6,4.4,65.5,0
10385,2025-01-20,Financial Services,Paid Search,Starter,3,237,,False,9.0,58.0,1.0,89.4,4.0,58.8,0
10386,2025-03-15,Technology,Organic,Business,46,22954,,False,6.0,515.0,2.0,25.6,4.55,73.75,0
10387,2025-02-10,Healthcare,Organic,Starter,3,237,2025-07-06,True,4.0,19.0,2.0,12.75,3.9499999999999997,52.65,237
10388,2026-05-14,Professional Services,Events,Starter,2,158,,False,1.0,5.0,0.0,0.0,0.0,40.5,0
10389,2026-06-20,Technology,Organic,Starter,2,158,,False,0.0,0.0,1.0,86.9,2.8,47.0,0
10390,2025-04-02,Professional Services,Paid Search,Business,13,6487,,False,11.0,295.0,4.0,42.0,4.075,67.375,0
10391,2026-03-25,Manufacturing,Paid Search,Pro,11,2189,,False,3.0,73.0,1.0,8.7,5.0,65.3,0
10392,2025-04-18,Professional Services,Organic,Business,16,7984,,False,5.0,145.0,1.0,86.4,4.1,68.0,0
10393,2025-08-09,Financial Services,Referral,Business,19,9481,,False,7.0,240.0,1.0,125.7,3.8,72.0,0
10394,2025-12-26,Healthcare,Organic,Starter,3,237,,False,8.0,39.0,2.0,23.25,4.0,54.9,0
10395,2026-03-08,Technology,Partner,Business,23,11477,,False,4.0,172.0,1.0,14.4,3.9,69.7,0
10396,2026-06-09,Healthcare,Organic,Pro,6,1194,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10397,2025-01-27,Professional Services,Organic,Pro,5,995,,False,5.0,59.0,5.0,35.3,3.88,50.3,0
10398,2025-04-28,Healthcare,Referral,Starter,3,237,,False,5.0,23.0,2.0,24.0,3.5,50.8,0
10399,2025-06-18,Professional Services,Events,Enterprise,56,72744,,False,9.0,1007.0,6.0,20.4,4.083333333333333,63.416666666666664,0
10400,2025-07-06,Technology,Partner,Starter,3,237,,False,8.0,48.0,3.0,46.800000000000004,3.3000000000000003,50.3,0
10401,2026-08-22,Healthcare,Events,Starter,2,158,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10402,2026-04-12,Healthcare,Paid Search,Pro,10,1990,,False,2.0,40.0,0.0,0.0,0.0,44.0,0
10403,2025-07-12,Manufacturing,Paid Search,Starter,2,158,,False,10.0,34.0,0.0,0.0,0.0,43.4,0
10404,2026-08-07,Healthcare,Referral,Starter,2,158,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10405,2025-10-27,Retail,Events,Pro,6,1194,,False,6.0,65.0,1.0,69.1,3.9,59.0,0
10406,2025-10-28,Professional Services,Paid Search,Starter,5,395,,False,2.0,16.0,1.0,27.8,3.0,49.6,0
10407,2025-09-18,Professional Services,Referral,Business,22,10978,,False,5.0,200.0,3.0,107.76666666666667,3.4,66.0,0
10408,2025-03-28,Financial Services,Paid Search,Starter,4,316,,False,5.0,40.0,0.0,0.0,0.0,44.0,0
10409,2026-07-15,Retail,Paid Search,Pro,12,2388,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10410,2025-01-09,Retail,Organic,Pro,21,4179,,False,8.0,317.0,2.0,12.6,4.35,72.75,0
10411,2025-04-15,Professional Services,Referral,Pro,4,796,,False,4.0,28.0,1.0,25.4,3.9,55.3,0
10412,2025-05-18,Retail,Referral,Pro,6,1194,,False,5.0,54.0,8.0,31.3625,4.125,49.025,0
10413,2025-06-17,Professional Services,Partner,Pro,6,1194,,False,9.0,113.0,2.0,17.05,3.8499999999999996,61.55,0
10414,2025-03-21,Technology,Referral,Enterprise,33,42867,,False,7.0,469.0,5.0,27.2,3.18,60.9,0
10415,2025-01-11,Technology,Partner,Starter,2,158,,False,6.0,22.0,1.0,22.5,4.8,59.2,0
10416,2026-02-11,Financial Services,Referral,Starter,3,237,,False,2.0,15.0,0.0,0.0,0.0,41.5,0
10417,2026-08-05,Retail,Partner,Pro,5,995,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10418,2025-03-15,Technology,Organic,Business,20,9980,,False,10.0,326.0,10.0,38.53,3.7399999999999998,61.699999999999996,0
10419,2025-06-27,Financial Services,Events,Starter,3,237,,False,8.0,47.0,3.0,23.066666666666666,3.6333333333333333,51.86666666666667,0
10420,2025-10-31,Technology,Referral,Pro,9,1791,,False,2.0,33.0,3.0,30.666666666666668,3.8666666666666667,51.63333333333333,0
10421,2026-07-11,Technology,Organic,Business,22,10978,,False,2.0,83.0,0.0,0.0,0.0,48.3,0
10422,2026-02-21,Technology,Organic,Business,22,10978,,False,2.0,83.0,0.0,0.0,0.0,48.3,0
10423,2026-04-05,Retail,Organic,Enterprise,39,50661,,False,2.0,184.0,0.0,0.0,0.0,58.400000000000006,0
10424,2025-12-15,Manufacturing,Referral,Pro,17,3383,,False,2.0,71.0,0.0,0.0,0.0,47.1,0
10425,2025-09-08,Professional Services,Paid Search,Pro,9,1791,,False,10.0,173.0,8.0,33.0375,3.75,59.05,0
10426,2025-04-30,Professional Services,Events,Starter,2,158,,False,6.0,28.0,1.0,35.9,3.4,52.8,0
10427,2026-06-03,Professional Services,Paid Search,Enterprise,32,41568,,False,1.0,57.0,0.0,0.0,0.0,45.7,0
10428,2026-04-28,Retail,Paid Search,Starter,2,158,,False,1.0,0.0,0.0,0.0,0.0,40.0,0
10429,2025-01-16,Healthcare,Referral,Pro,8,1592,2025-12-06,True,4.0,67.0,3.0,55.5,3.3333333333333335,52.36666666666667,1592
10430,2026-03-06,Professional Services,Partner,Starter,3,237,,False,3.0,21.0,1.0,60.3,3.3,51.6,0
10431,2025-02-20,Financial Services,Partner,Pro,7,1393,,False,6.0,83.0,2.0,38.599999999999994,3.55,57.05,0
10432,2026-03-20,Manufacturing,Referral,Pro,16,3184,,False,2.0,78.0,0.0,0.0,0.0,47.8,0
10433,2026-05-11,Manufacturing,Events,Pro,10,1990,,False,1.0,25.0,0.0,0.0,0.0,42.5,0
10434,2025-03-20,Financial Services,Referral,Business,23,11477,,False,10.0,429.0,5.0,36.9,3.4799999999999995,62.4,0
10435,2025-09-18,Healthcare,Partner,Starter,2,158,,False,3.0,15.0,2.0,30.2,4.0,52.5,0
10436,2025-03-16,Manufacturing,Events,Pro,6,1194,,False,3.0,41.0,2.0,25.9,3.8499999999999996,54.35,0
10437,2025-12-07,Healthcare,Paid Search,Starter,3,237,,False,6.0,40.0,1.0,62.6,3.4,54.0,0
10438,2026-07-11,Professional Services,Organic,Starter,3,237,,False,1.0,5.0,1.0,92.0,3.7,52.0,0
10439,2025-02-18,Technology,Paid Search,Pro,4,796,,False,7.0,56.0,4.0,69.25,3.375,49.475,0
10440,2025-08-27,Technology,Organic,Starter,3,237,,False,7.0,36.0,4.0,43.150000000000006,3.55,48.35,0
10441,2026-08-07,Manufacturing,Partner,Starter,3,237,,False,1.0,7.0,0.0,0.0,0.0,40.7,0
10442,2025-06-30,Financial Services,Referral,Pro,7,1393,,False,8.0,108.0,2.0,73.8,3.8,60.8,0
10443,2025-03-21,Professional Services,Paid Search,Pro,6,1194,2025-05-23,True,1.0,15.0,0.0,0.0,0.0,41.5,1194
10444,2025-10-21,Retail,Events,Pro,7,1393,,False,4.0,58.0,1.0,32.2,2.9,53.3,0
10445,2025-11-02,Professional Services,Organic,Starter,3,237,,False,3.0,18.0,4.0,45.825,3.55,46.55,0
10446,2026-02-02,Healthcare,Referral,Starter,3,237,,False,2.0,3.0,1.0,48.6,2.6,46.3,0
10447,2025-07-08,Financial Services,Paid Search,Starter,4,316,,False,10.0,77.0,1.0,65.9,4.7,64.2,0
10448,2026-07-28,Manufacturing,Referral,Business,26,12974,,False,2.0,114.0,0.0,0.0,0.0,51.4,0
10449,2025-11-09,Professional Services,Organic,Business,16,7984,,False,4.0,124.0,2.0,23.25,3.7,61.9,0
10450,2025-06-21,Retail,Organic,Starter,3,237,,False,4.0,25.0,3.0,25.5,4.233333333333333,52.666666666666664,0
10451,2026-07-31,Technology,Referral,Pro,9,1791,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10452,2026-07-09,Manufacturing,Paid Search,Starter,4,316,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10453,2025-10-27,Financial Services,Paid Search,Starter,3,237,,False,7.0,52.0,0.0,0.0,0.0,45.2,0
10454,2025-01-15,Financial Services,Organic,Starter,4,316,,False,11.0,82.0,4.0,72.0,3.5749999999999997,53.075,0
10455,2025-12-25,Retail,Referral,Starter,4,316,,False,5.0,30.0,0.0,0.0,0.0,43.0,0
10456,2025-11-30,Professional Services,Referral,Pro,13,2587,,False,4.0,106.0,1.0,70.0,3.3,60.1,0
10457,2025-03-30,Manufacturing,Organic,Business,34,16966,,False,9.0,680.0,0.0,0.0,0.0,60.0,0
10458,2026-01-16,Retail,Partner,Starter,2,158,,False,5.0,17.0,1.0,21.6,3.6,52.7,0
10459,2026-05-20,Healthcare,Referral,Pro,8,1592,,False,2.0,29.0,0.0,0.0,0.0,42.9,0
10460,2025-03-05,Technology,Paid Search,Pro,8,1592,,False,10.0,158.0,7.0,35.25714285714286,3.8000000000000003,57.8,0
10461,2026-03-10,Professional Services,Events,Enterprise,43,55857,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10462,2025-03-26,Healthcare,Paid Search,Pro,6,1194,,False,9.0,115.0,3.0,18.333333333333332,3.9,60.0,0
10463,2026-03-26,Technology,Paid Search,Starter,2,158,,False,0.0,0.0,2.0,58.75,3.05,46.25,0
10464,2025-09-09,Technology,Organic,Pro,8,1592,,False,4.0,72.0,1.0,209.5,4.1,60.7,0
10465,2025-01-04,Healthcare,Organic,Starter,2,158,,False,7.0,37.0,2.0,26.45,3.5999999999999996,52.7,0
